UF,Município,Agropecuária_2019,Agropecuária_2020,Agropecuária_VrAbs,Agropecuária_Vr,Indústria_2019,Indústria_2020,Indústria_VrAbs,Indústria_Vr,Construção_2019,Construção_2020,Construção_VrAbs,Construção_Vr,Comércio_2019,Comércio_2020,Comércio_VrAbs,Comércio_Vr,Serviços_2019,Serviços_2020,Serviços_VrAbs,Serviços_Vr,Total_2019,Total_2020,Total_VrAbs,Total_Vr,Municipio_mapa,Latitude,Longitude,Ufs_indice,index_original
AC,JORDAO,0,0,0,0.0,0,4,4,0.0,0,2,2,0.0,15,18,3,20.0,47,482,435,925.53,62,506,444,716.13,JORDAO AC,-9.1911406,-71.9481397,0,60
AC,MANCIO LIMA,19,29,10,52.63,4,1,-3,-75.0,7,4,-3,-42.86,147,169,22,14.97,685,697,12,1.75,862,900,38,4.41,MANCIO LIMA AC,-7.6145911,-72.905264,0,61
AC,MANOEL URBANO,6,4,-2,-33.33,69,84,15,21.74,0,0,0,0.0,66,74,8,12.12,303,289,-14,-4.62,444,451,7,1.58,MANOEL URBANO AC,-8.838755,-69.2619465,0,62
AC,MARECHAL THAUMATURGO,1,1,0,0.0,0,4,4,0.0,0,0,0,0.0,63,65,2,3.17,1163,714,-449,-38.61,1227,784,-443,-36.1,MARECHAL THAUMATURGO AC,-8.9479792,-72.7872614,0,63
AC,PLACIDO DE CASTRO,129,113,-16,-12.4,113,102,-11,-9.73,0,0,0,0.0,180,185,5,2.78,1051,1367,316,30.07,1473,1767,294,19.96,PLACIDO DE CASTRO AC,-10.3239154,-67.1824196,0,64
AC,PORTO WALTER,0,0,0,0.0,9,4,-5,-55.56,2,0,-2,-100.0,26,28,2,7.69,606,643,37,6.11,643,675,32,4.98,PORTO WALTER AC,-8.2687722,-72.7444458,0,65
AC,RIO BRANCO,1147,1072,-75,-6.54,5113,4678,-435,-8.51,4355,4977,622,14.28,17503,17883,380,2.17,64864,71436,6572,10.13,92982,100046,7064,7.6,RIO BRANCO AC,-9.9765362,-67.8220778,0,66
AC,RODRIGUES ALVES,2,7,5,250.0,0,0,0,0.0,0,0,0,0.0,20,18,-2,-10.0,716,682,-34,-4.75,738,707,-31,-4.2,RODRIGUES ALVES AC,-7.7380283,-72.6509379,0,67
AC,SANTA ROSA DO PURUS,0,0,0,0.0,0,4,4,0.0,0,4,4,0.0,8,8,0,0.0,252,245,-7,-2.78,260,261,1,0.38,SANTA ROSA DO PURUS AC,-9.4354872,-70.4926109,0,68
AC,SENADOR GUIOMARD,525,481,-44,-8.38,285,305,20,7.02,13,1,-12,-92.31,337,290,-47,-13.95,1011,1022,11,1.09,2171,2099,-72,-3.32,SENADOR GUIOMARD AC,-9.9765,-67.31913961038961,0,69
AC,SENA MADUREIRA,245,284,39,15.92,161,192,31,19.25,46,32,-14,-30.43,544,560,16,2.94,1322,1584,262,19.82,2318,2652,334,14.41,SENA MADUREIRA AC,-9.0659556,-68.6571058,0,70
AC,TARAUACA,119,116,-3,-2.52,65,95,30,46.15,22,17,-5,-22.73,562,591,29,5.16,1130,1174,44,3.89,1898,1993,95,5.01,TARAUACA AC,-8.1602019,-70.7665368,0,71
AC,XAPURI,189,152,-37,-19.58,192,152,-40,-20.83,0,0,0,0.0,203,238,35,17.24,388,384,-4,-1.03,972,926,-46,-4.73,XAPURI AC,-10.6511174,-68.5017902,0,72
AC,PORTO ACRE,190,215,25,13.16,35,29,-6,-17.14,1,2,1,100.0,145,209,64,44.14,728,606,-122,-16.76,1099,1061,-38,-3.46,PORTO ACRE AC,-9.5879722,-67.53307,0,73
AM,ALVARAES,1,0,-1,-100.0,8,6,-2,-25.0,0,0,0,0.0,68,48,-20,-29.41,689,488,-201,-29.17,766,542,-224,-29.24,ALVARAES AM,-3.214786,-64.8143124,2,74
AM,AMATURA,0,0,0,0.0,4,5,1,25.0,0,0,0,0.0,2,7,5,250.0,554,421,-133,-24.01,560,433,-127,-22.68,AMATURA AM,-3.3640509,-68.1994689,2,75
AM,ANAMA,0,0,0,0.0,3,4,1,33.33,0,0,0,0.0,2,3,1,50.0,450,352,-98,-21.78,455,359,-96,-21.1,ANAMA AM,-3.5797356,-61.4049996,2,76
AM,ANORI,0,0,0,0.0,4,1,-3,-75.0,0,17,17,0.0,11,10,-1,-9.09,724,361,-363,-50.14,739,389,-350,-47.36,ANORI AM,-3.7435254,-61.6605203,2,77
AM,APUI,7,10,3,42.86,8,15,7,87.5,26,14,-12,-46.15,206,199,-7,-3.4,616,531,-85,-13.8,863,769,-94,-10.89,APUI AM,-7.1940195,-59.8830192,2,78
AM,ATALAIA DO NORTE,0,0,0,0.0,25,39,14,56.0,0,0,0,0.0,11,7,-4,-36.36,1116,170,-946,-84.77,1152,216,-936,-81.25,ATALAIA DO NORTE AM,-4.3658547,-70.1908742,2,79
AM,AUTAZES,10,12,2,20.0,59,88,29,49.15,0,0,0,0.0,226,256,30,13.27,1953,977,-976,-49.97,2248,1333,-915,-40.7,AUTAZES AM,-3.5833283,-59.1301518,2,80
AM,BARCELOS,0,0,0,0.0,17,25,8,47.06,0,0,0,0.0,82,91,9,10.98,790,972,182,23.04,889,1088,199,22.38,BARCELOS AM,-0.9729214,-62.925635,2,81
AM,BARREIRINHA,0,0,0,0.0,25,14,-11,-44.0,1,3,2,200.0,92,88,-4,-4.35,1915,555,-1360,-71.02,2033,660,-1373,-67.54,BARREIRINHA AM,-2.798863,-57.067897,2,82
AM,BENJAMIN CONSTANT,0,0,0,0.0,50,47,-3,-6.0,38,0,-38,-100.0,89,95,6,6.74,2443,2330,-113,-4.63,2620,2472,-148,-5.65,BENJAMIN CONSTANT AM,-4.3782748,-70.0290603,2,83
AM,BERURI,0,0,0,0.0,13,5,-8,-61.54,0,0,0,0.0,4,9,5,125.0,1193,33,-1160,-97.23,1210,47,-1163,-96.12,BERURI AM,-3.9007135,-61.3717319,2,84
AM,BOA VISTA DO RAMOS,0,0,0,0.0,14,9,-5,-35.71,0,0,0,0.0,25,32,7,28.0,817,1387,570,69.77,856,1428,572,66.82,BOA VISTA DO RAMOS AM,-2.9716927,-57.5869819,2,85
AM,BOCA DO ACRE,371,383,12,3.23,408,384,-24,-5.88,0,15,15,0.0,217,237,20,9.22,1627,1639,12,0.74,2623,2658,35,1.33,BOCA DO ACRE AM,-8.7553487,-67.3930873,2,86
AM,BORBA,0,0,0,0.0,45,42,-3,-6.67,0,0,0,0.0,121,108,-13,-10.74,2236,2507,271,12.12,2402,2657,255,10.62,BORBA AM,-4.3934778,-59.5947721,2,87
AM,CAAPIRANGA,0,0,0,0.0,3,2,-1,-33.33,0,0,0,0.0,3,3,0,0.0,872,954,82,9.4,878,959,81,9.23,CAAPIRANGA AM,-3.3188884,-61.2096404,2,88
AM,CANUTAMA,26,24,-2,-7.69,6,4,-2,-33.33,0,0,0,0.0,9,10,1,11.11,514,517,3,0.58,555,555,0,0.0,CANUTAMA AM,-6.5330019,-64.3834966,2,89
AM,CARAUARI,10,10,0,0.0,40,32,-8,-20.0,1,0,-1,-100.0,77,82,5,6.49,1369,1472,103,7.52,1497,1596,99,6.61,CARAUARI AM,-4.8766426,-66.8961433,2,90
AM,CAREIRO,4,4,0,0.0,23,10,-13,-56.52,0,4,4,0.0,118,104,-14,-11.86,1076,1136,60,5.58,1221,1258,37,3.03,CAREIRO AM,-3.8185277,-60.3616505,2,91
AM,CAREIRO DA VARZEA,0,0,0,0.0,8,4,-4,-50.0,0,0,0,0.0,17,13,-4,-23.53,1139,949,-190,-16.68,1164,966,-198,-17.01,CAREIRO DA VARZEA AM,-3.197024,-59.8259104,2,92
AM,COARI,4,4,0,0.0,441,520,79,17.91,13,0,-13,-100.0,631,588,-43,-6.81,585,5591,5006,855.73,1674,6703,5029,300.42,COARI AM,-4.0885957,-63.1431166,2,93
AM,CODAJAS,0,0,0,0.0,20,20,0,0.0,0,0,0,0.0,36,47,11,30.56,795,555,-240,-30.19,851,622,-229,-26.91,CODAJAS AM,-3.8413202,-62.0603444,2,94
AM,EIRUNEPE,0,0,0,0.0,38,34,-4,-10.53,22,6,-16,-72.73,130,126,-4,-3.08,1412,1396,-16,-1.13,1602,1562,-40,-2.5,EIRUNEPE AM,-6.6567654,-69.866161,2,95
AM,ENVIRA,2,2,0,0.0,16,11,-5,-31.25,0,0,0,0.0,43,29,-14,-32.56,901,557,-344,-38.18,962,599,-363,-37.73,ENVIRA AM,-7.437889,-70.028143,2,96
AM,FONTE BOA,0,0,0,0.0,5,4,-1,-20.0,0,0,0,0.0,30,30,0,0.0,1891,1443,-448,-23.69,1926,1477,-449,-23.31,FONTE BOA AM,-2.55,-66.91321428571428,2,97
AM,GUAJARA,7,27,20,285.71,5,5,0,0.0,0,0,0,0.0,19,11,-8,-42.11,606,624,18,2.97,637,667,30,4.71,GUAJARA AM,-7.5455927,-72.5832769,2,98
AM,HUMAITA,29,64,35,120.69,180,228,48,26.67,11,12,1,9.09,929,952,23,2.48,1892,1702,-190,-10.04,3041,2958,-83,-2.73,HUMAITA AM,-7.5099404,-63.0248674,2,99
AM,IPIXUNA,1,1,0,0.0,15,11,-4,-26.67,0,0,0,0.0,12,19,7,58.33,331,331,0,0.0,359,362,3,0.84,IPIXUNA AM,-7.047909,-71.693426,2,100
AM,IRANDUBA,156,146,-10,-6.41,951,1113,162,17.03,72,92,20,27.78,352,336,-16,-4.55,2645,2408,-237,-8.96,4176,4095,-81,-1.94,IRANDUBA AM,-3.2758203,-60.1867429,2,101
AM,ITACOATIARA,183,75,-108,-59.02,1054,1161,107,10.15,79,52,-27,-34.18,1465,1446,-19,-1.3,6028,5776,-252,-4.18,8809,8510,-299,-3.39,ITACOATIARA AM,-3.1477898,-58.4461041,2,102
AM,ITAMARATI,0,0,0,0.0,5,2,-3,-60.0,0,0,0,0.0,0,8,8,0.0,854,475,-379,-44.38,859,485,-374,-43.54,ITAMARATI AM,-6.4385189,-68.2437385,2,103
AM,ITAPIRANGA,0,0,0,0.0,5,6,1,20.0,0,0,0,0.0,23,30,7,30.43,311,212,-99,-31.83,339,248,-91,-26.84,ITAPIRANGA AM,-2.7461205,-58.025377,2,104
AM,JAPURA,0,2,2,0.0,13,4,-9,-69.23,0,0,0,0.0,16,19,3,18.75,13,8,-5,-38.46,42,33,-9,-21.43,JAPURA AM,-1.8808468,-66.9967657,2,105
AM,JURUA,0,1,1,0.0,18,15,-3,-16.67,0,0,0,0.0,39,45,6,15.38,925,956,31,3.35,982,1017,35,3.56,JURUA AM,-3.4746666,-66.0622335,2,106
AM,JUTAI,0,0,0,0.0,6,5,-1,-16.67,0,0,0,0.0,33,31,-2,-6.06,635,727,92,14.49,674,763,89,13.2,JUTAI AM,-2.7471478,-66.7721255,2,107
AM,LABREA,108,144,36,33.33,68,35,-33,-48.53,0,0,0,0.0,265,273,8,3.02,1673,1687,14,0.84,2114,2139,25,1.18,LABREA AM,-7.2613683,-64.7924505,2,108
AM,MANACAPURU,93,132,39,41.94,797,678,-119,-14.93,26,11,-15,-57.69,1274,1213,-61,-4.79,4499,1593,-2906,-64.59,6689,3627,-3062,-45.78,MANACAPURU AM,-3.2996768,-60.6213528,2,109
AM,MANAQUIRI,0,0,0,0.0,10,5,-5,-50.0,0,0,0,0.0,16,31,15,93.75,1125,870,-255,-22.67,1151,906,-245,-21.29,MANAQUIRI AM,-3.4305885,-60.4593078,2,110
AM,MANAUS,1155,1186,31,2.68,93908,99663,5755,6.13,17769,20291,2522,14.19,83973,85886,1913,2.28,291915,292885,970,0.33,488720,499911,11191,2.29,MANAUS AM,-3.1316333,-59.9825041,2,111
AM,MANICORE,41,24,-17,-41.46,114,84,-30,-26.32,0,1,1,0.0,258,236,-22,-8.53,1346,1171,-175,-13.0,1759,1516,-243,-13.81,MANICORE AM,-5.804618,-61.289483,2,112
AM,MARAA,0,0,0,0.0,6,3,-3,-50.0,0,8,8,0.0,8,10,2,25.0,11,440,429,3900.0,25,461,436,1744.0,MARAA AM,-1.8535579,-65.5897749,2,113
AM,MAUES,16,14,-2,-12.5,92,88,-4,-4.35,9,2,-7,-77.78,334,377,43,12.87,2752,2596,-156,-5.67,3203,3077,-126,-3.93,MAUES AM,-3.3795798,-57.7196072,2,114
AM,NHAMUNDA,0,0,0,0.0,7,4,-3,-42.86,0,0,0,0.0,53,57,4,7.55,938,813,-125,-13.33,998,874,-124,-12.42,NHAMUNDA AM,-2.1921521,-56.7111308,2,115
AM,NOVA OLINDA DO NORTE,0,0,0,0.0,42,50,8,19.05,0,0,0,0.0,181,189,8,4.42,1315,1093,-222,-16.88,1538,1332,-206,-13.39,NOVA OLINDA DO NORTE AM,-3.8926889,-59.0953046,2,116
AM,NOVO AIRAO,0,1,1,0.0,14,10,-4,-28.57,4,0,-4,-100.0,72,45,-27,-37.5,1016,1030,14,1.38,1106,1086,-20,-1.81,NOVO AIRAO AM,-2.6260236,-60.9434406,2,117
AM,NOVO ARIPUANA,3,3,0,0.0,21,23,2,9.52,3,0,-3,-100.0,34,28,-6,-17.65,801,655,-146,-18.23,862,709,-153,-17.75,NOVO ARIPUANA AM,-5.125929,-60.373179,2,118
AM,PARINTINS,0,6,6,0.0,326,341,15,4.6,15,13,-2,-13.33,1549,1545,-4,-0.26,3570,2236,-1334,-37.37,5460,4141,-1319,-24.16,PARINTINS AM,-2.6344567,-56.7319324,2,119
AM,PAUINI,0,0,0,0.0,8,4,-4,-50.0,0,0,0,0.0,0,1,1,0.0,1003,739,-264,-26.32,1011,744,-267,-26.41,PAUINI AM,-7.7122214,-66.9998441,2,120
AM,PRESIDENTE FIGUEIREDO,888,812,-76,-8.56,1381,1386,5,0.36,10,9,-1,-10.0,339,291,-48,-14.16,2737,2559,-178,-6.5,5355,5057,-298,-5.56,PRESIDENTE FIGUEIREDO AM,-2.0486359,-60.0236658,2,121
AM,RIO PRETO DA EVA,170,152,-18,-10.59,249,225,-24,-9.64,13,5,-8,-61.54,174,176,2,1.15,1334,1102,-232,-17.39,1940,1660,-280,-14.43,RIO PRETO DA EVA AM,-2.6990647,-59.7012494,2,122
AM,SANTA ISABEL DO RIO NEGRO,0,0,0,0.0,7,2,-5,-71.43,0,0,0,0.0,13,11,-2,-15.38,560,223,-337,-60.18,580,236,-344,-59.31,SANTA ISABEL DO RIO NEGRO AM,-0.4160389,-65.0153096,2,123
AM,SANTO ANTONIO DO ICA,0,1,1,0.0,8,9,1,12.5,0,0,0,0.0,106,110,4,3.77,1022,259,-763,-74.66,1136,379,-757,-66.64,SANTO ANTONIO DO ICA AM,-3.095443,-67.946279,2,124
AM,SAO GABRIEL DA CACHOEIRA,1,0,-1,-100.0,15,28,13,86.67,5,5,0,0.0,275,198,-77,-28.0,1839,1497,-342,-18.6,2135,1728,-407,-19.06,SAO GABRIEL DA CACHOEIRA AM,-0.1249715,-67.0813855,2,125
AM,SAO PAULO DE OLIVENCA,0,0,0,0.0,25,21,-4,-16.0,0,0,0,0.0,36,34,-2,-5.56,999,989,-10,-1.0,1060,1044,-16,-1.51,SAO PAULO DE OLIVENCA AM,-3.4650627,-68.9468462,2,126
AM,SAO SEBASTIAO DO UATUMA,0,0,0,0.0,4,3,-1,-25.0,4,1,-3,-75.0,33,43,10,30.3,538,543,5,0.93,579,590,11,1.9,SAO SEBASTIAO DO UATUMA AM,-2.5719341,-57.8703616,2,127
AM,SILVES,0,0,0,0.0,7,17,10,142.86,0,0,0,0.0,5,7,2,40.0,499,275,-224,-44.89,511,299,-212,-41.49,SILVES AM,-2.8372614,-58.2105199,2,128
AM,TABATINGA,0,3,3,0.0,118,82,-36,-30.51,5,6,1,20.0,712,626,-86,-12.08,3208,3215,7,0.22,4043,3932,-111,-2.75,TABATINGA AM,-4.2327349,-69.9263372,2,129
AM,TAPAUA,0,1,1,0.0,4,5,1,25.0,0,0,0,0.0,5,6,1,20.0,1595,1349,-246,-15.42,1604,1361,-243,-15.15,TAPAUA AM,-5.6232283,-63.1879157,2,130
AM,TEFE,1,1,0,0.0,166,139,-27,-16.27,19,24,5,26.32,972,954,-18,-1.85,1893,1770,-123,-6.5,3051,2888,-163,-5.34,TEFE AM,-3.3485276,-64.7102278,2,131
AM,TONANTINS,0,0,0,0.0,6,1,-5,-83.33,0,0,0,0.0,1,6,5,500.0,1011,19,-992,-98.12,1018,26,-992,-97.45,TONANTINS AM,-2.86261,-67.7735482,2,132
AM,UARINI,0,0,0,0.0,14,7,-7,-50.0,0,0,0,0.0,27,28,1,3.7,349,291,-58,-16.62,390,326,-64,-16.41,UARINI AM,-2.9827061,-65.1578615,2,133
AM,URUCARA,4,6,2,50.0,28,20,-8,-28.57,0,0,0,0.0,31,41,10,32.26,729,1156,427,58.57,792,1223,431,54.42,URUCARA AM,-2.537073,-57.7590254,2,134
AM,URUCURITUBA,0,0,0,0.0,12,7,-5,-41.67,0,0,0,0.0,16,46,30,187.5,873,377,-496,-56.82,901,430,-471,-52.28,URUCURITUBA AM,-3.1304332,-58.1549157,2,135
RR,AMAJARI,95,59,-36,-37.89,1,1,0,0.0,0,0,0,0.0,16,9,-7,-43.75,448,451,3,0.67,560,520,-40,-7.14,AMAJARI RR,3.6523869,-61.4194315,21,136
RR,ALTO ALEGRE,101,104,3,2.97,0,0,0,0.0,0,1,1,0.0,38,46,8,21.05,709,640,-69,-9.73,848,791,-57,-6.72,ALTO ALEGRE RR,2.98858,-61.307167,21,137
RR,BOA VISTA,481,530,49,10.19,3069,3344,275,8.96,3448,4850,1402,40.66,17771,18253,482,2.71,64336,64017,-319,-0.5,89105,90994,1889,2.12,BOA VISTA RR,2.8208478,-60.6719582,21,138
RR,BONFIM,372,341,-31,-8.33,0,0,0,0.0,0,0,0,0.0,54,42,-12,-22.22,757,649,-108,-14.27,1183,1032,-151,-12.76,BONFIM RR,3.3613818,-59.8427241,21,139
RR,CANTA,72,59,-13,-18.06,83,110,27,32.53,5,206,201,4020.0,47,37,-10,-21.28,861,1129,268,31.13,1068,1541,473,44.29,CANTA RR,2.60994,-60.605827,21,140
RR,CARACARAI,72,69,-3,-4.17,53,55,2,3.77,6,103,97,1616.67,142,146,4,2.82,1131,1035,-96,-8.49,1404,1408,4,0.28,CARACARAI RR,1.827598,-61.125389,21,141
RR,CAROEBE,28,25,-3,-10.71,0,0,0,0.0,15,1,-14,-93.33,90,80,-10,-11.11,422,418,-4,-0.95,555,524,-31,-5.59,CAROEBE RR,0.8808696,-59.6963796,21,142
RR,IRACEMA,24,20,-4,-16.67,0,0,0,0.0,0,0,0,0.0,22,29,7,31.82,395,205,-190,-48.1,441,254,-187,-42.4,IRACEMA RR,2.1664742,-61.0513048,21,143
RR,MUCAJAI,127,114,-13,-10.24,115,93,-22,-19.13,14,1,-13,-92.86,162,140,-22,-13.58,614,441,-173,-28.18,1032,789,-243,-23.55,MUCAJAI RR,2.4486084,-60.9199986,21,144
RR,NORMANDIA,42,40,-2,-4.76,0,0,0,0.0,3,0,-3,-100.0,25,17,-8,-32.0,461,284,-177,-38.39,531,341,-190,-35.78,NORMANDIA RR,3.8792356,-59.6293367,21,145
RR,PACARAIMA,16,0,-16,-100.0,32,29,-3,-9.38,8,42,34,425.0,267,219,-48,-17.98,445,293,-152,-34.16,768,583,-185,-24.09,PACARAIMA RR,4.4787884,-61.1389799,21,146
RR,RORAINOPOLIS,197,206,9,4.57,165,145,-20,-12.12,12,12,0,0.0,425,403,-22,-5.18,1495,1075,-420,-28.09,2294,1841,-453,-19.75,RORAINOPOLIS RR,0.9387308,-60.4236464,21,147
RR,SAO JOAO DA BALIZA,10,7,-3,-30.0,237,339,102,43.04,0,0,0,0.0,83,74,-9,-10.84,404,506,102,25.25,734,926,192,26.16,SAO JOAO DA BALIZA RR,0.951659,-59.913293,21,148
RR,SAO LUIZ,13,14,1,7.69,34,26,-8,-23.53,0,0,0,0.0,55,60,5,9.09,595,26,-569,-95.63,697,126,-571,-81.92,SAO LUIZ RR,1.0170607,-60.0371719,21,149
RR,UIRAMUTA,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5,13,8,160.0,272,87,-185,-68.01,277,100,-177,-63.9,UIRAMUTA RR,4.5938559,-60.1641831,21,150
PA,ABAETETUBA,235,212,-23,-9.79,286,268,-18,-6.29,85,53,-32,-37.65,2793,3425,632,22.63,6373,5786,-587,-9.21,9772,9744,-28,-0.29,ABAETETUBA PA,-1.721828,-48.878843,13,151
PA,ABEL FIGUEIREDO,95,80,-15,-15.79,170,158,-12,-7.06,0,16,16,0.0,84,57,-27,-32.14,387,280,-107,-27.65,736,591,-145,-19.7,ABEL FIGUEIREDO PA,-4.953001,-48.3958485,13,152
PA,ACARA,1159,1240,81,6.99,225,342,117,52.0,2,2,0,0.0,231,222,-9,-3.9,2542,3450,908,35.72,4159,5256,1097,26.38,ACARA PA,-1.961388,-48.1987043,13,153
PA,AFUA,0,0,0,0.0,273,262,-11,-4.03,2,2,0,0.0,53,50,-3,-5.66,2141,1411,-730,-34.1,2469,1725,-744,-30.13,AFUA PA,-0.1535664,-50.3879223,13,154
PA,AGUA AZUL DO NORTE,690,650,-40,-5.8,661,705,44,6.66,0,0,0,0.0,85,113,28,32.94,683,438,-245,-35.87,2119,1906,-213,-10.05,AGUA AZUL DO NORTE PA,-6.8064885,-50.4849667,13,155
PA,ALENQUER,15,17,2,13.33,56,51,-5,-8.93,5,5,0,0.0,244,235,-9,-3.69,2524,2098,-426,-16.88,2844,2406,-438,-15.4,ALENQUER PA,-1.946229,-54.738355,13,156
PA,ALTAMIRA,450,435,-15,-3.33,881,851,-30,-3.41,2696,503,-2193,-81.34,4888,4754,-134,-2.74,6430,7302,872,13.56,15345,13845,-1500,-9.78,ALTAMIRA PA,-3.204065,-52.209961,13,158
PA,ANAJAS,0,0,0,0.0,37,41,4,10.81,0,0,0,0.0,68,52,-16,-23.53,1137,1032,-105,-9.23,1242,1125,-117,-9.42,ANAJAS PA,-0.9878802,-49.9390114,13,159
PA,ANAPU,50,52,2,4.0,65,42,-23,-35.38,0,0,0,0.0,424,449,25,5.9,976,887,-89,-9.12,1515,1430,-85,-5.61,ANAPU PA,-3.4668292,-51.2057035,13,161
PA,AUGUSTO CORREA,16,4,-12,-75.0,9,22,13,144.44,14,2,-12,-85.71,90,88,-2,-2.22,2415,1346,-1069,-44.27,2544,1462,-1082,-42.53,AUGUSTO CORREA PA,-1.0229335,-46.6404029,13,162
PA,AURORA DO PARA,210,190,-20,-9.52,39,35,-4,-10.26,0,0,0,0.0,72,68,-4,-5.56,990,936,-54,-5.45,1311,1229,-82,-6.25,AURORA DO PARA PA,-2.1323199,-47.558436,13,163
PA,AVEIRO,40,45,5,12.5,24,12,-12,-50.0,0,0,0,0.0,6,7,1,16.67,664,589,-75,-11.3,734,653,-81,-11.04,AVEIRO PA,-3.6029015,-55.328079,13,164
PA,BAGRE,0,0,0,0.0,0,2,2,0.0,0,0,0,0.0,69,61,-8,-11.59,628,694,66,10.51,697,757,60,8.61,BAGRE PA,-1.8994498,-50.2103844,13,165
PA,BAIAO,63,48,-15,-23.81,0,0,0,0.0,0,0,0,0.0,121,112,-9,-7.44,1461,1363,-98,-6.71,1645,1523,-122,-7.42,BAIAO PA,-2.7903479,-49.6702845,13,166
PA,BANNACH,355,311,-44,-12.39,2,2,0,0.0,0,0,0,0.0,33,31,-2,-6.06,172,133,-39,-22.67,562,477,-85,-15.12,BANNACH PA,-7.3508505,-50.4064531,13,167
PA,BARCARENA,18,13,-5,-27.78,5832,6341,509,8.73,5445,5056,-389,-7.14,2701,3284,583,21.58,12543,12457,-86,-0.69,26539,27151,612,2.31,BARCARENA PA,-1.5107945,-48.6190679,13,168
PA,BELEM,1025,1154,129,12.59,13666,14500,834,6.1,20521,21597,1076,5.24,63094,64490,1396,2.21,298393,296973,-1420,-0.48,396699,398714,2015,0.51,BELEM PA,-1.45056,-48.4682453,13,169
PA,BELTERRA,543,518,-25,-4.6,7,5,-2,-28.57,0,0,0,0.0,50,51,1,2.0,860,892,32,3.72,1460,1466,6,0.41,BELTERRA PA,-2.636091,-54.937392,13,170
PA,BOM JESUS DO TOCANTINS,286,175,-111,-38.81,48,64,16,33.33,13,12,-1,-7.69,94,112,18,19.15,750,580,-170,-22.67,1191,943,-248,-20.82,BOM JESUS DO TOCANTINS PA,-5.0471796,-48.5978362,13,172
PA,BONITO,45,72,27,60.0,1119,1311,192,17.16,0,0,0,0.0,27,25,-2,-7.41,732,611,-121,-16.53,1923,2019,96,4.99,BONITO PA,-1.3605722,-47.3049907,13,173
PA,BRAGANCA,80,119,39,48.75,659,654,-5,-0.76,159,190,31,19.5,1883,1942,59,3.13,4352,3798,-554,-12.73,7133,6703,-430,-6.03,BRAGANCA PA,-0.9892329,-46.78317899815352,13,174
PA,BRASIL NOVO,36,21,-15,-41.67,61,96,35,57.38,24,10,-14,-58.33,250,247,-3,-1.2,854,720,-134,-15.69,1225,1094,-131,-10.69,BRASIL NOVO PA,-3.3055853,-52.539198,13,175
PA,BREJO GRANDE DO ARAGUAIA,160,143,-17,-10.62,0,0,0,0.0,4,4,0,0.0,71,84,13,18.31,415,386,-29,-6.99,650,617,-33,-5.08,BREJO GRANDE DO ARAGUAIA PA,-5.7011449,-48.4037308,13,176
PA,BREU BRANCO,386,416,30,7.77,357,362,5,1.4,259,313,54,20.85,699,783,84,12.02,1726,1874,148,8.57,3427,3748,321,9.37,BREU BRANCO PA,-3.7785073,-49.5684795,13,177
PA,BREVES,0,7,7,0.0,122,118,-4,-3.28,7,8,1,14.29,957,977,20,2.09,5884,3953,-1931,-32.82,6970,5063,-1907,-27.36,BREVES PA,-1.68036,-50.479085,13,178
PA,BUJARU,54,79,25,46.3,1,9,8,800.0,6,2,-4,-66.67,93,112,19,20.43,1158,739,-419,-36.18,1312,941,-371,-28.28,BUJARU PA,-1.5169239,-48.0410699,13,179
PA,CACHOEIRA DO PIRIA,14,8,-6,-42.86,18,17,-1,-5.56,0,0,0,0.0,34,27,-7,-20.59,662,640,-22,-3.32,728,692,-36,-4.95,CACHOEIRA DO PIRIA PA,-1.7599443,-46.5446954,13,180
PA,CACHOEIRA DO ARARI,38,38,0,0.0,38,46,8,21.05,0,0,0,0.0,68,86,18,26.47,946,824,-122,-12.9,1090,994,-96,-8.81,CACHOEIRA DO ARARI PA,-1.0143572,-48.9621089,13,181
PA,CAMETA,0,1,1,0.0,83,49,-34,-40.96,7,6,-1,-14.29,924,879,-45,-4.87,4932,4928,-4,-0.08,5946,5863,-83,-1.4,CAMETA PA,-2.242949,-49.497885,13,182
PA,CANAA DOS CARAJAS,266,228,-38,-14.29,4527,4935,408,9.01,1492,4037,2545,170.58,1198,1346,148,12.35,6167,8039,1872,30.36,13650,18585,4935,36.15,CANAA DOS CARAJAS PA,-6.5296837,-49.8516592,13,183
PA,CAPITAO POCO,572,513,-59,-10.31,149,175,26,17.45,7,9,2,28.57,633,785,152,24.01,1977,1232,-745,-37.68,3338,2714,-624,-18.69,CAPITAO POCO PA,-1.7447162,-47.0638495,13,185
PA,CASTANHAL,643,694,51,7.93,7008,8150,1142,16.3,892,845,-47,-5.27,10091,10055,-36,-0.36,12297,11808,-489,-3.98,30931,31552,621,2.01,CASTANHAL PA,-1.2927031,-47.9223903,13,186
PA,CHAVES,153,203,50,32.68,9,9,0,0.0,0,2,2,0.0,11,6,-5,-45.45,743,748,5,0.67,916,968,52,5.68,CHAVES PA,-0.164154,-49.987006,13,187
PA,COLARES,1,2,1,100.0,0,1,1,0.0,0,0,0,0.0,52,44,-8,-15.38,479,577,98,20.46,532,624,92,17.29,COLARES PA,-0.936423,-48.280254,13,188
