UF,Município,Agropecuária_2019,Agropecuária_2020,Agropecuária_VrAbs,Agropecuária_Vr,Indústria_2019,Indústria_2020,Indústria_VrAbs,Indústria_Vr,Construção_2019,Construção_2020,Construção_VrAbs,Construção_Vr,Comércio_2019,Comércio_2020,Comércio_VrAbs,Comércio_Vr,Serviços_2019,Serviços_2020,Serviços_VrAbs,Serviços_Vr,Total_2019,Total_2020,Total_VrAbs,Total_Vr,Municipio_mapa,Latitude,Longitude,Ufs_indice,index_original
RS,MAQUINE,111,125,14,12.61,194,175,-19,-9.79,1,1,0,0.0,136,178,42,30.88,386,396,10,2.59,828,875,47,5.68,MAQUINE RS,-29.6756372,-50.2056317,22,4847
RS,MARATA,13,18,5,38.46,184,141,-43,-23.37,4,7,3,75.0,77,41,-36,-46.75,205,166,-39,-19.02,483,373,-110,-22.77,MARATA RS,-29.549349,-51.5546411,22,4848
RS,MARAU,232,217,-15,-6.47,26,20,-6,-23.08,18,18,0,0.0,215,204,-11,-5.12,1396,1160,-236,-16.91,1887,1619,-268,-14.2,MARAU RS,-28.4493053,-52.2002156,22,4849
RS,MARCELINO RAMOS,15,11,-4,-26.67,106,101,-5,-4.72,33,25,-8,-24.24,99,94,-5,-5.05,443,410,-33,-7.45,696,641,-55,-7.9,MARCELINO RAMOS RS,-27.4622708,-51.9081009,22,4850
RS,MARIANA PIMENTEL,30,33,3,10.0,37,40,3,8.11,0,0,0,0.0,44,48,4,9.09,240,257,17,7.08,351,378,27,7.69,MARIANA PIMENTEL RS,-30.3536856,-51.5832775,22,4851
RS,MARIANO MORO,16,17,1,6.25,28,28,0,0.0,5,5,0,0.0,24,25,1,4.17,243,228,-15,-6.17,316,303,-13,-4.11,MARIANO MORO RS,-27.3541972,-52.1469053,22,4852
RS,MARQUES DE SOUZA,16,17,1,6.25,138,112,-26,-18.84,34,24,-10,-29.41,98,106,8,8.16,315,297,-18,-5.71,601,556,-45,-7.49,MARQUES DE SOUZA RS,-29.3275642,-52.0961801,22,4853
RS,MATA,16,19,3,18.75,72,82,10,13.89,4,0,-4,-100.0,110,101,-9,-8.18,304,299,-5,-1.64,506,501,-5,-0.99,MATA RS,-29.5637643,-54.4590898,22,4854
RS,MATO CASTELHANO,32,29,-3,-9.38,18,17,-1,-5.56,0,0,0,0.0,53,66,13,24.53,264,46,-218,-82.58,367,158,-209,-56.95,MATO CASTELHANO RS,-28.2782729,-52.1948111,22,4855
RS,MATO QUEIMADO,12,7,-5,-41.67,17,14,-3,-17.65,0,0,0,0.0,30,32,2,6.67,156,135,-21,-13.46,215,188,-27,-12.56,MATO QUEIMADO RS,-28.257822,-54.61709,22,4857
RS,MAXIMILIANO DE ALMEIDA,11,10,-1,-9.09,79,76,-3,-3.8,13,5,-8,-61.54,151,145,-6,-3.97,347,301,-46,-13.26,601,537,-64,-10.65,MAXIMILIANO DE ALMEIDA RS,-27.6326512,-51.8046768,22,4858
RS,MINAS DO LEAO,260,243,-17,-6.54,111,84,-27,-24.32,33,48,15,45.45,202,175,-27,-13.37,504,428,-76,-15.08,1110,978,-132,-11.89,MINAS DO LEAO RS,-30.1334499,-52.0455962,22,4859
RS,MIRAGUAI,2,4,2,100.0,837,1268,431,51.49,3,3,0,0.0,106,110,4,3.77,324,295,-29,-8.95,1272,1680,408,32.08,MIRAGUAI RS,-27.4943651,-53.6874223,22,4860
RS,MONTAURI,0,0,0,0.0,97,98,1,1.03,0,0,0,0.0,42,39,-3,-7.14,168,189,21,12.5,307,326,19,6.19,MONTAURI RS,-28.6501657,-52.0757639,22,4861
RS,MONTE ALEGRE DOS CAMPOS,107,107,0,0.0,10,13,3,30.0,0,0,0,0.0,15,16,1,6.67,216,199,-17,-7.87,348,335,-13,-3.74,MONTE ALEGRE DOS CAMPOS RS,-28.6840498,-50.7820322,22,4862
RS,MONTENEGRO,518,624,106,20.46,7376,7734,358,4.85,521,829,308,59.12,3335,3529,194,5.82,7879,7466,-413,-5.24,19629,20182,553,2.82,MONTENEGRO RS,-29.6826112,-51.4687455,22,4864
RS,MORMACO,22,18,-4,-18.18,33,30,-3,-9.09,3,1,-2,-66.67,76,82,6,7.89,199,168,-31,-15.58,333,299,-34,-10.21,MORMACO RS,-28.6935499,-52.6925978,22,4865
RS,MORRINHOS DO SUL,4,4,0,0.0,21,19,-2,-9.52,0,1,1,0.0,122,112,-10,-8.2,153,152,-1,-0.65,300,288,-12,-4.0,MORRINHOS DO SUL RS,-29.3653782,-49.9314425,22,4866
RS,MORRO REDONDO,42,44,2,4.76,756,760,4,0.53,1,1,0,0.0,118,121,3,2.54,286,285,-1,-0.35,1203,1211,8,0.67,MORRO REDONDO RS,-31.5921148,-52.6257669,22,4867
RS,MOSTARDAS,902,893,-9,-1.0,246,337,91,36.99,0,3,3,0.0,359,393,34,9.47,768,712,-56,-7.29,2275,2338,63,2.77,MOSTARDAS RS,-31.10538,-50.916692,22,4869
RS,MUCUM,27,29,2,7.41,945,1013,68,7.2,10,16,6,60.0,179,157,-22,-12.29,953,914,-39,-4.09,2114,2129,15,0.71,MUCUM RS,-29.1666714,-51.8747726,22,4870
RS,MUITOS CAPOES,340,349,9,2.65,93,100,7,7.53,0,0,0,0.0,47,51,4,8.51,248,234,-14,-5.65,728,734,6,0.82,MUITOS CAPOES RS,-28.3162856,-51.1836226,22,4871
RS,MULITERNO,0,0,0,0.0,34,29,-5,-14.71,0,0,0,0.0,34,36,2,5.88,170,143,-27,-15.88,238,208,-30,-12.61,MULITERNO RS,-28.3295989,-51.7682438,22,4872
RS,NAO-ME-TOQUE,223,231,8,3.59,3760,4352,592,15.74,213,237,24,11.27,1588,1553,-35,-2.2,1759,1638,-121,-6.88,7543,8011,468,6.2,NAO-ME-TOQUE RS,-28.4575507,-52.8196547,22,4873
RS,NICOLAU VERGUEIRO,36,34,-2,-5.56,6,8,2,33.33,0,0,0,0.0,80,74,-6,-7.5,128,137,9,7.03,250,253,3,1.2,NICOLAU VERGUEIRO RS,-28.5361987,-52.4631712,22,4874
RS,NONOAI,61,55,-6,-9.84,202,212,10,4.95,5,5,0,0.0,751,744,-7,-0.93,792,684,-108,-13.64,1811,1700,-111,-6.13,NONOAI RS,-27.3660882,-52.7717853,22,4875
RS,NOVA ALVORADA,19,18,-1,-5.26,104,109,5,4.81,23,27,4,17.39,661,652,-9,-1.36,251,224,-27,-10.76,1058,1030,-28,-2.65,NOVA ALVORADA RS,-28.6774191,-52.1663732,22,4876
RS,NOVA ARACA,19,23,4,21.05,1844,1936,92,4.99,16,46,30,187.5,120,123,3,2.5,330,319,-11,-3.33,2329,2447,118,5.07,NOVA ARACA RS,-28.6604116,-51.7424776,22,4877
RS,NOVA BASSANO,131,125,-6,-4.58,1319,1272,-47,-3.56,1426,1326,-100,-7.01,335,366,31,9.25,807,743,-64,-7.93,4018,3832,-186,-4.63,NOVA BASSANO RS,-28.7304074,-51.7034689,22,4878
RS,NOVA BOA VISTA,13,17,4,30.77,292,288,-4,-1.37,0,1,1,0.0,68,73,5,7.35,153,149,-4,-2.61,526,528,2,0.38,NOVA BOA VISTA RS,-27.993207,-52.9798023,22,4879
RS,NOVA BRESCIA,23,22,-1,-4.35,147,165,18,12.24,15,19,4,26.67,86,79,-7,-8.14,269,263,-6,-2.23,540,548,8,1.48,NOVA BRESCIA RS,-29.2158737,-52.0290188,22,4880
RS,NOVA CANDELARIA,37,35,-2,-5.41,531,545,14,2.64,37,34,-3,-8.11,127,128,1,0.79,227,200,-27,-11.89,959,942,-17,-1.77,NOVA CANDELARIA RS,-27.6110759,-54.1065402,22,4881
RS,NOVA ESPERANCA DO SUL,13,16,3,23.08,1213,1157,-56,-4.62,18,16,-2,-11.11,153,144,-9,-5.88,307,245,-62,-20.2,1704,1578,-126,-7.39,NOVA ESPERANCA DO SUL RS,-29.4102156,-54.8287783,22,4882
RS,NOVA PADUA,24,23,-1,-4.17,114,114,0,0.0,7,0,-7,-100.0,39,37,-2,-5.13,169,155,-14,-8.28,353,329,-24,-6.8,NOVA PADUA RS,-29.0283514,-51.3075981,22,4884
RS,NOVA PALMA,14,10,-4,-28.57,170,149,-21,-12.35,34,27,-7,-20.59,325,318,-7,-2.15,452,417,-35,-7.74,995,921,-74,-7.44,NOVA PALMA RS,-29.4711081,-53.4693751,22,4885
RS,NOVA PETROPOLIS,206,189,-17,-8.25,2819,2748,-71,-2.52,326,349,23,7.06,1241,1145,-96,-7.74,2456,2255,-201,-8.18,7048,6686,-362,-5.14,NOVA PETROPOLIS RS,-29.3759836,-51.1123342,22,4886
RS,NOVA PRATA,109,107,-2,-1.83,3700,3660,-40,-1.08,393,413,20,5.09,1431,1488,57,3.98,2816,2664,-152,-5.4,8449,8332,-117,-1.38,NOVA PRATA RS,-28.7849383,-51.6091999,22,4887
RS,NOVA RAMADA,21,23,2,9.52,25,43,18,72.0,5,8,3,60.0,80,87,7,8.75,140,141,1,0.71,271,302,31,11.44,NOVA RAMADA RS,-28.0820908,-53.7063919,22,4888
RS,NOVA ROMA DO SUL,0,0,0,0.0,305,326,21,6.89,3,2,-1,-33.33,84,89,5,5.95,189,182,-7,-3.7,581,599,18,3.1,NOVA ROMA DO SUL RS,-28.9884663,-51.4086514,22,4889
RS,NOVO CABRAIS,33,34,1,3.03,27,31,4,14.81,0,0,0,0.0,83,94,11,13.25,241,242,1,0.41,384,401,17,4.43,NOVO CABRAIS RS,-29.7347439,-52.9499851,22,4891
RS,NOVO MACHADO,10,9,-1,-10.0,2,2,0,0.0,0,1,1,0.0,106,95,-11,-10.38,204,193,-11,-5.39,322,300,-22,-6.83,NOVO MACHADO RS,-27.5780463,-54.5010396,22,4893
RS,NOVO TIRADENTES,0,0,0,0.0,10,8,-2,-20.0,0,0,0,0.0,54,53,-1,-1.85,182,162,-20,-10.99,246,223,-23,-9.35,NOVO TIRADENTES RS,-27.5628338,-53.1827183,22,4894
RS,NOVO XINGU,0,0,0,0.0,14,14,0,0.0,2,2,0,0.0,48,46,-2,-4.17,144,151,7,4.86,208,213,5,2.4,NOVO XINGU RS,-27.7482333,-53.0629707,22,4895
RS,NOVO BARREIRO,1,4,3,300.0,41,19,-22,-53.66,21,26,5,23.81,85,83,-2,-2.35,279,243,-36,-12.9,427,375,-52,-12.18,NOVO BARREIRO RS,-27.9075461,-53.1095554,22,4896
RS,PAIM FILHO,32,41,9,28.12,40,38,-2,-5.0,1,0,-1,-100.0,178,188,10,5.62,335,317,-18,-5.37,586,584,-2,-0.34,PAIM FILHO RS,-27.7099371,-51.7586234,22,4898
RS,PALMARES DO SUL,381,390,9,2.36,212,248,36,16.98,9,9,0,0.0,530,480,-50,-9.43,819,859,40,4.88,1951,1986,35,1.79,PALMARES DO SUL RS,-30.2580247,-50.5097954,22,4899
RS,PALMEIRA DAS MISSOES,729,730,1,0.14,362,399,37,10.22,179,163,-16,-8.94,1995,1936,-59,-2.96,2564,2211,-353,-13.77,5829,5439,-390,-6.69,PALMEIRA DAS MISSOES RS,-27.9010519,-53.3135927,22,4900
RS,PALMITINHO,5,4,-1,-20.0,229,197,-32,-13.97,257,299,42,16.34,307,297,-10,-3.26,553,555,2,0.36,1351,1352,1,0.07,PALMITINHO RS,-27.3553374,-53.5575968,22,4901
RS,PANAMBI,169,169,0,0.0,6486,6519,33,0.51,516,425,-91,-17.64,2606,2618,12,0.46,3379,3273,-106,-3.14,13156,13004,-152,-1.16,PANAMBI RS,-28.2898542,-53.501822,22,4902
RS,PANTANO GRANDE,248,210,-38,-15.32,812,820,8,0.99,33,23,-10,-30.3,512,466,-46,-8.98,1027,629,-398,-38.75,2632,2148,-484,-18.39,PANTANO GRANDE RS,-30.1907942,-52.3721771,22,4903
RS,PARAI,14,11,-3,-21.43,1217,1325,108,8.87,139,143,4,2.88,502,494,-8,-1.59,631,643,12,1.9,2503,2616,113,4.51,PARAI RS,-28.5966772,-51.7851426,22,4904
RS,PARAISO DO SUL,12,8,-4,-33.33,90,88,-2,-2.22,0,0,0,0.0,143,137,-6,-4.2,345,335,-10,-2.9,590,568,-22,-3.73,PARAISO DO SUL RS,-29.7311548,-53.1777338,22,4905
RS,PARECI NOVO,136,120,-16,-11.76,147,138,-9,-6.12,7,6,-1,-14.29,188,193,5,2.66,381,380,-1,-0.26,859,837,-22,-2.56,PARECI NOVO RS,-29.6386722,-51.3961969,22,4906
RS,PASSA SETE,0,1,1,0.0,18,14,-4,-22.22,0,0,0,0.0,32,31,-1,-3.12,179,144,-35,-19.55,229,190,-39,-17.03,PASSA SETE RS,-29.4498383,-52.9652172,22,4908
RS,PASSO DO SOBRADO,55,58,3,5.45,214,217,3,1.4,3,6,3,100.0,133,219,86,64.66,412,336,-76,-18.45,817,836,19,2.33,PASSO DO SOBRADO RS,-29.7477243,-52.2734293,22,4909
RS,PASSO FUNDO,899,845,-54,-6.01,8765,9497,732,8.35,2836,2871,35,1.23,18217,17980,-237,-1.3,30689,29267,-1422,-4.63,61406,60460,-946,-1.54,PASSO FUNDO RS,-28.2550598,-52.3966606,22,4910
RS,PAULO BENTO,8,11,3,37.5,298,307,9,3.02,0,0,0,0.0,39,38,-1,-2.56,179,179,0,0.0,524,535,11,2.1,PAULO BENTO RS,-27.7034385,-52.4220174,22,4911
RS,PEDRAS ALTAS,124,128,4,3.23,11,11,0,0.0,0,0,0,0.0,9,16,7,77.78,249,257,8,3.21,393,412,19,4.83,PEDRAS ALTAS RS,-31.7324042,-53.585424,22,4913
RS,PEJUCARA,171,167,-4,-2.34,31,27,-4,-12.9,0,0,0,0.0,176,170,-6,-3.41,350,289,-61,-17.43,728,653,-75,-10.3,PEJUCARA RS,-28.4217646,-53.6554254,22,4915
RS,PELOTAS,904,770,-134,-14.82,7727,7778,51,0.66,3199,3223,24,0.75,18812,18110,-702,-3.73,41402,39432,-1970,-4.76,72044,69313,-2731,-3.79,PELOTAS RS,-31.7699736,-52.3410161,22,4916
RS,PINHAL,44,47,3,6.82,382,374,-8,-2.09,91,93,2,2.2,62,61,-1,-1.61,221,234,13,5.88,800,809,9,1.12,PINHAL RS,-27.5114158,-53.2163814,22,4918
RS,PINHAL DA SERRA,38,36,-2,-5.26,36,35,-1,-2.78,4,1,-3,-75.0,35,34,-1,-2.86,233,198,-35,-15.02,346,304,-42,-12.14,PINHAL DA SERRA RS,-27.8743529,-51.1706149,22,4919
RS,PINHAL GRANDE,52,42,-10,-19.23,39,40,1,2.56,4,5,1,25.0,74,68,-6,-8.11,309,289,-20,-6.47,478,444,-34,-7.11,PINHAL GRANDE RS,-29.3472446,-53.3343023,22,4920
RS,PINHEIRINHO DO VALE,40,32,-8,-20.0,68,59,-9,-13.24,13,13,0,0.0,89,94,5,5.62,268,258,-10,-3.73,478,456,-22,-4.6,PINHEIRINHO DO VALE RS,-27.2111177,-53.6144253,22,4921
RS,PINHEIRO MACHADO,181,191,10,5.52,99,101,2,2.02,0,2,2,0.0,352,329,-23,-6.53,640,603,-37,-5.78,1272,1226,-46,-3.62,PINHEIRO MACHADO RS,-31.5792646,-53.3822191,22,4922
RS,PIRATINI,701,705,4,0.57,382,457,75,19.63,3,6,3,100.0,465,443,-22,-4.73,1122,1086,-36,-3.21,2673,2697,24,0.9,PIRATINI RS,-31.448451,-53.1039931,22,4925
RS,PLANALTO,122,133,11,9.02,24,19,-5,-20.83,10,15,5,50.0,396,376,-20,-5.05,1107,967,-140,-12.65,1659,1510,-149,-8.98,PLANALTO RS,-27.3297033,-53.0575473,22,4926
RS,POCO DAS ANTAS,14,12,-2,-14.29,722,783,61,8.45,7,7,0,0.0,74,78,4,5.41,176,161,-15,-8.52,993,1041,48,4.83,POCO DAS ANTAS RS,-29.4512516,-51.6690936,22,4927
RS,PONTAO,100,109,9,9.0,17,20,3,17.65,1,1,0,0.0,100,93,-7,-7.0,322,272,-50,-15.53,540,495,-45,-8.33,PONTAO RS,-28.0599735,-52.6779378,22,4928
RS,PONTE PRETA,6,6,0,0.0,44,38,-6,-13.64,0,1,1,0.0,33,34,1,3.03,137,133,-4,-2.92,220,212,-8,-3.64,PONTE PRETA RS,-27.6577598,-52.4895431,22,4929
RS,PORTO ALEGRE,1356,1182,-174,-12.83,31330,29276,-2054,-6.56,26495,26447,-48,-0.18,103814,97177,-6637,-6.39,516511,497601,-18910,-3.66,679506,651683,-27823,-4.09,PORTO ALEGRE RS,-30.0324999,-51.2303767,22,4931
RS,PORTO LUCENA,12,12,0,0.0,34,31,-3,-8.82,1,1,0,0.0,132,133,1,0.76,289,294,5,1.73,468,471,3,0.64,PORTO LUCENA RS,-27.8532622,-55.0198385,22,4932
RS,PORTO MAUA,4,3,-1,-25.0,0,0,0,0.0,0,3,3,0.0,63,60,-3,-4.76,166,160,-6,-3.61,233,226,-7,-3.0,PORTO MAUA RS,-27.5740153,-54.6690808,22,4933
RS,PORTO VERA CRUZ,10,7,-3,-30.0,0,0,0,0.0,1,1,0,0.0,18,18,0,0.0,137,110,-27,-19.71,166,136,-30,-18.07,PORTO VERA CRUZ RS,-27.7354566,-54.9009622,22,4934
RS,PORTO XAVIER,34,31,-3,-8.82,58,51,-7,-12.07,25,26,1,4.0,377,389,12,3.18,843,827,-16,-1.9,1337,1324,-13,-0.97,PORTO XAVIER RS,-27.9061459,-55.1395757,22,4935
RS,POUSO NOVO,31,38,7,22.58,30,29,-1,-3.33,0,0,0,0.0,38,34,-4,-10.53,209,161,-48,-22.97,308,262,-46,-14.94,POUSO NOVO RS,-29.1695872,-52.2085122,22,4936
RS,PROGRESSO,3,6,3,100.0,157,118,-39,-24.84,7,9,2,28.57,93,87,-6,-6.45,456,422,-34,-7.46,716,642,-74,-10.34,PROGRESSO RS,-29.2419958,-52.3108869,22,4938
RS,PROTASIO ALVES,50,57,7,14.0,78,62,-16,-20.51,2,1,-1,-50.0,37,41,4,10.81,137,126,-11,-8.03,304,287,-17,-5.59,PROTASIO ALVES RS,-28.7586297,-51.4741516,22,4939
RS,PUTINGA,16,19,3,18.75,264,289,25,9.47,0,0,0,0.0,77,51,-26,-33.77,245,241,-4,-1.63,602,600,-2,-0.33,PUTINGA RS,-29.0017469,-52.1566367,22,4940
RS,QUARAI,579,574,-5,-0.86,100,89,-11,-11.0,11,16,5,45.45,1384,1352,-32,-2.31,1207,1079,-128,-10.6,3281,3110,-171,-5.21,QUARAI RS,-30.3818093,-56.4526576,22,4941
RS,QUATRO IRMAOS,75,75,0,0.0,12,12,0,0.0,0,0,0,0.0,39,42,3,7.69,191,161,-30,-15.71,317,290,-27,-8.52,QUATRO IRMAOS RS,-27.8229301,-52.4427548,22,4942
RS,QUEVEDOS,83,80,-3,-3.61,6,8,2,33.33,0,0,0,0.0,38,42,4,10.53,25,196,171,684.0,152,326,174,114.47,QUEVEDOS RS,-29.3529828,-54.0687208,22,4943
RS,QUINZE DE NOVEMBRO,53,55,2,3.77,79,94,15,18.99,8,9,1,12.5,204,222,18,8.82,280,272,-8,-2.86,624,652,28,4.49,QUINZE DE NOVEMBRO RS,-28.742279,-53.0951692,22,4944
RS,REDENTORA,41,39,-2,-4.88,9,8,-1,-11.11,0,0,0,0.0,158,153,-5,-3.16,418,417,-1,-0.24,626,617,-9,-1.44,REDENTORA RS,-27.6616073,-53.6421338,22,4945
RS,RELVADO,9,10,1,11.11,63,60,-3,-4.76,2,0,-2,-100.0,29,31,2,6.9,162,127,-35,-21.6,265,228,-37,-13.96,RELVADO RS,-29.1121081,-52.0713979,22,4946
RS,RIO DOS INDIOS,7,6,-1,-14.29,13,22,9,69.23,0,0,0,0.0,39,39,0,0.0,211,176,-35,-16.59,270,243,-27,-10.0,RIO DOS INDIOS RS,-27.3010535,-52.8406196,22,4948
RS,RIO GRANDE,924,865,-59,-6.39,6282,6824,542,8.63,2215,1883,-332,-14.99,8876,8499,-377,-4.25,25479,24487,-992,-3.89,43776,42558,-1218,-2.78,RIO GRANDE RS,-32.0334252,-52.0991297,22,4949
RS,RIO PARDO,314,337,23,7.32,1656,1865,209,12.62,30,54,24,80.0,1258,1355,97,7.71,1860,1813,-47,-2.53,5118,5424,306,5.98,RIO PARDO RS,-29.9820554,-52.3702447,22,4950
RS,RIOZINHO,24,14,-10,-41.67,934,863,-71,-7.6,4,2,-2,-50.0,95,90,-5,-5.26,319,214,-105,-32.92,1376,1183,-193,-14.03,RIOZINHO RS,-29.6404582,-50.4596262,22,4951
RS,ROCA SALES,54,64,10,18.52,2492,1447,-1045,-41.93,24,19,-5,-20.83,213,224,11,5.16,730,745,15,2.05,3513,2499,-1014,-28.86,ROCA SALES RS,-29.2872555,-51.8724318,22,4952
RS,RODEIO BONITO,203,220,17,8.37,215,228,13,6.05,34,32,-2,-5.88,330,350,20,6.06,552,556,4,0.72,1334,1386,52,3.9,RODEIO BONITO RS,-27.4725021,-53.1705906,22,4953
RS,ROLADOR,24,28,4,16.67,0,0,0,0.0,0,0,0,0.0,31,26,-5,-16.13,175,146,-29,-16.57,230,200,-30,-13.04,ROLADOR RS,-28.2558989,-54.8179212,22,4954
RS,ROLANTE,59,62,3,5.08,4534,3900,-634,-13.98,12,11,-1,-8.33,941,910,-31,-3.29,1571,1502,-69,-4.39,7117,6385,-732,-10.29,ROLANTE RS,-29.6527945,-50.5769391,22,4955
RS,RONDA ALTA,65,73,8,12.31,173,174,1,0.58,3,4,1,33.33,493,486,-7,-1.42,668,623,-45,-6.74,1402,1360,-42,-3.0,RONDA ALTA RS,-27.782064,-52.8078036,22,4956
RS,RONDINHA,37,39,2,5.41,42,36,-6,-14.29,9,8,-1,-11.11,165,177,12,7.27,322,270,-52,-16.15,575,530,-45,-7.83,RONDINHA RS,-27.8295534,-52.9084074,22,4957
RS,ROQUE GONZALES,48,51,3,6.25,53,65,12,22.64,5,6,1,20.0,226,226,0,0.0,451,403,-48,-10.64,783,751,-32,-4.09,ROQUE GONZALES RS,-28.1324578,-55.0263416,22,4958
RS,ROSARIO DO SUL,1170,1114,-56,-4.79,445,404,-41,-9.21,41,62,21,51.22,1820,1834,14,0.77,2204,2027,-177,-8.03,5680,5441,-239,-4.21,ROSARIO DO SUL RS,-30.2527151,-54.9179382,22,4959
RS,SAGRADA FAMILIA,1,1,0,0.0,62,65,3,4.84,0,0,0,0.0,77,76,-1,-1.3,179,182,3,1.68,319,324,5,1.57,SAGRADA FAMILIA RS,-27.7085454,-53.1364113,22,4960
RS,SALDANHA MARINHO,38,49,11,28.95,21,13,-8,-38.1,0,0,0,0.0,141,156,15,10.64,242,222,-20,-8.26,442,440,-2,-0.45,SALDANHA MARINHO RS,-28.3966396,-53.0952929,22,4961
RS,SALTO DO JACUI,140,148,8,5.71,194,197,3,1.55,16,19,3,18.75,535,510,-25,-4.67,693,667,-26,-3.75,1578,1541,-37,-2.34,SALTO DO JACUI RS,-29.0899771,-53.2111244,22,4962
RS,SALVADOR DO SUL,485,505,20,4.12,754,676,-78,-10.34,253,338,85,33.6,462,459,-3,-0.65,591,584,-7,-1.18,2545,2562,17,0.67,SALVADOR DO SUL RS,-29.4395698,-51.5103295,22,4964
RS,SANANDUVA,113,112,-1,-0.88,1099,1193,94,8.55,66,61,-5,-7.58,1184,1175,-9,-0.76,1260,1201,-59,-4.68,3722,3742,20,0.54,SANANDUVA RS,-27.9499376,-51.8074435,22,4965
RS,SANTA BARBARA DO SUL,365,337,-28,-7.67,81,77,-4,-4.94,73,123,50,68.49,632,633,1,0.16,672,664,-8,-1.19,1823,1834,11,0.6,SANTA BARBARA DO SUL RS,-28.3654722,-53.2510995,22,4966
RS,SANTA CECILIA DO SUL,30,28,-2,-6.67,7,4,-3,-42.86,3,0,-3,-100.0,48,51,3,6.25,133,93,-40,-30.08,221,176,-45,-20.36,SANTA CECILIA DO SUL RS,-28.1625105,-51.9297926,22,4967
RS,SANTA CRUZ DO SUL,543,408,-135,-24.86,10394,10844,450,4.33,2409,2173,-236,-9.8,9609,9128,-481,-5.01,19299,18313,-986,-5.11,42254,40866,-1388,-3.28,SANTA CRUZ DO SUL RS,-29.7141869,-52.4285914,22,4969
RS,SANTA MARIA,20,20,0,0.0,7,3,-4,-57.14,1,2,1,100.0,66,71,5,7.58,347,227,-120,-34.58,441,323,-118,-26.76,SANTA MARIA RS,-29.6860512,-53.8069214,22,4970
RS,SANTA MARIA DO HERVAL,29,30,1,3.45,1260,1130,-130,-10.32,64,95,31,48.44,187,199,12,6.42,434,392,-42,-9.68,1974,1846,-128,-6.48,SANTA MARIA DO HERVAL RS,-29.4977269,-50.9919419,22,4971
RS,SANTANA DA BOA VISTA,70,47,-23,-32.86,13,12,-1,-7.69,0,3,3,0.0,148,167,19,12.84,466,430,-36,-7.73,697,659,-38,-5.45,SANTANA DA BOA VISTA RS,-30.8736867,-53.1148304,22,4973
RS,SANTA ROSA,541,537,-4,-0.74,5784,6227,443,7.66,1468,1654,186,12.67,5790,5700,-90,-1.55,8807,8895,88,1.0,22390,23013,623,2.78,SANTA ROSA RS,-27.8643546,-54.4779287,22,4975
RS,SANTA TEREZA,30,26,-4,-13.33,34,44,10,29.41,0,0,0,0.0,18,19,1,5.56,113,97,-16,-14.16,195,186,-9,-4.62,SANTA TEREZA RS,-29.1697808,-51.7363155,22,4976
RS,SANTA VITORIA DO PALMAR,2453,2455,2,0.08,148,191,43,29.05,73,40,-33,-45.21,985,1024,39,3.96,2402,2305,-97,-4.04,6061,6015,-46,-0.76,SANTA VITORIA DO PALMAR RS,-33.5195569,-53.3692659,22,4977
RS,SANTIAGO,484,457,-27,-5.58,679,702,23,3.39,330,315,-15,-4.55,2897,3050,153,5.28,3804,3617,-187,-4.92,8194,8141,-53,-0.65,SANTIAGO RS,-29.189675,-54.866624,22,4978
RS,SANTO ANGELO,309,277,-32,-10.36,4085,4560,475,11.63,1071,940,-131,-12.23,5335,5126,-209,-3.92,7908,7540,-368,-4.65,18708,18443,-265,-1.42,SANTO ANGELO RS,-28.3000481,-54.2669971,22,4979
RS,SANTO ANTONIO DO PALMA,90,95,5,5.56,71,78,7,9.86,0,2,2,0.0,36,34,-2,-5.56,133,94,-39,-29.32,330,303,-27,-8.18,SANTO ANTONIO DO PALMA RS,-28.4946558,-52.0254769,22,4980
RS,SANTO ANTONIO DA PATRULHA,175,153,-22,-12.57,4002,3892,-110,-2.75,160,202,42,26.25,1888,1717,-171,-9.06,3374,3777,403,11.94,9599,9741,142,1.48,SANTO ANTONIO DA PATRULHA RS,-29.826768,-50.517489,22,4981
RS,SANTO ANTONIO DAS MISSOES,263,265,2,0.76,31,26,-5,-16.13,3,1,-2,-66.67,396,400,4,1.01,618,591,-27,-4.37,1311,1283,-28,-2.14,SANTO ANTONIO DAS MISSOES RS,-28.5117897,-55.2290047,22,4982
RS,SANTO ANTONIO DO PLANALTO,40,41,1,2.5,77,105,28,36.36,1,1,0,0.0,72,82,10,13.89,162,185,23,14.2,352,414,62,17.61,SANTO ANTONIO DO PLANALTO RS,-28.3991804,-52.6910319,22,4983
RS,SANTO AUGUSTO,345,356,11,3.19,332,343,11,3.31,36,15,-21,-58.33,916,893,-23,-2.51,1095,1095,0,0.0,2724,2702,-22,-0.81,SANTO AUGUSTO RS,-27.852577,-53.777605,22,4984
RS,SANTO CRISTO,216,225,9,4.17,817,774,-43,-5.26,41,40,-1,-2.44,887,927,40,4.51,1490,1448,-42,-2.82,3451,3414,-37,-1.07,SANTO CRISTO RS,-27.826259,-54.661963,22,4985
RS,SANTO EXPEDITO DO SUL,1,2,1,100.0,14,37,23,164.29,2,8,6,300.0,49,46,-3,-6.12,199,173,-26,-13.07,265,266,1,0.38,SANTO EXPEDITO DO SUL RS,-27.9098613,-51.6433072,22,4986
