index,Municipio,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,nome_municipio,UF,Municipio_mapa,nome_unico,Pop_2018,Area,pop_por_area
789,Almirante Tamandaré do Sul (RS),740,732,828,669,Almirante Tamandaré do Sul,RS,ALMIRANTE TAMANDARE DO SUL RS,Almirante Tamandaré do Sul RS,1979,265.327,7.458720748359571
2003,Aloândia (GO),697,694,834,585,Aloândia,GO,ALOANDIA GO,Aloândia GO,2005,102.16,19.62607674236492
3186,Alpercata (MG),646,629,824,521,Alpercata,MG,ALPERCATA MG,Alpercata MG,7411,166.972,44.38468725295259
2648,Alpestre (RS),671,700,795,543,Alpestre,RS,ALPESTRE RS,Alpestre RS,6458,325.979,19.81109212556637
1181,Alpinópolis (MG),725,703,862,629,Alpinópolis,MG,ALPINOPOLIS MG,Alpinópolis MG,19745,454.751,43.41936576280207
3282,Alta Floresta D'Oeste (RO),641,657,763,526,Alta Floresta D'Oeste,RO,ALTA FLORESTA D'OESTE RO,Alta Floresta D'Oeste RO,23167,7067.025,3.278182827993392
1497,Alta Floresta (MT),714,709,817,629,Alta Floresta,MT,ALTA FLORESTA MT,Alta Floresta MT,51615,8953.191,5.764983680120305
2260,Altair (SP),687,698,800,581,Altair,SP,ALTAIR SP,Altair SP,4134,313.007,13.20737235908462
2791,Altamira (PA),665,662,811,548,Altamira,PA,ALTAMIRA PA,Altamira PA,113195,159533.328,0.7095382602436526
5214,Altamira do Maranhão (MA),549,486,719,473,Altamira do Maranhão,MA,ALTAMIRA DO MARANHAO MA,Altamira do Maranhao MA,8066,524.373,15.382180241927024
2737,Altamira do Paraná (PR),667,667,780,571,Altamira do Paraná,PR,ALTAMIRA DO PARANA PR,Altamira do Paraná PR,2209,386.945,5.708821667162
4102,Altaneira (CE),602,547,774,515,Altaneira,CE,ALTANEIRA CE,Altaneira CE,7521,73.295,102.61272938126748
2731,Alterosa (MG),668,657,847,536,Alterosa,MG,ALTEROSA MG,Alterosa MG,14414,362.01,39.81657965249579
4199,Altinho (PE),598,559,792,482,Altinho,PE,ALTINHO PE,Altinho PE,22959,452.523,50.73554272379525
1045,Altinópolis (SP),730,726,843,635,Altinópolis,SP,ALTINOPOLIS SP,Altinópolis SP,16164,928.956,17.400178264632554
5301,Alto Alegre (RR),542,518,813,379,Alto Alegre,RR,ALTO ALEGRE RR,Alto Alegre RR,15638,25753.487,0.6072187428444156
624,Alto Alegre (RS),747,756,859,642,Alto Alegre,RS,ALTO ALEGRE RS,Alto Alegre RS,1663,115.335,14.4188667793818
1912,Alto Alegre (SP),700,683,817,616,Alto Alegre,SP,ALTO ALEGRE SP,Alto Alegre SP,4110,318.574,12.901241155900983
5147,Alto Alegre do Maranhão (MA),554,516,744,444,Alto Alegre do Maranhão,MA,ALTO ALEGRE DO MARANHAO MA,Alto Alegre do Maranhao MA,26839,383.308,70.01940997839857
5080,Alto Alegre do Pindaré (MA),558,465,774,483,Alto Alegre do Pindaré,MA,ALTO ALEGRE DO PINDARE MA,Alto Alegre do Pindaré MA,31894,1876.032,17.0007761061645
4367,Alto Alegre dos Parecis (RO),592,603,777,443,Alto Alegre dos Parecis,RO,ALTO ALEGRE DOS PARECIS RO,Alto Alegre dos Parecis RO,13227,3958.273,3.341608827890345
1802,Alto Araguaia (MT),704,712,802,612,Alto Araguaia,MT,ALTO ARAGUAIA MT,Alto Araguaia MT,27276,6755.108,4.03783329592954
458,Alto Bela Vista (SC),755,734,882,664,Alto Bela Vista,SC,ALTO BELA VISTA SC,Alto Bela Vista SC,1948,103.962,18.73761566726304
3089,Alto Boa Vista (MT),651,613,803,561,Alto Boa Vista,MT,ALTO BOA VISTA MT,Alto Boa Vista MT,6659,2240.438,2.9721866884957318
2877,Alto Caparaó (MG),661,666,842,514,Alto Caparaó,MG,ALTO CAPARAO MG,Alto Caparaó MG,5799,103.69,55.92631883498891
926,Alto Feliz (RS),734,740,886,603,Alto Feliz,RS,ALTO FELIZ RS,Alto Feliz RS,3020,78.852,38.2995992492264
1875,Alto Garças (MT),701,707,835,583,Alto Garças,MT,ALTO GARCAS MT,Alto Garças MT,11868,3865.971,3.069862655462237
1347,Alto Horizonte (GO),719,709,841,624,Alto Horizonte,GO,ALTO HORIZONTE GO,Alto Horizonte GO,6218,503.764,12.343081284093346
2913,Alto Jequitibá (MG),660,660,787,554,Alto Jequitibá,MG,ALTO JEQUITIBA MG,Alto Jequitibá MG,8333,152.272,54.724440474939584
4515,Alto Longá (PI),585,567,751,470,Alto Longá,PI,ALTO LONGA PI,Alto Longá PI,14268,1737.836,8.210210859943055
3354,Alto Paraguai (MT),638,612,784,541,Alto Paraguai,MT,ALTO PARAGUAI MT,Alto Paraguai MT,11238,1844.817,6.091661124111497
2037,Alto Paraná (PR),696,679,846,587,Alto Paraná,PR,ALTO PARANA PR,Alto Paraná PR,14679,407.719,36.00273717928279
2486,Alto Paraíso (PR),678,677,829,556,Alto Paraíso,PR,ALTO PARAISO PR,Alto Paraíso PR,2799,967.772,2.892210148671381
3589,Alto Paraíso (RO),625,664,804,457,Alto Paraíso,RO,ALTO PARAISO RO,Alto Paraíso RO,20999,2651.822,7.918706459181649
1515,Alto Paraíso de Goiás (GO),713,723,819,611,Alto Paraíso de Goiás,GO,ALTO PARAISO DE GOIAS GO,Alto Paraíso de Goiás GO,7558,2593.905,2.9137535877374074
2528,Alto Piquiri (PR),676,669,798,578,Alto Piquiri,PR,ALTO PIQUIRI PR,Alto Piquiri PR,9896,447.666,22.10576635259323
3705,Alto Rio Doce (MG),620,595,828,483,Alto Rio Doce,MG,ALTO RIO DOCE MG,Alto Rio Doce MG,11146,518.053,21.515173157958746
2810,Alto Rio Novo (ES),664,634,815,567,Alto Rio Novo,ES,ALTO RIO NOVO ES,Alto Rio Novo ES,7798,227.617,34.25930400629127
4139,Alto Santo (CE),601,563,774,499,Alto Santo,CE,ALTO SANTO CE,Alto Santo CE,17096,1338.205,12.775322166633662
1770,Alto Taquari (MT),705,736,833,571,Alto Taquari,MT,ALTO TAQUARI MT,Alto Taquari MT,10557,1440.399,7.329219195514577
2625,Alto do Rodrigues (RN),672,647,800,585,Alto do Rodrigues,RN,ALTO DO RODRIGUES RN,Alto do Rodrigues RN,14326,191.334,74.87430357385514
3821,Altos (PI),614,590,767,512,Altos,PI,ALTOS PI,Altos PI,40440,957.654,42.22819515190246
1274,Altônia (PR),721,690,848,641,Altônia,PR,ALTONIA PR,Altônia PR,21933,661.56,33.153455468891714
5416,Alvarães (AM),527,499,778,377,Alvarães,AM,ALVARAES AM,Alvaraes AM,15860,5923.461,2.6774887181666256
4350,Alvarenga (MG),592,589,798,441,Alvarenga,MG,ALVARENGA MG,Alvarenga MG,3973,278.173,14.282478889036678
1246,Alvinlândia (SP),722,721,791,659,Alvinlândia,SP,ALVINLANDIA SP,Alvinlândia SP,3206,84.879,37.77141578011051
2532,Alvinópolis (MG),676,651,822,577,Alvinópolis,MG,ALVINOPOLIS MG,Alvinópolis MG,15239,599.443,25.421933361470565
3241,Alvorada D'Oeste (RO),643,654,763,534,Alvorada D'Oeste,RO,ALVORADA D'OESTE RO,Alvorada D'Oeste RO,14722,3029.189,4.860046698967942
1678,Alvorada (TO),708,677,843,623,Alvorada,TO,ALVORADA TO,Alvorada TO,8427,1212.167,6.952012387732054
4801,Alvorada de Minas (MG),572,570,794,414,Alvorada de Minas,MG,ALVORADA DE MINAS MG,Alvorada de Minas MG,3606,374.008,9.641504994545572
4680,Alvorada do Gurguéia (PI),578,520,749,496,Alvorada do Gurguéia,PI,ALVORADA DO GURGUEIA PI,Alvorada do Gurguéia PI,5392,2131.921,2.5291743924845247
1671,Alvorada do Sul (PR),708,695,826,617,Alvorada do Sul,PR,ALVORADA DO SUL PR,Alvorada do Sul PR,11306,424.25,26.64938126104891
5550,Amajari (RR),484,437,815,319,Amajari,RR,AMAJARI RR,Amajari RR,12394,28472.31,0.435300121416211
2605,Amambai (MS),673,683,818,546,Amambai,MS,AMAMBAI MS,Amambai MS,38958,4202.324,9.270584562256504
2698,Amaporã (PR),669,644,785,591,Amaporã,PR,AMAPORA PR,Amapora PR,6181,384.735,16.065603597281246
3254,Amapá (AP),642,631,790,532,Amapá,AP,AMAPA AP,Amapá AP,9029,8454.847,1.0679081478352004
5457,Amapá do Maranhão (MA),520,503,688,406,Amapá do Maranhão,MA,AMAPA DO MARANHAO MA,Amapá do Maranhao MA,6918,502.402,13.769849642318304
4644,Amaraji (PE),580,575,748,454,Amaraji,PE,AMARAJI PE,Amaraji PE,22788,234.956,96.98837229098214
3619,Amaral Ferrador (RS),624,664,802,457,Amaral Ferrador,RS,AMARAL FERRADOR RS,Amaral Ferrador RS,6974,505.983,13.783071763280583
3939,Amaralina (GO),609,569,813,489,Amaralina,GO,AMARALINA GO,Amaralina GO,3778,1343.237,2.812608646128717
5142,Amarante do Maranhão (MA),555,541,716,441,Amarante do Maranhão,MA,AMARANTE DO MARANHAO MA,Amarante do Maranhao MA,41136,7438.217,5.530357611239361
3595,Amargosa (BA),625,616,807,492,Amargosa,BA,AMARGOSA BA,Amargosa BA,37031,431.673,85.78484176680033
5056,Amaturá (AM),560,499,773,455,Amaturá,AM,AMATURA AM,Amaturá AM,11332,4754.109,2.383622251824685
1908,Americano do Brasil (GO),700,669,813,631,Americano do Brasil,GO,AMERICANO DO BRASIL GO,Americano do Brasil GO,6057,133.563,45.34938568316076
2406,Ametista do Sul (RS),682,697,809,562,Ametista do Sul,RS,AMETISTA DO SUL RS,Ametista do Sul RS,7416,93.704,79.14283274993598
4017,Amontada (CE),606,503,761,582,Amontada,CE,AMONTADA CE,Amontada CE,43131,1178.162,36.60871764663943
2432,Amorinópolis (GO),681,672,813,579,Amorinópolis,GO,AMORINOPOLIS GO,Amorinópolis GO,3185,408.525,7.796340493237868
4007,Amparo (PB),606,537,752,551,Amparo,PB,AMPARO PB,Amparo PB,2227,121.984,18.2564926547744
92,Amparo (SP),785,780,871,711,Amparo,SP,AMPARO SP,Amparo SP,79664,555.631,143.3757295759236
3889,Amparo de São Francisco (SE),611,569,728,550,Amparo de São Francisco,SE,AMPARO DE SAO FRANCISCO SE,Amparo de Sao Francisco SE,2368,35.33,67.02519105575998
3283,Amparo do Serra (MG),641,616,811,528,Amparo do Serra,MG,AMPARO DO SERRA MG,Amparo do Serra MG,4751,136.186,34.88611164143157
1637,Ampére (PR),709,699,824,620,Ampére,PR,AMPERE PR,Ampére PR,18989,298.349,63.646936976493976
2767,Amélia Rodrigues (BA),666,609,810,600,Amélia Rodrigues,BA,AMELIA RODRIGUES BA,Amélia Rodrigues BA,25224,173.484,145.39669364321782
5035,América Dourada (BA),561,506,751,464,América Dourada,BA,AMERICA DOURADA BA,América Dourada BA,16097,822.373,19.573843012842104
662,Américo de Campos (SP),745,715,817,708,Américo de Campos,SP,AMERICO DE CAMPOS SP,Américo de Campos SP,5956,252.876,23.553045761559023
4886,Anadia (AL),568,546,756,444,Anadia,AL,ANADIA AL,Anadia AL,17564,186.134,94.36212621014968
5329,Anagé (BA),540,549,771,371,Anagé,BA,ANAGE BA,Anagé BA,18194,1336.361,13.614584681833724
2065,Anahy (PR),695,671,844,593,Anahy,PR,ANAHY PR,Anahy PR,2816,102.647,27.433826609642757
4623,Anajatuba (MA),581,523,762,492,Anajatuba,MA,ANAJATUBA MA,Anajatuba MA,26614,942.568,28.23562862308077
5549,Anajás (PA),484,506,774,290,Anajás,PA,ANAJAS PA,Anajás PA,28859,6913.64,4.174212137166529
474,Analândia (SP),754,745,861,668,Analândia,SP,ANALANDIA SP,Analândia SP,4933,325.953,15.134083748270458
4305,Anamã (AM),594,537,741,526,Anamã,AM,ANAMA AM,Anama AM,13269,2446.121,5.424506800767419
2655,Ananás (TO),671,621,804,605,Ananás,TO,ANANAS TO,Ananás TO,9607,1576.973,6.092051037018389
5234,Anapu (PA),548,563,788,371,Anapu,PA,ANAPU PA,Anapu PA,27161,11895.296,2.2833395654887445
4619,Anapurus (MA),581,511,764,502,Anapurus,MA,ANAPURUS MA,Anapurus MA,15566,608.903,25.564006089639893
2681,Anaurilândia (MS),670,676,826,538,Anaurilândia,MS,ANAURILANDIA MS,Anaurilândia MS,8993,3395.437,2.64855451595774
1039,Anchieta (ES),730,696,856,654,Anchieta,ES,ANCHIETA ES,Anchieta ES,28736,409.691,70.14066699048796
1962,Anchieta (SC),699,703,800,608,Anchieta,SC,ANCHIETA SC,Anchieta SC,5721,231.7,24.69141130772551
5143,Andaraí (BA),555,540,764,415,Andaraí,BA,ANDARAI BA,Andaraí BA,13153,1590.316,8.270683310738242
1164,Andirá (PR),725,690,838,660,Andirá,PR,ANDIRA PR,Andirá PR,20139,236.075,85.3076352853966
4457,Andorinha (BA),588,586,731,474,Andorinha,BA,ANDORINHA BA,Andorinha BA,14690,1362.386,10.782553549434596
925,Andradas (MG),734,731,878,617,Andradas,MG,ANDRADAS MG,Andradas MG,40747,469.396,86.80730129783807
141,Andradina (SP),779,762,885,702,Andradina,SP,ANDRADINA SP,Andradina SP,57112,964.226,59.2309271892689
1920,Andrelândia (MG),700,675,818,621,Andrelândia,MG,ANDRELANDIA MG,Andrelândia MG,12242,1005.285,12.17764116643539
1309,André da Rocha (RS),720,738,837,605,André da Rocha,RS,ANDRE DA ROCHA RS,André da Rocha RS,1324,329.4,4.019429265330905
1350,Angatuba (SP),719,693,827,648,Angatuba,SP,ANGATUBA SP,Angatuba SP,24969,1027.288,24.305744834944047
4806,Angelim (PE),572,555,751,448,Angelim,PE,ANGELIM PE,Angelim PE,11072,118.037,93.80109626642492
2263,Angelina (SC),687,699,797,581,Angelina,SC,ANGELINA SC,Angelina SC,4860,499.776,9.724356511717248
4222,Angelândia (MG),597,594,756,473,Angelândia,MG,ANGELANDIA MG,Angelândia MG,8481,185.211,45.79101673226752
3597,Angical (BA),625,564,778,556,Angical,BA,ANGICAL BA,Angical BA,14017,1530.05,9.161138524884809
3486,Angical do Piauí (PI),630,610,737,555,Angical do Piauí,PI,ANGICAL DO PIAUI PI,Angical do Piauí PI,8947,256.728,34.850113739054564
3158,Angico (TO),648,576,773,612,Angico,TO,ANGICO TO,Angico TO,3417,451.733,7.564202748083492
3612,Angicos (RN),624,606,756,530,Angicos,RN,ANGICOS RN,Angicos RN,11724,741.582,15.809445213071514
1208,Angra dos Reis (RJ),724,740,846,605,Angra dos Reis,RJ,ANGRA DOS REIS RJ,Angra dos Reis RJ,200407,813.21,246.43941909223935
4423,Anguera (BA),589,565,766,471,Anguera,BA,ANGUERA BA,Anguera BA,11142,187.84,59.31643952299829
2007,Angélica (MS),697,692,839,582,Angélica,MS,ANGELICA MS,Angélica MS,10620,1273.268,8.340742090431865
1167,Anhanguera (GO),725,724,802,657,Anhanguera,GO,ANHANGUERA GO,Anhanguera GO,1137,56.95,19.96488147497805
1288,Anhembi (SP),721,681,863,637,Anhembi,SP,ANHEMBI SP,Anhembi SP,6627,736.557,8.997267013958187
1492,Anicuns (GO),714,695,834,627,Anicuns,GO,ANICUNS GO,Anicuns GO,21717,979.23,22.177629361845533
2242,Anita Garibaldi (SC),688,667,826,592,Anita Garibaldi,SC,ANITA GARIBALDI SC,Anita Garibaldi SC,7313,587.994,12.43720174015381
2577,Anitápolis (SC),674,699,836,524,Anitápolis,SC,ANITAPOLIS SC,Anitápolis SC,3236,540.636,5.98554295311448
5029,Anori (AM),561,540,757,433,Anori,AM,ANORI AM,Anori AM,20538,6036.38,3.4023702947793213
788,Anta Gorda (RS),740,742,868,630,Anta Gorda,RS,ANTA GORDA RS,Anta Gorda RS,6003,242.262,24.778958317854222
4366,Antas (BA),592,573,739,491,Antas,BA,ANTAS BA,Antas BA,19093,321.606,59.3676734886787
2259,Antonina (PR),687,686,838,564,Antonina,PR,ANTONINA PR,Antonina PR,19011,882.317,21.54667766800368
4190,Antonina do Norte (CE),599,550,772,506,Antonina do Norte,CE,ANTONINA DO NORTE CE,Antonina do Norte CE,7328,260.104,28.173346046196908
3704,Antônio Almeida (PI),620,579,781,527,Antônio Almeida,PI,ANTONIO ALMEIDA PI,Antônio Almeida PI,3158,645.748,4.890452622385203
5038,Antônio Cardoso (BA),561,544,768,422,Antônio Cardoso,BA,ANTONIO CARDOSO BA,Antônio Cardoso BA,11691,293.53,39.828978298640685
3219,Antônio Dias (MG),645,624,849,507,Antônio Dias,MG,ANTONIO DIAS MG,Antônio Dias MG,9363,787.061,11.896155444114244
4205,Antônio Gonçalves (BA),598,580,741,498,Antônio Gonçalves,BA,ANTONIO GONCALVES BA,Antônio Gonçalves BA,11715,345.283,33.92869037861696
3233,Antônio João (MS),643,633,799,526,Antônio João,MS,ANTONIO JOAO MS,Antônio Joao MS,8891,1145.175,7.763878883140132
4692,Antônio Martins (RN),578,554,760,458,Antônio Martins,RN,ANTONIO MARTINS RN,Antônio Martins RN,7137,244.897,29.14286414288456
3003,Antônio Olinto (PR),656,626,825,547,Antônio Olinto,PR,ANTONIO OLINTO PR,Antônio Olinto PR,7441,469.62,15.844725522763085
416,Antônio Prado (RS),758,777,835,671,Antônio Prado,RS,ANTONIO PRADO RS,Antônio Prado RS,19643,947.393,20.73373985241605
2343,Antônio Prado de Minas (MG),684,674,830,572,Antônio Prado de Minas,MG,ANTONIO PRADO DE MINAS MG,Antônio Prado de Minas MG,1609,83.802,19.200019092623087
868,Anápolis (GO),737,737,822,660,Anápolis,GO,ANAPOLIS GO,Anápolis GO,381970,933.156,409.3313443840044
4287,Anísio de Abreu (PI),594,534,768,512,Anísio de Abreu,PI,ANISIO DE ABREU PI,Anísio de Abreu PI,9818,337.877,29.057911606886528
4669,Aparecida (PB),578,567,747,456,Aparecida,PB,APARECIDA PB,Aparecida PB,8337,295.705,28.193638930691066
2106,Aparecida do Rio Doce (GO),693,700,814,583,Aparecida do Rio Doce,GO,APARECIDA DO RIO DOCE GO,Aparecida do Rio Doce GO,2474,602.133,4.10872680952547
3107,Aparecida do Rio Negro (TO),651,593,791,588,Aparecida do Rio Negro,TO,APARECIDA DO RIO NEGRO TO,Aparecida do Rio Negro TO,4741,1160.368,4.085772789322008
1995,Aparecida do Taboado (MS),697,717,804,588,Aparecida do Taboado,MS,APARECIDA DO TABOADO MS,Aparecida do Taboado MS,25431,2750.15,9.247131974619563
2606,Apiacá (ES),673,659,841,549,Apiacá,ES,APIACA ES,Apiacá ES,7580,193.984,39.075387660838
2558,Apiacás (MT),675,666,809,570,Apiacás,MT,APIACAS MT,Apiacás MT,9979,20493.065,0.4869452178090491
1601,Apiaí (SP),710,662,835,647,Apiaí,SP,APIAI SP,Apiaí SP,24526,974.322,25.172376278068235
4900,Apicum-Açu (MA),568,529,718,483,Apicum-Açu,MA,APICUM-ACU MA,Apicum-Açu MA,17063,340.288,50.14282019936054
1691,Apiúna (SC),708,735,827,584,Apiúna,SC,APIUNA SC,Apiúna SC,10636,492.644,21.58962658633821
3320,Apodi (RN),639,611,747,571,Apodi,RN,APODI RN,Apodi RN,35814,1602.477,22.34915072103999
5233,Aporá (BA),548,516,751,425,Aporá,BA,APORA BA,Aporá BA,17673,479.262,36.87544599822227
2108,Aporé (GO),693,692,823,584,Aporé,GO,APORE GO,Aporé GO,4163,2900.053,1.4354910065436737
5184,Apuarema (BA),552,555,735,413,Apuarema,BA,APUAREMA BA,Apuarema BA,7360,150.83,48.79665848969037
592,Apucarana (PR),748,741,845,668,Apucarana,PR,APUCARANA PR,Apucarana PR,133726,558.389,239.48537668184724
3737,Apuiarés (CE),618,536,741,593,Apuiarés,CE,APUIARES CE,Apuiarés CE,14814,545.158,27.173773474845824
3367,Apuí (AM),637,621,772,540,Apuí,AM,APUI AM,Apuí AM,21583,54240.556,0.3979125877691962
4681,Aquidabã (SE),578,573,747,452,Aquidabã,SE,AQUIDABA SE,Aquidaba SE,21443,359.543,59.63959804529639
942,Arabutã (SC),733,744,863,614,Arabutã,SC,ARABUTA SC,Arabuta SC,4266,133.014,32.071811989715364
229,Aracaju (SE),770,784,823,708,Aracaju,SE,ARACAJU SE,Aracaju SE,1050402,1631.343,643.8878886904838
3015,Aracati (CE),655,607,742,624,Aracati,CE,ARACATI CE,Aracati CE,74084,1230.507,60.20607765742088
4625,Aracatu (BA),581,591,754,439,Aracatu,BA,ARACATU BA,Aracatu BA,13229,1489.804,8.879691556741692
