Municipio_mapa,UF,Latitude,Longitude,Pop_2018,Area,Pop_por_Area,Leitos_por_Mil_Hab,Dominios_Internet_por_Mil_Hab,Atração_Geral,Coef_Gestao_Empresarial,PIB,media_KMG2
MILTON BRANDAO PI,PI,-4.7023518,-41.4473767,6617,1309.128,5.054509566673389,0.0,0.0,491.088165738299,,39509,1.7861241917968863e-05
MIMOSO DE GOIAS GO,GO,-15.0575453,-48.1602281,2612,1386.915,1.8833165695085856,0.0,0.770119368502118,0.0,,41364,0.00023788767120361834
MIMOSO DO SUL ES,ES,-21.0628724,-41.3640478,26191,869.439,30.124022501866147,1.9854148371578,4.05307230528046,3610.41518025452,77.0,450931,0.02174763414776535
MINACU GO,GO,-13.5336413,-48.2184889,29353,2860.735,10.260649798041412,2.75951350798896,2.92397660818713,2429.62109397944,67.0,993831,0.029621703904461155
MINADOR DO NEGRAO AL,AL,-9.312358,-36.869553,5337,167.461,31.87010706970578,0.0,0.0,0.0,,43645,1.9731046179598348e-05
MINAS DO LEAO RS,RS,-30.1334499,-52.0455962,8045,424.339,18.95889842790788,0.0,2.35294117647059,3868.52423418499,,170019,0.0007465455042333451
MINAS NOVAS MG,MG,-17.2175833,-42.5943681,31471,1812.398,17.364287535077835,2.12894410727336,0.889340617456486,8734.56251851852,,250719,0.0222307211328615
MINDURI MG,MG,-21.6817218,-44.6036995,3896,219.774,17.72730168263762,5.13347022587269,2.05444273240883,1439.75893880025,,81130,0.05334214250566888
MINEIROS DO TIETE SP,SP,-22.4133188,-48.450554,12849,213.242,60.25548437924987,0.389135341271694,4.95816547877285,1466.16087419825,,163743,0.005481615119726256
MINEIROS GO,GO,-17.5653879,-52.5536721,65420,9038.775,7.237706436989526,3.5616019565882,5.37417104534363,33995.577929329,216.0,2261801,0.03912973960485411
MINISTRO ANDREAZZA RO,RO,-11.1981045,-61.5167422,9762,798.083,12.231810475852765,1.63900839991805,1.24223602484472,161.577777777778,,189586,0.017271883853363805
MIRA ESTRELA SP,SP,-19.9806298,-50.136873,3066,216.825,14.14043583535109,0.0,2.91639662994167,99.848482530158,,55530,0.0008551553694716383
MIRABELA MG,MG,-16.2547215,-44.1639075,13557,723.278,18.74383017318376,2.21287895552113,2.13407903451321,7836.12532677401,,113132,0.02338480335076135
MIRACATU SP,SP,-24.2839078,-47.4535128,19919,1001.484,19.889484005735486,0.0,2.6290510137014,3296.67390673853,71.0,415713,0.0009362040373468857
MIRACEMA DO TOCANTINS TO,TO,-9.5617939,-48.3966536,26037,5257.693,4.952171988741069,2.6500748934209,1.93851044857132,7529.34564679554,79.0,706795,0.028087527172038395
MIRACEMA RJ,RJ,-21.4123651,-42.1965147,27195,303.244,89.68025748242339,2.426916712631,5.26238316037389,10054.7067890025,198.0,474643,0.026636766611898084
MIRADOR MA,MA,-6.3703992,-44.3621057,21000,8521.081,2.464476044764743,0.952380952380952,0.190340233166786,4380.5977723501,,149314,0.009902628062621231
MIRADOR PR,PR,-23.257015,-52.7756432,2231,221.708,10.062785285149836,0.0,0.451875282422052,0.0,,86920,0.00016790547994033613
MIRADOURO MG,MG,-20.890277,-42.3425,10721,301.672,35.53859821262828,0.0,1.11586386460852,940.097972030245,,132700,0.00037758308333235596
MIRAGUAI RS,RS,-27.4943651,-53.6874223,4824,130.503,36.96466747890854,0.0,1.82741116751269,754.010928097909,,132599,0.0005800547325067267
MIRAI MG,MG,-21.1957417,-42.6125153,14913,320.695,46.50212819033661,3.2186682760008,5.99440522179299,588.328663446054,,174548,0.03484073286041705
MIRAIMA CE,CE,-3.568674,-39.966267,13669,699.964,19.52814716185404,0.0,0.28947749312491,268.466666666667,,77912,0.00011761223102972237
MIRANDA DO NORTE MA,MA,-3.5658706,-44.5825329,28001,341.107,82.08861149140884,1.85707653298096,0.528522603149995,18294.1700803191,,469363,0.019434791439518505
MIRANDA MS,MS,-20.2401082,-56.3844728,27795,5475.367,5.076372049581334,0.827486958085987,1.67779245350373,8761.16055808723,112.0,462898,0.009185083686472783
MIRANDIBA PE,PE,-8.1202103,-38.728459,15308,821.676,18.630214342392865,2.22106088319833,0.714749837556855,2483.03430442638,,141280,0.02307759397996145
MIRANDOPOLIS SP,SP,-21.1328313,-51.1029422,29418,917.694,32.05643711302461,2.3115099598885,4.19429035313219,7980.26524973081,121.0,611657,0.02520948495098407
MIRANGABA BA,BA,-10.9540277,-40.5764152,18195,1751.781,10.386572294139508,1.04424292388019,0.436252590249755,86.945,,113282,0.010899751591414776
MIRANORTE TO,TO,-9.529068,-48.592222,13375,1031.624,12.96499499817763,1.94392523364486,2.38201578085455,2223.26388453755,,219361,0.020741239281318047
MIRANTE BA,BA,-14.2401367,-40.7661915,8844,1172.861,7.540535493975841,0.0,0.347182039115843,985.162816589043,,59727,0.00012581475170629446
MIRANTE DA SERRA RO,RO,-11.0321694,-62.6717012,11080,1191.875,9.29627687467226,2.25631768953069,3.83666758015895,1316.40516529053,,192228,0.02435125978890224
MIRANTE DO PARANAPANEMA SP,SP,-22.2925861,-51.907143,18178,1238.931,14.672326384600918,0.0,1.53349033353415,2141.64593832662,46.0,867180,0.000828489965163999
MIRASELVA PR,PR,-22.9675823,-51.4847793,1816,90.294,20.112078321926152,5.50660792951542,2.21483942414175,210.846666666667,,40319,0.05720146823767542
MIRAVANIA MG,MG,-14.7492867,-44.4108445,4861,602.128,8.073034304998272,0.0,0.613747954173486,694.550512820513,,32377,0.00018931911500951867
MIRIM DOCE SC,SC,-27.2003527,-50.0697185,2336,337.318,6.925215968314766,0.0,2.59852750108272,28.2444444444444,,49683,0.0007620416113909026
MIRINZAL MA,MA,-2.0664539,-44.7837348,14913,687.748,21.683814420398168,1.4752229598337,0.334179922470258,5905.52682421227,,84677,0.015283933351103058
MISSAL PR,PR,-25.0913359,-54.2476738,10700,324.397,32.984275440278424,4.20560747663551,5.32610726966922,4480.33412379292,57.0,331104,0.04485716646103164
MISSAO VELHA CE,CE,-7.248491,-39.1434843,35662,645.704,55.22964082613706,2.01895575121979,0.521376433785193,3619.45114500764,,330368,0.021032420195057768
MOCAJUBA PA,PA,-2.583098,-49.504224,30736,871.171,35.28124788359575,0.878448724622592,0.192702980472765,606.944873000939,34.0,279865,0.009203036097466635
MOCOCA SP,SP,-21.464731,-47.002405,68788,855.156,80.4391245573907,1.96255160783858,13.181389271975,14543.9949799742,211.0,1937895,0.024783115408863722
MODELO SC,SC,-26.7752383,-53.0525513,4200,92.346,45.48112533298681,7.38095238095238,8.07792824899026,976.369854076816,,112440,0.07815231552062345
MOEDA MG,MG,-20.333056,-44.0525,4904,155.112,31.615864665532005,0.0,7.11526733075828,372.65,,55633,0.0020502651332092335
MOEMA MG,MG,-19.8435409,-45.4106241,7479,202.705,36.89598184553908,1.73820029415697,4.52308101636291,725.592091149042,,97895,0.019182911868412575
MOGEIRO PB,PB,-7.3019003,-35.4782749,13308,214.389,62.07408029329863,0.0,0.22583559168925,989.628343000422,,115180,0.00011634689666432111
MOIPORA GO,GO,-16.5448305,-50.7352929,1557,460.624,3.380197297578936,0.0,1.96206671026815,332.153333333334,,34499,0.0005740306908283917
MOITA BONITA SE,SE,-10.5793237,-37.3423877,11322,95.416,118.65934434476398,0.0,0.264666960741067,3443.33290816548,,148628,0.0001425200847154397
MOJU PA,PA,-1.889926,-48.766765,80988,9094.139,8.905515959234844,0.617375413641527,0.267985480059444,6474.84320671662,,868215,0.006809221215803894
MOMBACA CE,CE,-5.7450899,-39.6293519,44060,2119.48,20.78811784022496,1.15751248297776,0.707811037285659,14492.8471054161,,306786,0.012227799028155453
MOMBUCA SP,SP,-22.9293093,-47.5650724,3478,133.698,26.01385211446693,0.0,0.858860578299456,144.8,,66889,0.00027468413528794033
MONCAO MA,MA,-3.4842036,-45.2515472,33201,1239.912,26.77690029615005,1.56621788500346,0.149548363940898,7020.54824074074,,190389,0.01621369256682658
MONDAI SC,SC,-27.1020777,-53.399242,11592,200.276,57.88012542691086,4.1407867494824,5.6208482370976,774.713505747127,,517091,0.04435942647206464
MONJOLOS MG,MG,-18.3242667,-44.1187729,2240,650.911,3.4413306888345723,0.0,0.0,160.631666666666,,32515,1.4699392061625393e-05
MONSENHOR GIL PI,PI,-5.5609098,-42.6127716,10565,567.545,18.61526398787761,1.23047799337435,0.567966679288148,2419.73795437068,,92638,0.012840540864814606
MONSENHOR HIPOLITO PI,PI,-6.9972682,-41.029733,7729,401.433,19.253524249376607,2.58765687669815,0.645244547683572,968.734266017843,,49558,0.026781286845994817
MONSENHOR PAULO MG,MG,-21.757778,-45.541111,8648,216.54,39.93719405190727,3.2377428307123,3.10773480662983,333.618333333333,,205059,0.03422883114990684
MONSENHOR TABOSA CE,CE,-4.7879512,-40.063949,17167,886.137,19.372850924856994,2.9125648045669,0.986422188696762,1207.67833333333,,121447,0.030247695273860516
MONTADAS PB,PB,-7.088656,-35.9577367,5598,31.691,176.6432110062794,0.0,1.23478567648615,616.568793971942,,61496,0.00037924013245339253
MONTALVANIA MG,MG,-14.4230168,-44.3701782,15012,1503.755,9.98300920030191,1.99840127897682,1.07548564898837,5378.36586281592,,125696,0.02088650558639583
MONTANHA ES,ES,-18.1256742,-40.366795,18770,1099.06,17.078230487871455,1.86467767714438,3.4513885201508,7090.42095249795,61.0,339816,0.02028618214618808
MONTANHAS RN,RN,-6.4866542,-35.2853577,11295,82.214,137.3853601576374,1.6821602478973,0.444404941782953,529.993333333333,,83154,0.017439862517433395
MONTAURI RS,RS,-28.6501657,-52.0757639,1466,82.079,17.860841384519794,0.0,8.94700619408121,57.3566666666667,,56499,0.0025719976958781237
MONTE ALEGRE DE GOIAS GO,GO,-13.2552059,-46.892813,8527,3119.808,2.733181016267668,1.87639263515891,0.116198001394376,1489.73857999367,,81674,0.019340547311143607
MONTE ALEGRE DE MINAS MG,MG,-18.870278,-48.880556,20999,2595.957,8.08911703853338,1.04766893661603,1.51515151515152,4154.55223835557,83.0,576172,0.011451271440512152
MONTE ALEGRE DE SERGIPE SE,SE,-10.0657473,-37.62356148016381,15120,407.664,37.08936771458848,0.0661375661375661,0.598762557381412,6405.22934140357,,124191,0.0009057941485611708
MONTE ALEGRE DO PIAUI PI,PI,-9.7483373,-45.3048117,10611,2417.933,4.388459068137951,2.35604561304307,0.376896259304626,1321.8204540921,,107698,0.024352547067570937
MONTE ALEGRE DOS CAMPOS RS,RS,-28.6840498,-50.7820322,3220,549.639,5.858390689161431,0.0,0.619962802231866,37.97,,71067,0.0002085789445043628
MONTE ALEGRE PA,PA,-1.9989108,-54.0727694,57900,18152.559,3.1896329327451847,1.46804835924007,0.344637441411635,11040.0821883822,,671648,0.015478584619539576
MONTE ALEGRE RN,RN,-6.069901,-35.333635,22239,210.916,105.44008041115896,0.944287063267233,0.579038795599305,4583.68136779148,,190887,0.009948927747996963
MONTE ALTO SP,SP,-21.265545,-48.497066,50216,346.95,144.73555267329587,2.17062290903298,19.9413838171809,5807.92758265215,245.0,1747925,0.028758124418552473
MONTE APRAZIVEL SP,SP,-20.7625702,-49.7088402,24794,495.559,50.03238766726061,3.22658707751875,8.57017578825686,6466.95898906057,121.0,627139,0.035859770372929374
MONTE AZUL MG,MG,-15.1531999,-42.8711742,21017,1001.296,20.98979722279925,1.85564067183708,2.39762155941306,11215.2123884411,57.0,183927,0.01982297946166208
MONTE AZUL PAULISTA SP,SP,-20.90649,-48.638717,19050,263.462,72.30644267484496,3.6745406824147,15.3093434343434,2318.46107054919,94.0,490772,0.04231667584787591
MONTE BELO MG,MG,-21.3225052,-46.3649768,13180,421.283,31.28538298483442,1.51745068285281,9.6460580282546,1087.89174678872,64.0,255782,0.01844526904063628
MONTE CARLO SC,SC,-27.2216645,-50.9784032,9824,191.278,51.35980091803553,1.62866449511401,2.12852219744577,622.900756013744,60.0,159818,0.01740444510353647
MONTE CARMELO MG,MG,-18.7260939,-47.4958859,47682,1343.035,35.503170058859226,2.74736797953106,7.38354703089376,15169.5380152158,311.0,1036024,0.03078530630381112
MONTE CASTELO SC,SC,-26.460989,-50.232724,8280,560.743,14.766122804921327,2.65700483091787,2.65861027190332,1683.29856646042,,167974,0.0281200587406384
MONTE CASTELO SP,SP,-21.3006353,-51.5686963,4166,233.547,17.837951247500502,0.0,0.72011521843495,323.493873800064,,89704,0.00024550928414784754
MONTE DAS GAMELEIRAS RN,RN,-6.43975,-35.7851631,2127,71.946,29.563839546326413,6.11189468735308,0.475059382422803,210.187037037037,,18777,0.06291285636039208
MONTE DO CARMO TO,TO,-10.7647456,-48.1121813,7827,3616.674,2.164143077313576,0.638814360546825,0.251667295834906,1357.11025511348,,129389,0.0066907460893574225
MONTE FORMOSO MG,MG,-16.8669394,-41.2543539,4889,385.553,12.680487507554083,0.0,0.203832042397065,0.0,,31558,7.228048632571985e-05
MONTE HOREBE PB,PB,-7.214284,-38.5857578,4789,116.173,41.223003623905726,0.0,0.415282392026578,2962.33061384107,,33496,0.00013333864059996952
MONTE NEGRO RO,RO,-10.2603398,-63.2977025,15695,1931.378,8.126322242461082,2.54858235106722,1.45092101942972,5004.18329225352,,242416,0.02669648669571091
MONTE SANTO BA,BA,-10.4382898,-39.3304065,49565,3034.197,16.335458772123232,1.21053162513871,1.05224816868348,4201.09748148148,,310814,0.01287215870436257
MONTE SANTO DE MINAS MG,MG,-21.189722,-46.98,21534,594.632,36.21399453779817,2.32190953840438,3.48448243820851,4210.44925571993,88.0,438083,0.025035796977730774
MONTE SANTO DO TOCANTINS TO,TO,-10.0051944,-48.9927531,2263,1091.553,2.0731929645193587,0.0,0.0,564.823665118543,,38956,1.761124149323939e-05
MONTE SIAO MG,MG,-22.432778,-46.572778,23569,291.594,80.82813775317736,0.0,23.4004117128093,19323.3481390144,190.0,404583,0.00684302119759039
MONTEIRO PB,PB,-7.8920179,-37.1232051,33007,986.356,33.46357704520477,1.90868603629533,2.22743964842574,23037.8738998989,,449318,0.020439297016531847
MONTEIROPOLIS AL,AL,-9.602565,-37.2461716,7153,86.604,82.59433744399797,0.0,0.279368626903199,36.9259259259259,,52662,0.00010332006374725017
MONTENEGRO RS,RS,-29.6826112,-51.4687455,64788,424.846,152.49761089900812,3.33395073161697,19.9957097327776,22606.0202720103,505.0,2949358,0.041264107379830516
MONTES ALTOS MA,MA,-5.8316731,-47.0658003,9209,1488.336,6.187446920587824,2.60614616136388,0.218340611353712,2338.41691369541,,60749,0.026854727602497866
MONTES CLAROS DE GOIAS GO,GO,-16.0059459,-51.3978781,8063,2903.848,2.776660486361545,2.97655959320352,1.98634388578523,310.198333333333,,286465,0.031264116244124916
MONTES CLAROS MG,MG,-16.7273538,-43.8717676,404804,3568.941,113.42412216957356,2.23317951403642,13.1333045065117,676351.365502637,1161.0,8739987,0.03062387036509573
MONTEZUMA MG,MG,-15.1715121,-42.4987703,8180,1130.419,7.236254875404606,0.0,0.848587707600921,1063.90817817818,,50823,0.00026449719559613053
MONTIVIDIU DO NORTE GO,GO,-13.3489998,-48.6872789,4449,1332.996,3.3375944113860805,0.0,0.223264121455682,361.02472906404,,61487,9.134146729863762e-05
MONTIVIDIU GO,GO,-17.450464,-51.1737162,13115,1869.728,7.014389258758493,0.99123141441098,2.01552702299194,36.3183333333333,64.0,728017,0.011082718793406178
MORADA NOVA CE,CE,-5.1076699,-38.3727852,62069,2778.578,22.33840475235894,2.43277642623532,1.35724672806592,13059.8650080034,144.0,754066,0.025711805606138737
MORADA NOVA DE MINAS MG,MG,-18.6024892,-45.3513867,8815,2084.275,4.2292883616605295,2.2688598979013,3.49768701342661,677.82485380117,70.0,257536,0.024413113646946854
MORAUJO CE,CE,-3.4657654,-40.679146,8689,415.633,20.905462270801404,1.3810565082288,0.573131591013297,715.434080914687,,72652,0.01437941694815065
MOREILANDIA PE,PE,-7.6298629,-39.5535521,11270,404.287,27.876236435997203,1.95208518189885,0.887311446317658,419.760185185185,,79994,0.020336621020910526
MOREIRA SALES PR,PR,-24.0509413,-53.0101722,12201,353.772,34.488314507648994,0.0,1.65002887550532,693.173711479519,,241789,0.0005789316549179755
MORMACO RS,RS,-28.6935499,-52.6925978,3056,146.191,20.90415962678961,0.0,0.972447325769854,5.00666666666668,,85649,0.0003154936981732103
MORPARA BA,BA,-11.5628341,-43.2768414,8542,2093.872,4.079523485676297,0.234137204401779,0.23476933912431,234.923703703703,,60555,0.0024987837795854176
MORRETES PR,PR,-25.4770051,-48.8321911,16366,684.58,23.90662888194221,1.89417084198949,11.2763623064732,5333.70950025819,55.0,301936,0.02279906006989301
MORRINHOS CE,CE,-3.2275749,-40.1280783,22354,415.556,53.79299059573199,0.894694461841281,0.798792935120263,2581.51017470342,,134904,0.009476848326951915
MORRINHOS DO SUL RS,RS,-29.3653782,-49.9314425,2979,165.512,17.998694958673692,0.0,3.05188199389624,91.575,,61975,0.0008966302461962737
MORRINHOS GO,GO,-17.7333689,-49.105908,45716,2846.199,16.062123554958735,2.40615976900866,6.02566325645916,22138.6182796751,183.0,1242959,0.026988174612948945
MORRO AGUDO DE GOIAS GO,GO,-15.3184299,-50.0552811,2264,282.616,8.010869872901747,8.3922261484099,0.0,0.0,,35865,0.0862043764053505
MORRO AGUDO SP,SP,-20.7276692,-48.052795,32641,1388.127,23.514419069724887,1.37863423301982,3.94321766561514,244.132945643411,152.0,1240390,0.015841629911186688
MORRO CABECA NO TEMPO PI,PI,-9.7236848,-43.9037699,4533,2210.461,2.0507034505471937,0.0,0.0,0.0,,26064,1.1783021826670897e-05
MORRO DA GARCA MG,MG,-18.5435188,-44.6030199,2488,414.772,5.998476271300859,0.0,0.812347684809098,234.483660515752,,168745,0.0003074929447225721
MORRO DO CHAPEU BA,BA,-11.5500293,-41.1570248,35383,5744.968,6.15895510645142,1.58268094847808,1.63781662101488,18386.3302355554,73.0,299843,0.016855834271991985
MORRO DO CHAPEU DO PIAUI PI,PI,-3.7415834,-42.3117139,6781,328.289,20.6555809058482,0.0,0.147145379635079,1994.74504651509,,42371,6.1034934653233835e-05
MORRO DO PILAR MG,MG,-19.216389,-43.376667,3211,477.548,6.72393141631836,0.0,1.57133878064111,250.154343166175,,30342,0.0004609442129089742
MORRO REDONDO RS,RS,-31.5921148,-52.6257669,6546,244.645,26.75713789368268,2.90253589978613,3.04506699147381,238.739161969879,,96000,0.030719116315830297
MORTUGABA BA,BA,-15.0232826,-42.3695423,12031,528.214,22.776753361327035,1.99484664616408,0.49825610363727,3017.01254509172,,86808,0.020668130598317
MORUNGABA SP,SP,-22.88,-46.79167,13458,146.752,91.70573484518098,1.41179967305692,15.4162384378212,1681.52621336928,,396690,0.01906621702231171
MOSSAMEDES GO,GO,-16.1263751,-50.2104393,4377,684.452,6.39489693944937,4.56933973040896,1.63170163170163,599.455,,78818,0.047427158486553524
MOSSORO RN,RN,-5.1904332,-37.3443872,294076,2099.333,140.08068276924146,2.60136835375889,7.39799178150368,260221.504714815,1173.0,5755477,0.03142357323415322
MOSTARDAS RS,RS,-31.10538,-50.916692,12760,1977.442,6.452780915951012,2.27272727272727,3.514526710403,1244.74104306229,58.0,329717,0.024490256033833348
MOTUCA SP,SP,-21.5095864,-48.1503832,4720,228.7,20.63839090511588,0.0,5.8848255569567,612.64526236928,,82173,0.0017120606865775397
MOZARLANDIA GO,GO,-14.7457049,-50.5713211,15444,1734.364,8.904705125337012,1.2950012950013,0.702471422185325,2286.5825026455,,458892,0.013707053522322689
MUANA PA,PA,-1.5317443,-49.2223565,39783,3763.337,10.571203163575303,0.653545484252067,0.0247837616793477,3478.14742150646,,235576,0.00682546523990541
MUCAJAI RR,RR,2.4486084,-60.9199986,17528,12351.341,1.4191171630675568,1.25513464171611,0.224051980059374,19454.1303507173,,270945,0.013076490317011996
MUCAMBO CE,CE,-3.9043285,-40.7454425,14485,190.602,75.99605460593278,2.76147739040387,0.963059778496251,1677.77425221812,,94202,0.02867706130034025
MUCUGE BA,BA,-13.0053,-41.370271,9244,2462.153,3.754437681167661,3.46170488965816,4.85544030015449,3196.80724737333,,390094,0.037109996051125645
MUCUM RS,RS,-29.1666714,-51.8747726,4948,111.234,44.48280202096481,6.26515763945028,6.86314089624546,2797.53155594088,,242987,0.06640637408713868
MUCURI BA,BA,-18.0787487,-39.5470583,41221,1787.626,23.05907387786931,2.35316950098251,1.43719459614832,3427.71080861244,242.0,1991626,0.02547647341522235
MUITOS CAPOES RS,RS,-28.3162856,-51.1836226,3151,1193.049,2.6411320909702787,0.0,2.53004427577483,78.4864618834081,,512576,0.0009518150539494547
MULITERNO RS,RS,-28.3295989,-51.7682438,1888,111.132,16.98880610445236,0.0,0.528262017960909,0.0,,49315,0.00017264583909330333
MULUNGU CE,CE,-5.888418,-39.384758,12892,134.568,95.8028654657868,0.698107353397456,1.10874988450522,642.623333333333,,85121,0.0075236113243272425
MULUNGU DO MORRO BA,BA,-11.9653564,-41.6408239,11114,646.621,17.187811716600606,3.05920460680223,0.0918357975939021,2647.10160286337,,81518,0.03148102187738366
MULUNGU PB,PB,-7.0309389,-35.4646079,9878,195.314,50.57497158421823,0.0,0.403958796202787,614.596724137931,,68602,0.00014598650322650018
MUNDO NOVO BA,BA,-11.8573859,-40.4731656,26575,1491.993,17.811745765563245,1.20413922859831,0.186734389005079,3193.81614223644,,148578,0.012486826549524694
MUNDO NOVO GO,GO,-13.7729429,-50.281378,5066,2146.651,2.35995511147364,3.55309909198579,3.27399222426847,1077.47663565892,,105252,0.037469738590151465
MUNDO NOVO MS,MS,-23.9378876,-54.2859489,18256,477.78,38.21005483695425,1.97195442594216,5.39039529565501,15442.1465338133,125.0,430165,0.021980630521624307
MUNHOZ DE MELO PR,PR,-23.0158278,-49.9540397,3958,137.018,28.88671561400692,0.0,1.50602409638554,310.343709677419,,84947,0.0004670404955693256
MUNHOZ MG,MG,-22.613056,-46.360556,6065,191.564,31.660437242905765,0.0,3.15143473212805,199.135516271595,,77944,0.0009321837579320745
MUNIZ FERREIRA BA,BA,-13.0012551,-39.1102126,7399,104.54,70.77673617753969,0.0,0.269469145782808,212.885185185185,,48567,9.86512501527439e-05
MUNIZ FREIRE ES,ES,-20.4636068,-41.4137007,17613,678.804,25.947106970495167,1.98716856867087,1.48869166905239,710.443333333332,,307074,0.0209707478687089
MUQUI ES,ES,-20.9509368,-41.3444285,15370,327.268,46.96456726597162,2.73259596616786,3.49537186872937,4923.8830174216,,169477,0.029135214400109903
MURIAE MG,MG,-21.130556,-42.366389,108113,841.693,128.44707036888747,4.6617890540453,10.8584720906926,166721.745254952,415.0,2038885,0.05188880160736208
MURIBECA SE,SE,-10.4227085,-36.9567299,7610,74.315,102.40193769763845,0.0,0.262295081967213,892.952925193398,,80629,0.0001111040008909139
MURICI AL,AL,-9.306823,-35.942798,28137,418.028,67.3088883998201,1.88364075772115,0.849978750531237,7490.7190677771,48.0,255695,0.019702502291808425
MURICI DOS PORTELAS PI,PI,-3.3222798,-42.0904339,9105,480.567,18.946369600908927,0.0,0.109182225133748,167.466666666667,,59814,5.811567410045283e-05
MURICILANDIA TO,TO,-7.14669,-48.609135,3514,1186.67,2.9612276370010195,0.0,0.563221627710504,522.443802811809,,41380,0.0001790086244175038
MURUTINGA DO SUL SP,SP,-20.9913722,-51.2782237,4466,250.873,17.801835988727365,0.0,2.45207311636202,529.94502458964,,58637,0.000724406367666092
MUTUIPE BA,BA,-13.2282298,-39.5060149,22156,275.83,80.32483776238988,2.03105253655895,1.17006435353944,9489.27267169153,,210022,0.021286874682385607
MUTUM MG,MG,-19.817223,-41.438333,26997,1250.824,21.58337224101872,2.92625106493314,2.63167648912117,3477.634994995,,342863,0.030956615672571155
MUTUNOPOLIS GO,GO,-13.7303379,-49.2745491,3793,955.875,3.9680920622466327,5.00922752438703,1.85283218634198,529.81981065335,,59145,0.05199884951215573
MUZAMBINHO MG,MG,-21.3684325,-46.522317,20594,409.948,50.23563964210095,2.42789161891813,12.0569789489037,20971.875509895,115.0,458801,0.028573463536473376
NACIP RAYDAN MG,MG,-18.4575634,-42.2496073,3219,233.493,13.78628053089386,0.0,0.31055900621118,854.879166666667,,29413,0.00010168690986396985
NANTES SP,SP,-22.6191472,-51.2382255,3103,286.647,10.82516126106326,0.0,1.91021967526266,130.785596583601,,95465,0.0005868357566648097
NANUQUE MG,MG,-17.8391113,-40.3537221,40839,1518.166,26.90022039750594,1.61610225519724,3.68098159509202,21792.8559437883,140.0,645784,0.017936980399768883
NAO-ME-TOQUE RS,RS,-28.4575507,-52.8196547,17484,361.689,48.33987210006386,5.77671013498055,8.17067635043123,4123.09719569779,245.0,1019763,0.06211332807598765
NATAL RN,RN,-5.8821365,-35.1722172,1342500,1191.938,1126.3169728626824,2.39925512104283,13.8864536167843,1072632.08011126,3573.0,29900924,0.042110268140508805
NATALANDIA MG,MG,-16.5042,-46.4933,3314,468.66,7.0712243417402805,0.0,1.81214134702507,170.29,,47677,0.0005373171405474679
NATERCIA MG,MG,-22.12,-45.511389,4731,188.719,25.06901795791627,0.0,2.32558139534884,697.377404773094,,82492,0.0006991892542080189
NATIVIDADE DA SERRA SP,SP,-23.3783786,-45.4438173,6681,833.372,8.016828019179911,0.0,2.10178651854076,0.0,,66404,0.0006282207208561434
NATIVIDADE RJ,RJ,-21.040694,-41.9817534,15324,387.073,39.589431450914944,3.26285565126599,4.24365084546582,4235.57318043185,,251281,0.034830935054477756
NATIVIDADE TO,TO,-11.7089881,-47.7284165,9239,3240.715,2.8509140729746365,0.974131399502111,1.40631761142363,3918.24473564352,,124848,0.010461030426298855
NATUBA PB,PB,-7.6410756,-35.5542731,10458,203.387,51.419215584083545,1.81679097341748,0.0956571647216377,234.970370370371,,76883,0.018720426090048755
NAVIRAI MS,MS,-23.0622152,-54.2018319,54051,3193.552,16.925041458538956,1.86860557621506,6.83333940741281,17306.3182478409,285.0,1505526,0.02181607148837743
NAZARE BA,BA,-13.0345586,-39.0062515,28451,278.629,102.11069199544914,1.86285192084637,1.82296231375986,10803.8054567921,,246709,0.019761864634295422
NAZARE DA MATA PE,PE,-7.7452689,-35.2286396,32366,130.572,247.8785650828661,1.23586479639127,1.53983554556373,26082.7333089031,63.0,460006,0.01333855201112828
NAZARE DO PIAUI PI,PI,-6.9709737,-42.6707675,7356,1315.84,5.5903453307393,0.815660685154976,0.136258345823682,1905.34960178223,,45916,0.008436374178663502
NAZARE PAULISTA SP,SP,-23.1819309,-46.3992986,18346,326.254,56.23226075389114,1.0901558922926,17.3828546750162,113.270799762731,,310531,0.01628371384110087
NAZARE TO,TO,-6.3733313,-47.6632702,3959,395.907,9.99982319079986,7.83026016670877,1.2827090815803,1412.44634634468,,45332,0.08080234435640597
NAZARENO MG,MG,-21.2189807,-44.6151354,8555,341.453,25.05469273955713,1.75336060783168,1.27788104089219,1212.77367682459,,241334,0.018479820401715166
NAZAREZINHO PB,PB,-6.9156749,-38.3251082,7312,192.165,38.05063357010902,0.0,1.23270784823997,147.911111111111,,54169,0.00037533635796035926
NAZARIA PI,PI,-5.3512851,-42.8152823,8536,364.525,23.41677525546945,0.0,0.350058343057176,579.52,,73598,0.00013290419837243083
NAZARIO GO,GO,-16.5807689,-49.881671,9022,269.103,33.52619628915322,1.7734426956329,3.28155764602932,639.434509566464,,167449,0.019222938675568384
NEPOMUCENO MG,MG,-21.232744,-45.2352276,26709,582.553,45.84818892014975,1.27297914560635,3.17531472972468,5067.05120485359,77.0,472198,0.01419071067803031
NHAMUNDA AM,AM,-2.1921521,-56.7111308,28218,25878.709,1.0903944242349957,1.02771280742788,0.094459925376659,1373.63547981308,,187551,0.010666283399007515
NHANDEARA SP,SP,-20.6943324,-50.0406028,11427,436.159,26.199161315025027,11.2890522446836,7.92821048963234,4358.2801440945,,284482,0.1183236659483103
