Municipio_mapa,UF,Latitude,Longitude,Pop_2018,Area,Pop_por_Area,Leitos_por_Mil_Hab,Dominios_Internet_por_Mil_Hab,Atração_Geral,Coef_Gestao_Empresarial,PIB,media_KMG2
CENTENARIO RS,RS,-29.16500905,-51.19661284321356,2905,134.23,21.641957833569247,0.0,6.57212037357316,47.7360000000001,,72848,0.0019034597160379806
CENTRAL BA,BA,-11.1338739,-42.1095822,17252,566.974,30.428203056930297,2.43450034778576,1.39001505849647,984.115925925926,,142294,0.025462266561308206
CENTRAL DE MINAS MG,MG,-18.7612885,-41.3071204,7017,204.328,34.34184252770056,3.13524298133105,1.42207053469852,2346.62946696076,,82335,0.03264091060475734
CENTRAL DO MARANHAO MA,MA,-2.1967253,-44.8290757,8604,319.053,26.96730637229551,1.74337517433752,0.115300357431108,758.611195286196,,43330,0.017956867936897276
CENTRALINA MG,MG,-18.5843349,-49.1954739,10425,327.191,31.862123346913577,1.82254196642686,2.70531400966184,883.504915337585,,190935,0.01957379794115095
CENTRO DO GUILHERME MA,MA,-2.4511749,-46.039127,13243,1167.848,11.33966064076832,0.0,0.0743052459503641,621.226296296296,,70559,5.3046752445315094e-05
CENTRO NOVO DO MARANHAO MA,MA,-2.1361032,-46.1248528,21399,8401.414,2.547071243007427,0.0,0.323744334474147,493.446283346283,,144036,0.00015725846126859094
CEREJEIRAS RO,RO,-13.1924248,-60.81924455857779,16444,2783.3,5.90809470772105,2.43249817562637,4.41095386877412,5706.37425925926,91.0,408048,0.026421652071713025
CERQUEIRA CESAR SP,SP,-23.0353135,-49.1650519,19774,511.621,38.64970358918028,1.97228684130677,5.90442832124093,3737.94587085802,,685904,0.022245960707250528
CERRO AZUL PR,PR,-24.8245108,-49.2615181,17725,1341.189,13.215885307738134,1.46685472496474,2.08110692389898,1990.81833333334,,261093,0.015774948083617183
CERRO BRANCO RS,RS,-29.6359134,-52.949799,4676,158.025,29.590254706533774,0.0,1.70539330633127,597.977114942528,,67905,0.0005160796868856203
CERRO CORA RN,RN,-6.0412685,-36.3464694,11178,393.573,28.401338506452426,2.14707461084273,0.357813757938993,605.459629629629,,121439,0.022207195737378015
CERRO GRANDE DO SUL RS,RS,-30.5962963,-51.7517196,12058,324.789,37.12564157037338,0.0,1.06217828253942,3530.6591786618,,168316,0.00037840463392097175
CERRO GRANDE RS,RS,-27.6088939,-53.1663055,2327,73.438,31.686592772134315,0.0,1.73085244482908,5596.46588357219,,51864,0.0005160739287426598
CERRO LARGO RS,RS,-28.147498,-54.7383681,16806,270.939,62.0287223323331,3.27264072355111,7.35206925174908,10012.499298849,374.0,745781,0.036039685172283356
CERRO NEGRO SC,SC,-27.7953331,-50.8741305,3181,417.556,7.618139842320551,0.0,0.320102432778489,788.074571006359,,84998,0.0001295320012551247
CESARIO LANGE SP,SP,-23.226035,-47.954453,17915,190.392,94.09534014034205,1.674574379012,9.25721842627287,1098.61701692471,129.0,364362,0.019997346549990552
CEU AZUL PR,PR,-25.1484973,-53.8494214,11709,1179.449,9.927517001582942,3.07455803228286,5.94985125371866,14807.7057000244,64.0,575765,0.0335294222280606
CEZARINA GO,GO,-16.9718289,-49.775814,8507,415.811,20.45881422088401,1.76325379099565,2.32396002788752,671.53892976931,,268765,0.0188915545816742
CHA DE ALEGRIA PE,PE,-7.9959409,-35.2134636,13428,48.548,276.5922386092115,1.41495382782246,0.591803521230951,0.0,,140286,0.014763432740291066
CHA GRANDE PE,PE,-8.238271,-35.457148,21579,84.848,254.3253818593249,1.76097131470411,1.24435431837036,2814.60294834599,,177654,0.018519651664597292
CHA PRETA AL,AL,-9.255605,-36.298334,7319,169.464,43.18911391209932,0.0,0.273560388455752,79.6666666666667,,69950,0.00010948251454264305
CHALE MG,MG,-20.0419748,-41.6914563,5709,212.674,26.843901934416053,0.0,0.17531556802244,1000.26536036036,,75685,8.41132079043215e-05
CHAPADA DA NATIVIDADE TO,TO,-11.6119239,-47.7538517,3334,1646.472,2.02493574139129,0.0,0.0,212.002622678397,,61459,2.7784405250359373e-05
CHAPADA DE AREIA TO,TO,-10.1417377,-49.1781853,1401,659.249,2.1251454306339483,0.0,0.0,0.0,,21816,9.862584567627851e-06
CHAPADA DO NORTE MG,MG,-17.0880036,-42.5380774,15368,830.833,18.49709869492425,0.0,0.195363375879135,771.353024034674,,90697,9.660575242290389e-05
CHAPADA DOS GUIMARAES MT,MT,-15.464343,-55.749857,19588,6450.543,3.036643581788386,1.73575658566469,9.41676792223572,1424.50962962963,,622957,0.020788003767455914
CHAPADA GAUCHA MG,MG,-15.2946253,-45.6284904,13397,3255.189,4.115582843269623,1.04501007688288,0.43859649122807,310.306666666667,,176141,0.010936714680748874
CHAPADA RS,RS,-28.0587829,-53.0657459,9300,684.247,13.59158315637482,5.26881720430108,3.0208220951559,1132.67222222222,88.0,440174,0.05516951913959961
CHAPADAO DO CEU GO,GO,-18.3951972,-52.6670783,9842,2185.124,4.504092216276971,2.43852875431823,7.77023704140848,850.005820105821,125.0,1071694,0.02773971109246048
CHAPADAO DO LAGEADO SC,SC,-27.590507,-49.553879,2969,124.412,23.86425746712536,0.0,2.00803212851406,0.0,,70794,0.0006035214117457915
CHAPADAO DO SUL MS,MS,-18.7949051,-52.6199512,24559,3249.542,7.557680436196855,3.25746162303025,11.3807597747641,9692.88186276658,307.0,1498470,0.037370699007193926
CHAPADINHA MA,MA,-3.7416803,-43.3548006,79145,3247.385,24.37191771225155,2.29957672626192,1.01663005961719,67561.3372440462,119.0,655450,0.02420231758909232
CHAPECO SC,SC,-27.0922364,-52.6166878,225749,914.544,246.8432355359611,1.70543391111367,31.7875254875307,453403.119947508,1598.0,8747639,0.030516660621008326
CHARRUA RS,RS,-27.9533747,-52.0312591,3306,198.556,16.650214549044097,0.0,0.609942055504727,37.53,,79901,0.00020972056349147968
CHAVAL CE,CE,-3.0339874,-41.2438452,13047,237.418,54.9537103336731,1.76285736184564,0.765169485040937,1374.30089296706,,81538,0.018359185839713372
CHAVANTES SP,SP,-23.0406405,-49.7071698,12418,188.727,65.79874633730202,4.02641327105814,6.52278949911419,4421.49931188382,82.0,200611,0.043298442823716775
CHAVES PA,PA,-0.164154,-49.987006,23482,12534.995,1.8733154660213265,0.383272293671749,0.0,1976.36623931624,,177939,0.004016649178569334
CHIAPETTA RS,RS,-27.923162,-53.9419052,3794,397.393,9.547224032632684,7.90722192936215,3.99361022364217,793.958333333333,41.0,198987,0.0824337702337868
CHOPINZINHO PR,PR,-25.8566167,-52.5294107,19343,959.692,20.15542486547768,3.98076823657137,8.20608704684741,6305.29474299946,89.0,607767,0.0434928279189982
CHORO CE,CE,-4.8435726,-39.1393071,13476,815.77,16.519362075094698,1.18729593351143,0.147918053398417,374.431111111111,,73329,0.012268779589637483
CHOROZINHO CE,CE,-4.3010895,-38.4976923,19345,278.413,69.48310603312345,0.465236495218403,0.444137386498223,3523.34766892816,,139167,0.004967301802821962
CHORROCHO BA,BA,-8.9774059,-39.0993132,11154,3005.319,3.71141965295531,1.34480903711673,0.447347230920641,1115.48556862745,,71474,0.01397082270516981
CHUI RS,RS,-33.6895237,-53.454704,6635,202.387,32.783726227475086,0.0,6.26491646778043,5908.94106060606,56.0,191036,0.0018694552287560982
CHUPINGUAIA RO,RO,-12.5528918,-60.9027819,10886,5126.723,2.123383689737089,0.918611060077163,0.626006081201932,1804.5925925926,,275043,0.009736648079883363
CHUVISCA RS,RS,-30.7557984,-51.9784928,5401,220.471,24.497552966149744,0.0,0.551369233596765,739.18976127321,,116387,0.00020954444032427334
CIANORTE PR,PR,-23.4700798,-52.5549029,81393,811.666,100.27893246729566,1.86748246163675,19.4141854272573,92162.1442234256,769.0,2490045,0.025830321108781418
CICERO DANTAS BA,BA,-10.5932265,-38.3834411,33356,863.932,38.60952019371895,1.4690010792661,2.02983238505305,23081.9140025542,106.0,256155,0.015780165247008003
CIDADE GAUCHA PR,PR,-23.3816558,-52.9444098,12503,403.045,31.02134997332804,1.27969287371031,2.60828327537148,1676.24445855212,,325386,0.014031903972185721
CIDELANDIA MA,MA,-5.174655,-47.7833531,14617,1464.034,9.984057747292754,1.43668331394951,0.748452065047289,1720.10313805093,,133739,0.015028219378416573
CIPO BA,BA,-11.0990534,-38.5153006,17097,155.718,109.79462875197471,1.75469380593087,0.46242774566474,10203.0657919932,,119426,0.01820630958357347
CIPOTANEA MG,MG,-20.905278,-43.365556,6774,153.479,44.13633135477817,2.06672571597284,0.88404302342714,730.626173708921,,46579,0.021497942798050063
CIRIACO RS,RS,-28.3429139,-51.8763682,4775,274.35,17.404774922544195,0.0,1.47461554666105,458.787737395903,,130899,0.0004788751346195294
CLARO DOS POCOES MG,MG,-17.0758235,-44.2117357,7590,720.424,10.53546244989062,0.0,0.794596742153357,184.566666666667,,62817,0.00025455278772610804
CLAUDIA MT,MT,-11.5057202,-54.8763166,12052,3849.991,3.130396928200611,1.90839694656489,1.72853732817516,831.599999999998,,375299,0.020260870254990584
CLAUDIO MG,MG,-20.4448485,-44.7655217,28366,630.706,44.97499627401674,1.44539237114856,19.3940664639899,8971.6288010112,114.0,576468,0.020624639183609503
CLEMENTINA SP,SP,-21.5594631,-50.448624,8472,168.59,50.25209087134469,3.54107648725212,3.94568875478705,329.352345246421,,214425,0.037586796572224246
CLEVELANDIA PR,PR,-26.404065,-52.3513972,16671,703.638,23.69258055989017,3.35912662707696,3.56301709040401,5709.7596721318,,465520,0.035722772376763766
COARACI BA,BA,-14.6407979,-39.5496765,17458,274.5,63.599271402550094,2.46305418719212,2.5304537162361,2343.21999101695,,158871,0.02608759501491188
COARI AM,AM,-4.0885957,-63.1431166,84272,57970.768,1.4536981811246663,1.24596544522499,0.376041458570807,21507.2729499169,68.0,1134798,0.013416112165742036
COCAL DE TELHA PI,PI,-4.5553648,-41.9722429,4881,310.346,15.727607251261494,0.0,0.408914332447352,282.149259259259,,34482,0.0001319719440829474
COCAL DOS ALVES PI,PI,-3.59964,-41.444741,6140,324.863,18.90027488510541,0.0,0.162522346822688,0.0,,40129,6.439789197461392e-05
COCAL PI,PI,-3.4691882,-41.555851,27725,1294.125,21.423741910557325,0.829576194770063,0.395868571634217,5013.82037037037,,192721,0.008719543180119764
COCALINHO MT,MT,-14.390339,-51.00015,5691,16516.319,0.3445683024165372,2.81145668599543,7.54385964912281,228.076428571428,,142761,0.031085298121261946
COCALZINHO DE GOIAS GO,GO,-15.7762854,-48.7730427,19971,1789.039,11.162976324160624,1.10159731610836,1.28458498023715,1684.13861193215,,286212,0.011808407901223245
COCOS BA,BA,-14.1811222,-44.5382117,18746,10140.572,1.8486136679469365,1.65368611970554,0.479309793896789,4282.76574678956,,219406,0.01721896452848828
CODAJAS AM,AM,-3.8413202,-62.0603444,28100,18700.713,1.5026165045150952,1.67259786476868,0.20951915354262,10325.6407099651,,648090,0.01753020118933845
CODO MA,MA,-4.455623,-43.892354,122597,4361.344,28.10991290758078,0.929875934973939,1.546488250759,21695.4063291893,193.0,1023686,0.010452768509317296
COELHO NETO MA,MA,-4.2535154,-43.0149321,49246,975.543,50.48060413533796,2.43674613166552,0.70800040457166,12311.0739317873,,375655,0.02539671681754737
COIMBRA MG,MG,-20.8563255,-42.8026943,7517,106.875,70.33450292397661,0.0,5.16146109052409,5818.3198091855,,101740,0.0015150258866430703
COITE DO NOIA AL,AL,-9.633484,-36.584493,10744,88.759,121.04687975303912,0.0,0.561114747965959,336.058148148148,,82679,0.00019707943974458955
COIVARAS PI,PI,-5.0927005,-42.2052489,4007,485.496,8.253415064181786,0.0,0.0,446.784074074075,,26813,1.212162999687411e-05
COLARES PA,PA,-0.936423,-48.280254,12040,384.069,31.3485337270126,0.664451827242525,0.248241621845263,0.0,,72433,0.0069273191852959985
COLATINA ES,ES,-19.5346732,-40.6287836,121580,1398.219,86.95347438419876,3.99736798815595,14.155217593613,150029.803772886,617.0,3247009,0.04654967085146461
COLIDER MT,MT,-10.8094999,-55.4540386,33224,3103.958,10.703753079133158,3.40115579099446,6.16065554159938,23694.1929201009,211.0,871359,0.03707721158776556
COLINA SP,SP,-20.711443,-48.53867,18398,422.303,43.56587568641473,2.55462550277204,6.17283950617284,4069.82881125007,91.0,1136379,0.028506623601614357
COLINAS DO SUL GO,GO,-14.1555935,-48.0729958,3404,1708.187,1.9927560624217373,3.23149236192714,1.18273211117682,813.982999999999,,40853,0.03354251914959827
COLINAS DO TOCANTINS TO,TO,-8.0612688,-48.4716768,34990,843.846,41.46491184410426,1.97199199771363,2.73825654923216,37222.3173186964,113.0,636783,0.021319584828811477
COLINAS MA,MA,-6.0332631,-44.2528542,41042,1980.551,20.722516107891188,4.04463720091614,0.43712662101122,25923.6542236863,,302858,0.04179975316058318
COLINAS RS,RS,-29.3866023,-51.8697911,2442,58.373,41.83440974423107,0.0,20.0984413453651,739.294463023385,,67923,0.00575103226621049
COLMEIA TO,TO,-8.734098,-48.7510897,8270,990.723,8.347439193397145,2.53929866989117,2.4375380865326,3616.17284720437,,132765,0.026832378625345585
COLNIZA MT,MT,-9.4560637,-59.2197132,37280,27946.126,1.3339952736203935,1.07296137339056,1.08859053444611,3075.35852237171,88.0,462437,0.011538201591808048
COLONIA DO GURGUEIA PI,PI,-8.183697,-43.793999,6451,430.621,14.980690676952587,0.0,0.154225786551511,2539.26655031563,,51391,6.712789200411568e-05
COLONIA DO PIAUI PI,PI,-7.2320268,-42.1777122,7651,947.879,8.071705354797395,0.914913083257091,0.783699059561129,1782.75516416101,,50056,0.009641839507511234
COLONIA LEOPOLDINA AL,AL,-8.9144649,-35.7220255,21575,207.894,103.77884883642623,1.52954808806489,0.645220757673518,2129.15594918046,,228095,0.015995215882328585
COLORADO DO OESTE RO,RO,-13.12109915,-60.54207007205348,16227,1451.06,11.182859426901716,3.08128427928761,2.70746757335348,17517.3777777778,62.0,305876,0.032553656997265264
COLORADO PR,PR,-22.8385097,-51.9730135,27887,589.032,47.3437775876353,3.62175924265787,5.74589578872234,10309.2802922377,108.0,655581,0.03912721303944013
COLORADO RS,RS,-28.525842,-52.99282,3221,286.268,11.251694216608216,0.0,2.20472440944882,0.0,,185075,0.0007111672535904471
COLUNA MG,MG,-18.2326274,-42.8400811,8907,348.492,25.558692882476496,4.2663073986752,1.46511890003381,3133.3129534152,,84876,0.04427034313406756
COMBINADO TO,TO,-12.8136581,-46.5461041,4843,209.572,23.109003111102627,0.0,0.618301731244847,1131.09251170626,,61782,0.00020390861224486764
COMENDADOR GOMES MG,MG,-19.695155,-49.0843408,3103,1041.047,2.98065313093453,0.0,0.964320154291225,34.274192030585,,100861,0.00032005762617854885
COMERCINHO MG,MG,-16.2965093,-41.7930954,7090,654.961,10.825072027189403,0.0,0.288641939673835,159.847592592593,,56309,0.00010760812820640266
COMODORO MT,MT,-13.6581107,-59.786883,20513,21518.254,0.9532836632563216,2.04748208453176,2.31180465250686,3781.92515232688,119.0,553949,0.021936045627436562
CONCEICAO DA APARECIDA MG,MG,-21.094166,-46.204444,10261,352.521,29.107485795172487,1.85167137705877,3.01204819277108,2303.10004124121,,194698,0.01996195943413802
CONCEICAO DA BARRA DE MINAS MG,MG,-21.128889,-44.472223,3962,273.014,14.512076303779294,0.0,1.77035912999494,6.19733333333332,,46559,0.0005249198529638864
CONCEICAO DA BARRA ES,ES,-18.5841421,-39.7371844,30849,1182.587,26.086030034153936,0.518655385912023,1.80278788269002,10419.0029272263,,420399,0.006029746100282412
CONCEICAO DA FEIRA BA,BA,-12.5013001,-39.0002166,22392,164.798,135.87543538149734,0.0,1.15141047783535,3089.69540686082,,255524,0.0004432265112770026
CONCEICAO DAS ALAGOAS MG,MG,-19.9194009,-48.3803414,27425,1340.25,20.462600261145308,0.802187784867821,2.2944824866454,1553.59799281697,108.0,776926,0.00924274653163426
CONCEICAO DAS PEDRAS MG,MG,-22.1596572,-45.4550521,2811,102.206,27.50327769406884,0.0,0.711237553342817,246.071487299372,,48186,0.00022421309277408886
CONCEICAO DE IPANEMA MG,MG,-19.928334,-41.693889,4570,253.935,17.996731447023844,0.0,0.655881066899869,720.459417462895,,41330,0.00020535832232392828
CONCEICAO DO ARAGUAIA PA,PA,-8.2696905,-49.2676864,47734,5829.482,8.18837762943603,4.14798675996145,2.31907070031757,23228.5316966936,128.0,542686,0.043505204892289394
CONCEICAO DO CANINDE PI,PI,-7.8774025,-41.5961417,4798,824.729,5.81766859174347,9.37890787828262,0.416406412658755,716.137592592593,,40916,0.0964583969002058
CONCEICAO DO CASTELO ES,ES,-20.3601311,-41.2470343,12638,369.778,34.17726311462553,1.58252888115208,3.45830385915272,8206.33082485094,57.0,205619,0.017329814398628466
CONCEICAO DO COITE BA,BA,-11.5629384,-39.2839543,66191,1015.252,65.19662113445726,3.23306793975012,4.44364378790608,47056.0195018769,167.0,729657,0.03479820070732412
CONCEICAO DO JACUIPE BA,BA,-12.326831,-38.768433,32909,117.529,280.00748751372004,2.85636148166155,7.088347962477,4495.22793927496,120.0,2023104,0.032266890830429475
CONCEICAO DO LAGO-ACU MA,MA,-3.8410056,-44.8930565,16072,733.228,21.91951207537083,0.933300149328024,0.0,55.8586206896552,,107588,0.009633630952578557
CONCEICAO DO MATO DENTRO MG,MG,-19.037222,-43.425278,17641,1720.011,10.256329756030633,2.3808174139788,5.38056271718417,3939.85388023567,78.0,793844,0.02634126702946422
CONCEICAO DO RIO VERDE MG,MG,-21.881078,-45.0868526,13590,369.681,36.76142403856298,2.35467255334805,4.69277020090922,1083.49907953526,,209421,0.025612796834164925
CONCEICAO DO TOCANTINS TO,TO,-12.220874,-47.295103,4124,2500.74,1.649111862888585,0.0,0.48721071863581,312.99962962963,,50443,0.00016147195436373702
CONCEICAO DOS OUROS MG,MG,-22.413056,-45.797777,11525,180.236,63.943940167336166,0.0,4.89774875408146,1295.73242392405,54.0,140389,0.0014574417514093157
CONCEICAO PB,PB,-7.5565059,-38.5053706,18904,579.436,32.62482828129422,3.06813372831147,0.94826677905384,5534.94279168271,,153962,0.0318492278961882
CONCHAL SP,SP,-22.337512,-47.172927,27820,182.793,152.19401180570372,1.86915887850467,9.59001782531194,835.671463461015,103.0,641063,0.02221554026924943
CONCHAS SP,SP,-23.0133538,-48.0077595,17770,466.12,38.12323006951,1.80078784468205,6.09074653553867,7168.91154533794,,323592,0.020373900912147642
CONCORDIA DO PARA PA,PA,-1.9924056,-47.9450474,32847,690.947,47.53910213084361,0.761104514871982,0.390179482561978,5420.14777625461,,262100,0.008046084706788097
CONCORDIA SC,SC,-27.2312011,-52.0231024,74106,799.194,92.72592136577602,2.48292985723153,28.0140941305717,37291.5899433855,586.0,2921663,0.034793758194412695
CONDADO PB,PB,-6.9092101,-37.5966375,6649,262.312,25.347677574796425,0.0,0.300571085061617,4452.54473663783,,55327,0.0001105594036210423
CONDADO PE,PE,-7.587868,-35.09994,26249,89.645,292.81053042556755,0.800030477351518,1.47609855796525,2315.17493488801,,205137,0.008729171764691545
CONDE BA,BA,-11.8129758,-37.6138705,25630,931.106,27.526404082886373,0.585251658213032,1.39335062120215,787.501700922266,,253865,0.006521870926808905
CONDEUBA BA,BA,-14.902227,-41.971829,17319,1348.437,12.843759107766994,0.923840868410416,1.44952745404998,4652.83022382063,,126993,0.00995781457028195
CONDOR RS,RS,-28.2058277,-53.4844696,6746,465.177,14.502006763017087,2.66824785057812,3.70205834443951,2647.23571875673,,341776,0.02861107839325874
CONEGO MARINHO MG,MG,-15.2974056,-44.4140513,7595,1610.47,4.716014579594777,0.0,0.0,647.418578578579,,48827,2.2073726470643797e-05
CONFRESA MT,MT,-10.643695,-51.569873,30347,5801.945,5.2304873624276,1.74646587801101,4.39659910128342,14782.4857939503,135.0,701685,0.01950476230058218
CONGO PB,PB,-7.80963435,-36.641233278035656,4785,333.471,14.349073832507177,0.0,1.4625992478061,952.222567049809,,48472,0.00043819148540456143
CONGONHAL MG,MG,-22.1532505,-46.0404698,11813,205.125,57.58927483241926,0.0,3.84937238493724,6358.38937026065,,190845,0.001181867873218464
CONGONHAS DO NORTE MG,MG,-18.8100392,-43.6783242,5044,405.671,12.43372092163354,0.0,0.396432111000991,182.290333333333,,38615,0.0001302877598457643
CONGONHINHAS PR,PR,-23.5497241,-50.5520182,8777,535.963,16.376130441840203,2.73441950552581,0.340213200272171,378.304423929484,,175648,0.028258725239111968
CONQUISTA MG,MG,-19.936944,-47.543055,6908,618.363,11.171431667159904,2.17139548349739,2.7381467070183,86.6299999999999,,452923,0.023284307874808376
CONSELHEIRO LAFAIETE MG,MG,-20.6596107,-43.785743,231484,1432.868,161.55291345748526,1.7107013875689,9.15438656614119,49093.8702014935,606.0,8349990,0.023949248772284312
CONSELHEIRO MAIRINCK PR,PR,-23.6229983,-50.1706779,3843,204.705,18.773356781710262,5.20426749934947,1.03626943005181,103.593220338983,,102068,0.05378890837625428
CONSELHEIRO PENA MG,MG,-19.1720883,-41.471995,22892,1483.884,15.427081901280692,1.65996854796435,2.48680249552812,5276.6995407218,80.0,268152,0.017876885482057223
CONSOLACAO MG,MG,-22.551389,-45.921111,1782,89.122,19.99506294742039,0.0,2.80426247896803,0.0,,26448,0.0008100928646889234
CONSTANTINA RS,RS,-27.7331711,-52.9929561,9915,203.614,48.69507990609683,2.31971759959657,7.26465543335688,4160.84071570816,107.0,266162,0.02601145905399125
CONTENDAS DO SINCORA BA,BA,-13.7612283,-41.0421315,4086,977.455,4.180243591776604,0.0,0.491883915395967,0.0,,34529,0.00015560761162094583
COQUEIRAL MG,MG,-21.1898365,-45.4409829,9191,296.163,31.03358623460729,0.0,3.05710230374495,474.826666666667,,175367,0.0009493783199302374
COQUEIRO BAIXO RS,RS,-29.181566,-52.097034,1507,112.277,13.422161261879102,0.0,1.99866755496336,118.915035460993,,33135,0.000583831216742923
COQUEIROS DO SUL RS,RS,-28.1184032,-52.7824375,2327,277.637,8.381447717703333,0.0,2.601908065915,46.8363333333332,,104246,0.0007876706314176121
CORACAO DE JESUS MG,MG,-16.6888187,-44.3577401,26592,2225.216,11.95030055509218,1.24097472924188,1.69160213517781,6973.46703502415,,210065,0.013321232717006111
CORACAO DE MARIA BA,BA,-12.2484345,-38.7499274,22719,378.42,60.03646741715554,0.924336458470883,2.61004202610042,915.994348108827,,179339,0.010316869178645004
CORBELIA PR,PR,-24.7951117,-53.2961804,17024,529.384,32.158130959757,1.70347744360902,6.0336242750864,2292.94377777777,93.0,610850,0.019488128911597347
CORDEIROPOLIS SP,SP,-22.4768324,-47.4550551,24221,137.579,176.0515776390292,0.0,19.8140900195695,17061.9265975952,169.0,2258963,0.006660627599369496
CORDEIROS BA,BA,-15.0397219,-41.9314228,8585,523.64,16.394851424642884,0.5824111822947,0.232180171813327,955.921453199013,,52834,0.006071330103436475
CORDISBURGO MG,MG,-19.125834,-44.320278,8883,823.654,10.784868403480102,0.0,3.1496062992126,130.944596563883,,100212,0.0009417302826732186
CORDISLANDIA MG,MG,-21.792843,-45.7029983,3534,179.543,19.683307062932,0.0,0.565291124929339,99.3474637681161,,70900,0.00019294304662554958
COREAU CE,CE,-3.5519794,-40.6528409,23258,775.796,29.979530701369946,0.601943417318772,0.302558782849239,1958.9953777235,,134870,0.0063290438548664766
COREMAS PB,PB,-7.0175897,-37.9465062,15423,379.492,40.64117293645189,2.52869091616417,1.0359339592101,786.697782549042,,142269,0.0263288154682877
CORGUINHO MS,MS,-19.827429,-54.8322243,5839,2638.168,2.2132783052481875,0.342524404863846,0.840760047082563,1064.09092504655,,107721,0.003805717427785522
CORIBE BA,BA,-13.828471,-44.45727,14240,2662.886,5.34758153371943,2.6685393258427,0.140904607580668,2282.6351790417,,122929,0.02750157627886961
CORINTO MG,MG,-18.363056,-44.456111,23797,2525.397,9.42307288715398,0.0,2.99186717795289,4748.27407319599,91.0,303271,0.0009886342825587877
CORNELIO PROCOPIO PR,PR,-23.1825218,-50.6499263,47847,635.1,75.33774208786018,4.24269024181244,14.7350820357404,42737.8331986459,270.0,1408089,0.048402829169847
COROACI MG,MG,-18.6194369,-42.2830239,10040,576.274,17.422267879515648,0.0,0.500450405364828,1255.82336011361,,88780,0.0001825715766607663
COROATA MA,MA,-4.1282283,-44.1360269,65044,2263.772,28.73257554205989,1.16843982534899,0.689169321244793,27428.7477715364,72.0,400038,0.012376874510437922
COROMANDEL MG,MG,-18.473889,-47.200278,27982,3313.116,8.445825621559885,1.07211779000786,6.14856652605991,5574.37612934823,126.0,940425,0.013185773978177232
CORONEL BARROS RS,RS,-28.3826325,-54.0704116,2518,163.745,15.37756878072613,0.0,1.98491464867011,0.0,,105047,0.000612426929010871
CORONEL BICACO RS,RS,-27.7174002,-53.705821,7385,492.124,15.0063805057262,4.062288422478,2.86689419795222,1596.92871417555,,308747,0.04267524274054774
CORONEL DOMINGOS SOARES PR,PR,-26.22394,-52.0314509,7475,1562.848,4.7829347447736446,0.0,0.40016006402561,0.0,,171300,0.00019133307175307632
CORONEL EZEQUIEL RN,RN,-6.3853153,-36.2151622,5508,185.748,29.653078364235416,2.17864923747277,0.0,112.202777777778,,41198,0.02239335247444756
CORONEL FREITAS SC,SC,-26.9058932,-52.7028055,10022,233.698,42.88440637061507,2.99341448812612,10.6201783388438,4860.28305816143,,258007,0.03388167282639646
CORONEL JOAO PESSOA RN,RN,-6.2607263,-38.4425693,4908,117.139,41.89894057487259,1.83374083129584,0.0,1394.91782926424,,37216,0.0188493429591203
CORONEL JOAO SA BA,BA,-10.2856387,-37.9259435,15801,883.522,17.884104753475295,0.0,2.20195029883611,2792.65754170263,,132814,0.0006867515286936748
CORONEL JOSE DIAS PI,PI,-8.8252316,-42.4782948,4678,1914.819,2.443050753099901,0.0,0.427167876975651,880.84092795284,,30292,0.0001352729670797951
CORONEL MACEDO SP,SP,-23.6304001,-49.313234,4728,303.83,15.561333640522662,1.26903553299492,1.49540696432386,1479.54368501409,,77637,0.013493708913060022
CORONEL MARTINS SC,SC,-26.5124719,-52.6681763,2544,107.369,23.693989885348657,0.0,1.17693213024716,7.14444444444445,,48944,0.00035709961078622687
CORONEL MURTA MG,MG,-16.6165034,-42.1848073,9228,815.413,11.31696453208374,0.0,0.54218173931902,1014.3427532124,,81442,0.00019113159083339516
CORONEL PACHECO MG,MG,-21.5878865,-43.2615975,3080,131.511,23.420094136612143,0.0,3.24044069993519,1216.47281080694,,39929,0.0009403303917936695
CORONEL PILAR RS,RS,-29.27318,-51.6852347,1641,105.447,15.56232040740846,0.0,1.22850122850123,0.0,,35033,0.0003654880799931124
CORONEL SAPUCAIA MS,MS,-23.27186,-55.5288174,15152,1025.049,14.781732385476207,0.593980992608237,0.590047859437488,0.0,,182821,0.006350771271293184
CORONEL VIVIDA PR,PR,-25.9803771,-52.5654277,20892,684.417,30.525249957262897,3.20696917480375,6.55927462139481,3291.10944187752,118.0,623935,0.03508451263762606
CORREGO DANTA MG,MG,-19.823889,-45.904167,3241,657.425,4.929839905692665,0.0,4.35458786936236,77.5510606060607,,104304,0.0012865364884427737
CORREGO DO OURO GO,GO,-16.2960629,-50.5512216,2364,462.304,5.113518377517824,6.76818950930626,5.15685431886549,395.436,,44934,0.07099734011367499
CORREGO FUNDO MG,MG,-20.4490405,-45.5558238,6290,101.112,62.208244323126834,0.0,0.63121350796907,1534.12907765335,,151851,0.0002483019261508211
CORREGO NOVO MG,MG,-19.832223,-42.395833,2814,205.385,13.701097938018844,0.0,0.721761097076868,155.523482309125,,34813,0.00022116258491422622
CORREIA PINTO SC,SC,-27.587688,-50.361448,13040,647.388,20.142480243686936,2.53067484662577,3.20437670965221,383.498363636363,99.0,575751,0.027162331288926377
CORRENTE PI,PI,-10.4401356,-45.1627472,26575,3048.447,8.717553560878702,1.69332079021637,1.42621228043837,36482.8935486545,,280289,0.01792303961701275
