Municipio_mapa,UF,Município,Latitude,Longitude,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,Pop_2018,Area,pop_por_area,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR08,VAR09,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,coef_microregioes,PIB_PerCapita
REBOUCAS PR,PR,REBOUCAS,-25.6259339,-50.6946598,672,647,814,576,14851,481.84,30.8214345010792,14851,481.84,324915,128114,39575,82477,61711,13038,5,Centro Local,5,Centro Local,,,,,,5,1.60205999132796,1.60205999132796,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,1876.55294024945,0.0,0.0,1005.95,0.0,0.0,0.0,4397.18333333334,0.0,6305.83333333334,7056.56273582787,-1876.55294024945,-1876.55294024945,-870.6029402494501,-1876.55294024945,-1876.55294024945,-1876.55294024945,2520.630393083889,-1876.55294024945,4429.28039308389,5180.00979557842,0,NÃO,36,37.89,33,14.22,26.055,8.0,1.0,0.0,1.0,0.0,0.0,,,,6,5,3.77078984580163,53,3.55728572387409,7,61714.2105841,14524.6633273,14524.6633273,46085.2188243,0.5,21.878324691939937
RECIFE PE,PE,RECIFE,-8.0650409,-34.8805879,772,798,825,698,4031485,3036.429,1327.7059993828277,4031485,3036.429,100856026,542263,19358978,49913009,14613672,16428108,1C,Metrópole,1C,Metrópole,8.0,Máximo,Metrópole Regional,1c,Centro metropolitano regional,1,5.72968951515445,3.98150148814825,1.7481880270062,2,9583.0,838.0,2499.0,3953.0,2293.0,1b,56.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,SIM,2041623.39113898,935919.268090483,1323849.44367167,1296374.72518916,3738409.03324955,1244190.49621128,1227639.41761321,2544242.77110446,4422081.24241979,2693875.88526103,492352.933988532,-1105704.123048497,-717773.9474673099,-745248.6659498198,1696785.64211057,-797432.8949276998,-813983.97352577,502619.3799654802,2380457.8512808094,652252.49412205,-1549270.457150448,0,NÃO,93,97.89,210,90.52,94.205,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2,1,2.95970343434243,57499,14.1751532114183,2,1547342.63413943,2615986.21807659,1329451.57879943,2220838.36851245,4.5,25.017090724633725
RECREIO MG,MG,RECREIO,-21.5248205,-42.4689256,692,668,841,589,10514,234.296,44.87485915252501,10514,234.296,89202,7150,3849,34577,39845,3781,5,Centro Local,5,Centro Local,,,,,,5,,1.27875360095283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,17.4766666666666,0.0,0.0,174.766666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.4766666666666,-17.4766666666666,157.2899999999994,-17.4766666666666,-17.4766666666666,-17.4766666666666,-17.4766666666666,-17.4766666666666,-17.4766666666666,-17.4766666666666,0,NÃO,26,27.37,30,12.93,20.15,8.0,0.0,0.0,1.0,0.0,0.0,,,,6,5,3.23378352672627,19,1.80659883997338,7,0.0,0.0,0.0,0.0,0.5,8.484116416206962
RECURSOLANDIA TO,TO,RECURSOLANDIA,-8.7368677,-47.2416349,500,490,738,345,4244,2216.663,1.914589633155784,4244,2216.663,41716,9520,694,5661,24688,1153,5,Centro Local,5,Centro Local,,,,,,5,,0.954242509439325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,85.1555555555558,0.0,0.0,0.0,0.0,0.0,766.400000000001,0.0,0.0,0.0,0.0,-85.1555555555558,-85.1555555555558,-85.1555555555558,-85.1555555555558,-85.1555555555558,681.2444444444452,-85.1555555555558,-85.1555555555558,-85.1555555555558,-85.1555555555558,1,NÃO,10,10.53,2,0.86,5.695,,,,,,,,,,6,5,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.5,9.829406220546653
REDENCAO DO GURGUEIA PI,PI,REDENCAO DO GURGUEIA,-9.4862001,-44.5840178,589,557,766,478,8758,2468.007,3.548612301342743,8758,2468.007,58911,6681,1615,14692,32698,3226,5,Centro Local,5,Centro Local,,,,,,5,,1.07918124604762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,431.433857207006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882.90471486305,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,-431.433857207006,3451.470857656044,1,NÃO,22,23.16,6,2.59,12.875,,,,,,,,,7.0,6,5,2.16944507878511,1,0.113921166552745,7,0.0,0.0,0.0,0.0,0.5,6.72653573875314
REDENCAO PA,PA,REDENCAO,-8.025294,-50.031687,672,674,804,561,83997,3823.809,21.96683987092452,83997,3823.809,1644661,121872,199238,834451,277339,211761,3A,Centro Sub-Regional A,3A,Centro Sub-Regional A,3.0,Médio para fraco,,,,3,3.28600712207947,2.50785587169583,0.778151250383644,7,322.0,55.0,101.0,90.0,76.0,6,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,145726.969296555,117634.3,160008.75,257433.866666667,144531.933333333,123283.806666667,140539.116666667,71400.4833333333,0.0,365153.283333333,76997.04066154,-28092.669296555003,14281.780703444994,111706.89737011198,-1195.035963222006,-22443.162629888,-5187.852629888017,-74326.48596322171,-145726.969296555,219426.314036778,-68729.928635015,0,NÃO,71,74.74,87,37.5,56.12,7.0,1.0,1.0,1.0,0.0,1.0,5.0,,6.0,6,3,3.34535757229425,448,5.28382888886268,4,2297369.429052,3390793.038671,2332669.186141,1189196.6719435,2.5,19.579996904651356
REDENTORA RS,RS,REDENTORA,-27.6616073,-53.6421338,631,606,792,523,11527,302.695,38.081236888617255,11527,302.695,162085,66088,4405,40270,45035,6288,5,Centro Local,5,Centro Local,,,,,,5,,1.53147891704226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,490.736672537694,136.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4771.10005871027,-354.470005871027,-490.736672537694,-490.736672537694,-490.736672537694,-490.736672537694,-490.736672537694,-490.736672537694,-490.736672537694,-490.736672537694,4280.363386172576,0,NÃO,26,27.37,19,8.19,17.78,8.0,0.0,0.0,0.0,0.0,0.0,,,,6,5,3.38336080506637,6,0.519525500043294,7,31238.5078583167,7555.10423208334,28261.3576714583,6462.67708841667,0.5,14.061334258696972
REDUTO MG,MG,REDUTO,-20.2442531,-41.9839974,629,647,801,480,7105,151.859,46.78682198618455,7105,151.859,85386,15940,7194,31512,27564,3177,5,Centro Local,5,Centro Local,,,,,,5,,1.20411998265592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,10651.4632384279,0.0,0.0,0.0,0.0,46326.1666666667,13963.7,6345.28333333333,0.0,553.266666666667,39314.6638657607,-10651.4632384279,-10651.4632384279,-10651.4632384279,-10651.4632384279,35674.703428238805,3312.2367615721014,-4306.179905094569,-10651.4632384279,-10098.196571761231,28663.200627332804,0,NÃO,14,14.74,12,5.17,9.955,,,,,,,7.0,,,6,5,0.0,24,3.35476656415991,7,0.0,0.0,0.0,0.0,0.5,12.017733990147784
REGENERACAO PI,PI,REGENERACAO,-6.231855,-42.6860897,591,582,714,498,17978,1251.036,14.370489738105055,17978,1251.036,139759,23855,5240,33842,68960,7863,5,Centro Local,5,Centro Local,,,,,,5,1.69897000433602,1.69897000433602,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,4182.32248804414,4328.30280626714,2098.26483063791,1205.2,0.0,2286.94987361587,7338.08039704507,18937.2781720863,0.0,0.0,4883.29316874593,145.9803182229998,-2084.05765740623,-2977.1224880441405,-4182.32248804414,-1895.3726144282705,3155.757909000929,14754.955684042156,-4182.32248804414,-4182.32248804414,700.9706807017901,0,NÃO,29,30.53,18,7.76,19.145,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,4,1.61308265658026,5,0.27811769941039,7,451.11246325,3466.07265416667,1067.82482,4363.23921550833,0.5,7.773890310379352
REGINOPOLIS SP,SP,REGINOPOLIS,-21.8884118,-49.22273,728,715,817,660,9399,410.406,22.90171196327539,9399,410.406,129574,40352,9239,41615,34223,4145,5,Centro Local,5,Centro Local,,,,,,5,,1.46239799789896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,248.651145658737,0.0,0.0,0.0,0.0,0.0,2263.63478992071,222.876666666666,0.0,0.0,0.0,-248.651145658737,-248.651145658737,-248.651145658737,-248.651145658737,-248.651145658737,2014.9836442619728,-25.774478992070986,-248.651145658737,-248.651145658737,-248.651145658737,0,NÃO,27,28.42,21,9.05,18.735,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.0,38,3.94969337906663,6,0.0,0.0,0.0,0.0,0.5,13.78593467390148
REGISTRO SP,SP,REGISTRO,-24.497942,-47.844895,754,718,851,702,56249,722.201,77.88551940526253,56249,722.201,1823615,114116,131753,1174679,198751,204315,3B,Centro Sub-Regional B,3B,Centro Sub-Regional B,4.0,Médio,Centro Sub-Regional,4a,Centro local A,3,3.31302311032323,2.40993312333129,0.903089986991944,7,257.0,27.0,40.0,103.0,87.0,5,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,80799.0682281391,149148.079826265,166955.009996503,62832.100135275,27854.3166666667,157986.36844371,56498.2221877624,42103.5168664194,0.0,63867.6455387272,80745.4226200624,68349.01159812589,86155.9417683639,-17966.968092864103,-52944.75156147241,77187.3002155709,-24300.846040376706,-38695.55136171971,-80799.0682281391,-16931.422689411906,-53.64560807670932,0,NÃO,69,72.63,106,45.69,59.16,6.0,1.0,1.0,1.0,1.0,1.0,5.0,,7.0,6,3,2.57782360575299,928,16.4766876176272,6,540369.318449133,759100.012338483,534104.868298367,42545.5485392067,1.5,32.42039858486373
RELVADO RS,RS,RELVADO,-29.1121081,-52.0713979,731,765,868,588,2101,123.437,17.02082843879874,2101,123.437,49087,22977,2070,10865,11566,1609,5,Centro Local,5,Centro Local,,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,105.678014184397,0.0,0.0,50.2333333333333,0.0,0.0,100.466666666667,317.633333333334,0.0,0.0,588.446808510638,-105.678014184397,-105.678014184397,-55.4446808510637,-105.678014184397,-105.678014184397,-5.211347517730005,211.955319148937,-105.678014184397,-105.678014184397,482.768794326241,0,NÃO,20,21.05,17,7.33,14.19,,,,,,,,,,6,5,0.0,6,2.87081339712919,7,15091.43542225,16463.384097,13719.4867475,6859.74337375,0.5,23.363636363636363
REMANSO BA,BA,REMANSO,-9.6179416,-42.0830557,579,569,757,451,41200,4683.404,8.797020286953677,41200,4683.404,318465,55423,12236,113883,124327,12595,4B,Centro de Zona B,5,Centro Local,3.0,Médio para fraco,Centro de Zona,4b,Centro local B,5,2.07188200730612,1.77085201164214,0.301029995663981,,,,,,,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,24667.0744648133,28314.3733333333,24764.1833333333,57942.6,11149.65,14943.9333333333,29436.7366666667,23636.1333333333,0.0,0.0,35638.5645583751,3647.29886852,97.10886852000112,33275.525535186694,-13517.4244648133,-9723.14113148,4769.6622018534,-1030.9411314800018,-24667.0744648133,-24667.0744648133,10971.490093561802,1,NÃO,41,43.16,37,15.95,29.555,8.0,1.0,1.0,0.0,0.0,1.0,,,7.0,6,3,1.72330097087379,34,0.829106515801795,7,98228.2709452917,34709.5168986333,30466.892029,55414.4693226083,2.0,7.729733009708738
REMIGIO PB,PB,REMIGIO,-6.9686741,-35.7932133,607,592,797,474,19340,180.897,106.91166796574846,19340,180.897,150599,8002,6099,51292,75354,9853,5,Centro Local,5,Centro Local,,,,,,5,1.47712125471966,1.47712125471966,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,5180.46755407191,2309.84666666666,580.533333333333,1031.05333333333,0.0,207.333333333333,12752.4871000699,5687.85,0.0,0.0,24727.9956632516,-2870.62088740525,-4599.934220738577,-4149.414220738579,-5180.46755407191,-4973.134220738577,7572.0195459979905,507.3824459280904,-5180.46755407191,-5180.46755407191,19547.52810917969,1,NÃO,27,28.42,15,6.47,17.445,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.0,21,1.07028184088477,7,6807.303551675,4779.96548465,7784.4591786,7413.7529869,0.5,7.786918304033092
RENASCENCA PR,PR,RENASCENCA,-26.158837,-52.970349,733,746,838,630,6818,425.273,16.032054703684455,6818,425.273,251940,108618,15041,80413,30797,17071,5,Centro Local,5,Centro Local,,,,,,5,,1.61278385671974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,236.601940298507,0.0,239.100000000001,0.0,0.0,0.0,0.0,478.199999999999,0.0,0.0,1648.71940298507,-236.601940298507,2.498059701493986,-236.601940298507,-236.601940298507,-236.601940298507,-236.601940298507,241.598059701492,-236.601940298507,-236.601940298507,1412.117462686563,1,NÃO,30,31.58,25,10.78,21.18,,,,,,,,,,6,5,0.0,43,6.32167009703029,7,153058.82096625,40311.251415,166619.839182,95274.2509268333,0.5,36.95218539161044
RERIUTABA CE,CE,RERIUTABA,-4.1418352,-40.5824356,601,560,761,509,18945,383.319,49.4235871428236,18945,383.319,146665,16539,9269,51517,62697,6643,5,Centro Local,5,Centro Local,,,,,,5,1.20411998265592,1.20411998265592,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,10022.9019733655,1036.9,17141.8733333333,0.0,0.0,361.766666666666,8388.56666666667,11468.4933333333,0.0,0.0,57909.126229542,-8986.0019733655,7118.9713599678,-10022.9019733655,-10022.9019733655,-9661.135306698834,-1634.3353066988311,1445.5913599677988,-10022.9019733655,-10022.9019733655,47886.2242561765,1,NÃO,29,30.53,26,11.21,20.87,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,1.37239377144365,24,1.29792872208101,7,23654.4274092,22746.64133114,12716.9559414,20550.31938574,0.5,7.74162048033782
RESENDE COSTA MG,MG,RESENDE COSTA,-20.921945,-44.237777,685,689,823,568,11459,618.312,18.532714875338016,11459,618.312,156310,39415,9982,57353,41494,8066,5,Centro Local,5,Centro Local,,,,,,5,1.68124123737559,1.68124123737559,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,15258.5899987538,19893.0625520521,4903.49794666737,6622.81902767581,0.0,0.0,23102.1911133046,44452.3531670051,0.0,52325.9153648108,1286.06081602263,4634.472553298299,-10355.09205208643,-8635.770971077989,-15258.5899987538,-15258.5899987538,7843.601114550802,29193.763168251306,-15258.5899987538,37067.325366057,-13972.52918273117,0,NÃO,35,36.84,34,14.66,25.75,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,3,6.10873549175321,84,7.30434782608696,7,24120.669003125,125280.9270102,49978.026174475,6412.296773575,0.5,13.640806353084912
RESENDE RJ,RJ,RESENDE,-22.4683626,-44.4463494,768,762,839,709,195417,1676.089,116.59106407833951,195417,1676.089,12747773,66763,2400288,5510066,1524254,3246401,3A,Centro Sub-Regional A,3B,Centro Sub-Regional B,4.0,Médio,Centro de Zona,4b,Centro local B,3,3.88806711340743,2.98497712641549,0.903089986991944,5,966.0,65.0,144.0,418.0,339.0,5,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,91588.8529839467,133016.507995947,166054.075721826,123971.252617787,38991.0680463719,40402.3903254191,133777.166832757,89962.3083183322,0.0,0.0,187790.637758805,41427.65501200031,74465.2227378793,32382.39963384031,-52597.78493757479,-51186.46265852759,42188.31384881032,-1626.5446656144925,-91588.8529839467,-91588.8529839467,96201.78477485832,0,NÃO,78,82.11,137,59.05,70.58,4.0,1.0,1.0,1.0,1.0,1.0,5.0,,5.0,6,2,2.89125306396066,2756,13.9805510041546,5,113178.463964,25286.87735075,137944.84201725,40459.627514625,2.5,65.23369512376098
RESERVA DO CABACAL MT,MT,RESERVA DO CABACAL,-15.1211207,-58.3836183,676,642,799,603,2721,1342.076,2.0274559711968623,2721,1342.076,38233,6554,1810,9500,17970,2398,5,Centro Local,5,Centro Local,,,,,,5,,1.44715803134222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NÃO,12,12.63,8,3.45,8.04,,,,,,,,,,6,5,0.0,1,0.366032210834553,7,0.0,0.0,0.0,0.0,0.5,14.051084160235208
RESERVA DO IGUACU PR,PR,RESERVA DO IGUACU,-25.8365103,-52.028256,648,636,820,521,7950,834.232,9.529723146558752,7950,834.232,147642,65676,13669,27338,36488,4472,5,Centro Local,5,Centro Local,,,,,,5,,1.30102999566398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,773.133633838404,0.0,0.0,0.0,0.0,0.0,1344.41666666667,0.0,0.0,0.0,6027.72711691768,-773.133633838404,-773.133633838404,-773.133633838404,-773.133633838404,-773.133633838404,571.283032828266,-773.133633838404,-773.133633838404,-773.133633838404,5254.593483079276,1,NÃO,21,22.11,15,6.47,14.29,,,,,,,,,,6,5,0.0,6,0.749063670411985,7,27951.90175525,20328.655822,20328.655822,2541.08197775,0.5,18.571320754716982
RESERVA PR,PR,RESERVA,-24.6545336,-50.8484432,618,650,786,461,26602,1635.522,16.26514348324266,26602,1635.522,566686,194917,48926,179063,107025,36754,5,Centro Local,5,Centro Local,,,,,,4,1.95904139232109,1.95904139232109,0.0,8,91.0,10.0,17.0,33.0,31.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,3112.85232169537,5346.15,3300.48333333334,3837.20000000001,0.0,0.0,3759.55,3721.16666666667,0.0,0.0,10258.5324762129,2233.2976783046297,187.63101163797,724.3476783046399,-3112.85232169537,-3112.85232169537,646.6976783046302,608.3143449713002,-3112.85232169537,-3112.85232169537,7145.68015451753,1,NÃO,51,53.68,53,22.84,38.26,8.0,0.0,1.0,1.0,0.0,0.0,,,7.0,6,5,1.46605518382077,51,1.90903986524424,6,636479.08620545,122475.8441396,342902.1031447,218710.3468991,0.5,21.302383279452673
RESPLENDOR MG,MG,RESPLENDOR,-19.3254413,-41.2554622,670,666,833,543,17398,1081.796,16.08251463307315,17398,1081.796,233320,24110,19272,107643,67773,14522,4B,Centro de Zona B,4B,Centro de Zona B,,,Centro de Zona,,,5,1.6232492903979,1.6232492903979,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,4588.79882167194,6700.43333333334,5842.93333333333,9946.1,322.516666666667,0.0,2810.16666666667,5772.45333333333,0.0,0.0,11184.5649025686,2111.6345116614,1254.1345116613902,5357.301178328061,-4266.282155005272,-4588.79882167194,-1778.6321550052694,1183.6545116613906,-4588.79882167194,-4588.79882167194,6595.76608089666,2,NÃO,37,38.95,46,19.83,29.39,8.0,1.0,0.0,1.0,0.0,0.0,,,,6,3,3.73606161627773,76,4.36856929355636,7,64194.0695795,18532.73152725,66717.8303655,14367.7952586667,2.0,13.410736866306472
RESSAQUINHA MG,MG,RESSAQUINHA,-21.063056,-43.762778,683,638,834,599,4798,183.062,26.209699446089303,4798,183.062,181534,20359,68065,50356,22445,20309,5,Centro Local,5,Centro Local,,,,,,5,,1.27875360095283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,2510.72572919947,34.8366666666666,34.8366666666666,2814.7882829613,514.109660686351,0.0,3343.80539901573,2703.79367918947,0.0,7073.91688204486,8587.17005476361,-2475.889062532804,-2475.889062532804,304.0625537618298,-1996.616068513119,-2510.72572919947,833.0796698162599,193.06794998999976,-2510.72572919947,4563.19115284539,6076.44432556414,0,NÃO,14,14.74,15,6.47,10.605,,,,,,,,,,6,5,0.0,9,1.87188019966722,7,0.0,0.0,0.0,0.0,0.5,37.83534806169237
RETIROLANDIA BA,BA,RETIROLANDIA,-11.4935873,-39.4245887,636,579,773,574,14295,242.329,58.99005071617511,14295,242.329,116197,7889,25956,32387,44239,5727,5,Centro Local,5,Centro Local,,,,,,5,1.27875360095283,1.27875360095283,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,4803.62999435463,0.0,0.0,0.0,0.0,0.0,6094.76666666667,2930.23333333334,0.0,0.0,36933.279358368,-4803.62999435463,-4803.62999435463,-4803.62999435463,-4803.62999435463,-4803.62999435463,1291.13667231204,-1873.39666102129,-4803.62999435463,-4803.62999435463,32129.64936401337,1,NÃO,23,24.21,19,8.19,16.2,,,,,,,,,,6,5,1.67890870933893,25,1.73659349819394,7,21057.2659705,18189.657738,26753.7845749,23238.6027077667,0.5,8.128506470793983
RIACHAO DAS NEVES BA,BA,RIACHAO DAS NEVES,-11.7481049,-44.9109851,578,527,779,471,22343,5978.998,3.736913777191429,22343,5978.998,472011,244620,30124,100738,75365,21164,5,Centro Local,5,Centro Local,,,,,,5,1.80617997398389,1.50514997831991,0.301029995663981,,,,,,,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,5092.62946371957,0.0,0.0,0.0,0.0,0.0,2825.1,2009.10333333333,0.0,0.0,41482.8821734762,-5092.62946371957,-5092.62946371957,-5092.62946371957,-5092.62946371957,-5092.62946371957,-2267.52946371957,-3083.52613038624,-5092.62946371957,-5092.62946371957,36390.25270975664,1,NÃO,17,17.89,11,4.74,11.315,8.0,1.0,0.0,0.0,0.0,1.0,,,,6,5,1.29794566530905,3,0.134294283539997,7,0.0,0.0,0.0,0.0,0.5,21.12567694579958
RIACHAO DO BACAMARTE PB,PB,RIACHAO DO BACAMARTE,-7.253472,-35.669257,553,561,721,417,4500,38.37,117.27912431587178,4500,38.37,39030,1195,1240,10898,23919,1777,5,Centro Local,5,Centro Local,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,495.285485937064,0.0,0.0,0.0,0.0,0.0,603.366666666666,757.0,0.0,0.0,3097.20270676692,-495.285485937064,-495.285485937064,-495.285485937064,-495.285485937064,-495.285485937064,108.081180729602,261.714514062936,-495.285485937064,-495.285485937064,2601.917220829856,1,NÃO,6,6.32,2,0.86,3.59,,,,,,,,,,6,5,0.0,1,0.2211900022119,7,0.0,0.0,0.0,0.0,0.5,8.673333333333334
RIACHAO DO DANTAS SE,SE,RIACHAO DO DANTAS,-11.0704439,-37.726446,539,527,781,381,19800,530.607,37.31575346725543,19800,530.607,209483,58052,13522,39889,89072,8948,5,Centro Local,5,Centro Local,,,,,,5,,1.07918124604762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,3468.57729109894,0.0,0.0,635.866666666667,0.0,0.0,0.0,0.0,0.0,0.0,34049.9062443227,-3468.57729109894,-3468.57729109894,-2832.710624432273,-3468.57729109894,-3468.57729109894,-3468.57729109894,-3468.57729109894,-3468.57729109894,-3468.57729109894,30581.32895322376,0,NÃO,15,15.79,8,3.45,9.62,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.0505050505050505,3,0.151476899772785,7,0.0,0.0,0.0,0.0,0.5,10.579949494949496
RIACHAO DO JACUIPE BA,BA,RIACHAO DO JACUIPE,-11.8071084,-39.3816843,628,588,755,559,33403,1155.418,28.90988369577071,33403,1155.418,324992,25027,35230,139416,104662,20657,4B,Centro de Zona B,4B,Centro de Zona B,,,,,,4,2.43136376415898,1.95424250943932,0.477121254719662,8,90.0,14.0,25.0,26.0,25.0,7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,11513.871760105,10903.4433333333,17973.4333333333,9021.63,349.4,0.0,17243.3133333333,29047.6333333333,0.0,0.0,21494.3520167451,-610.4284267716994,6459.561573228302,-2492.241760105,-11164.471760105,-11513.871760105,5729.4415732283,17533.7615732283,-11513.871760105,-11513.871760105,9980.4802566401,0,NÃO,48,50.53,49,21.12,35.825,8.0,1.0,1.0,0.0,0.0,1.0,7.0,,7.0,6,5,3.62242912313265,57,1.70474937193444,7,53459.7666185,4305.37117600001,55327.4277955167,73644.6156749333,2.0,9.72942550070353
