Municipio_mapa,UF,Município,Latitude,Longitude,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,Pop_2018,Area,pop_por_area,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR08,VAR09,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,coef_microregioes,PIB_PerCapita
ARICANDUVA MG,MG,ARICANDUVA,-17.8678,-42.5569,582,553,787,454,5191,243.329,21.33325661963843,5191,243.329,37980,6006,1095,8348,21652,878,5,Centro Local,5,Centro Local,,,,,,5,,0.602059991327962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,743.206666666667,0.0,0.0,0.0,0.0,0.0,3426.76666666667,3829.93333333333,0.0,0.0,0.0,-743.206666666667,-743.206666666667,-743.206666666667,-743.206666666667,-743.206666666667,2683.560000000003,3086.726666666664,-743.206666666667,-743.206666666667,-743.206666666667,1,NÃO,14,14.74,8,3.45,9.095,,,,,,,,,,6,4,0.0,3,0.573504110112789,7,7279.0919556,3398.0302848,8778.2449024,6088.1375936,0.5,7.316509343093816
ARINOS MG,MG,ARINOS,-15.917223,-46.106111,656,607,815,570,17888,5279.419,3.3882516239002816,17888,5279.419,204199,46533,8545,68396,70992,9733,5,Centro Local,4B,Centro de Zona B,,,,,,4,1.81954393554187,1.81954393554187,0.0,8,66.0,3.0,7.0,31.0,25.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,7666.19433522706,2936.41666666667,2757.83333333334,4332.51666666667,0.0,17052.6,10763.4533333333,8812.87666666666,0.0,0.0,29673.4966856039,-4729.777668560389,-4908.36100189372,-3333.67766856039,-7666.19433522706,9386.405664772938,3097.25899810624,1146.6823314395997,-7666.19433522706,-7666.19433522706,22007.30235037684,0,NÃO,30,31.58,34,14.66,23.12,8.0,1.0,1.0,0.0,0.0,0.0,7.0,,,6,5,0.670840787119857,46,2.57342657342657,7,92802.9804590416,18107.2787778333,169038.4393445,13908.07064975,0.5,11.415418157423971
ARIPUANA MT,MT,ARIPUANA,-10.175806,-59.4439663,675,682,816,553,21987,25107.968,0.8756981050796304,21987,25107.968,688189,64863,317408,126984,117844,61090,5,Centro Local,5,Centro Local,,,,,,4,2.02938377768521,2.02938377768521,0.0,8,107.0,14.0,17.0,41.0,35.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,2571.62565003156,0.0,0.0,0.0,0.0,1283.6,4752.66666666667,7121.03333333333,0.0,0.0,10169.7553600879,-2571.62565003156,-2571.62565003156,-2571.62565003156,-2571.62565003156,-1288.02565003156,2181.04101663511,4549.40768330177,-2571.62565003156,-2571.62565003156,7598.129710056341,1,NÃO,35,36.84,35,15.09,25.965,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,5,1.50088688770637,43,1.92359309295875,7,361890.21688725,361627.2021115,423967.11366125,0.0,0.5,31.299813526174557
ARIQUEMES RO,RO,ARIQUEMES,-9.9076522,-63.033069,702,716,806,600,106168,4426.571,23.98425327414832,106168,4426.571,2183383,145069,353163,879967,589089,216096,3A,Centro Sub-Regional A,3B,Centro Sub-Regional B,2.0,Fraco,,,,3,3.46209838113515,2.68394713075151,0.778151250383644,6,483.0,65.0,121.0,160.0,137.0,6,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,118549.626049472,150725.92,177868.166666667,138705.106666667,61339.2233333333,165599.843333333,195079.633333333,110107.633333333,0.0,6999.66666666666,163674.288852904,32176.29395052801,59318.540617195,20155.480617195004,-57210.40271613871,47050.217283861,76530.007283861,-8441.992716139008,-118549.626049472,-111549.95938280536,45124.66280343199,0,NÃO,83,87.37,105,45.26,66.315,7.0,1.0,1.0,1.0,0.0,1.0,5.0,,6.0,6,3,2.42069173385578,676,6.26720933035425,4,1844325.62784292,2419793.76020433,1932294.75957887,383517.99098525,2.5,20.565358676814107
ARIRANHA DO IVAI PR,PR,ARIRANHA DO IVAI,-24.3834527,-51.5876772,670,637,794,594,2151,239.562,8.978886467803742,2151,239.562,79110,47194,3260,13154,13384,2117,5,Centro Local,5,Centro Local,,,,,,5,,0.778151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NÃO,13,13.68,7,3.02,8.35,,,,,,,,,,6,5,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.5,36.77824267782427
ARMAZEM SC,SC,ARMAZEM,-28.2624996,-49.0190126,770,743,882,698,8587,173.733,49.42641869995913,8587,173.733,165972,39630,26889,53899,33026,12528,5,Centro Local,5,Centro Local,,,,,,5,,1.66275783168157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,661.159835616438,0.0,3333.8,425.199999999999,0.0,0.0,0.0,327.1,0.0,106.3,2419.19835616438,-661.159835616438,2672.640164383562,-235.95983561643905,-661.159835616438,-661.159835616438,-661.159835616438,-334.059835616438,-661.159835616438,-554.8598356164381,1758.038520547942,0,NÃO,31,32.63,32,13.79,23.21,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,4,3.72656340980552,87,10.0299746368457,7,78717.0424448,25898.1169201333,64537.4510603,88755.1102296917,0.5,19.328286945382555
ARNEIROZ CE,CE,ARNEIROZ,-6.3235099,-40.1603859,618,565,740,564,7836,1066.362,7.348348872146606,7836,1066.362,50495,7964,1642,12528,26372,1990,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,2099.66392649905,0.0,0.0,0.0,0.0,0.0,576.766666666666,3677.86666666666,0.0,0.0,16096.9927041439,-2099.66392649905,-2099.66392649905,-2099.66392649905,-2099.66392649905,-2099.66392649905,-1522.897259832384,1578.20274016761,-2099.66392649905,-2099.66392649905,13997.32877764485,0,NÃO,16,16.84,4,1.72,9.28,,,,,,,,,,6,5,2.04185809086269,5,0.637755102040816,7,2072.478503,2072.478503,16579.828024,11398.6317665,0.5,6.443976518631955
AROAZES PI,PI,AROAZES,-6.1109109,-41.7881792,583,563,752,468,5844,821.212,7.116311013477641,5844,821.212,43295,4199,2469,11041,23328,2258,5,Centro Local,5,Centro Local,,,,,,5,1.39794000867204,1.39794000867204,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,431.225185185185,0.0,0.0,0.0,0.0,0.0,266.933333333333,3938.2,0.0,0.0,0.0,-431.225185185185,-431.225185185185,-431.225185185185,-431.225185185185,-431.225185185185,-164.29185185185202,3506.974814814814,-431.225185185185,-431.225185185185,-431.225185185185,1,NÃO,10,10.53,6,2.59,6.56,,,,,,,,,,6,5,1.02669404517454,2,0.342759211653813,7,2250.00494,1125.00247,7500.01646666667,9750.02140666667,0.5,7.408453114305271
AROEIRAS DO ITAIM PI,PI,AROEIRAS DO ITAIM,-7.2797031,-41.5629681,519,502,738,378,2551,316.235,8.066785776400462,2551,316.235,16553,1733,532,2833,10990,465,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NÃO,3,3.16,3,1.29,2.225,,,,,,,,,,6,6,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.5,6.488827910623285
AROEIRAS PB,PB,AROEIRAS,-7.5462904,-35.7080002,548,537,745,411,19190,374.697,51.214714822910246,19190,374.697,137125,8231,3793,34024,85774,5303,5,Centro Local,5,Centro Local,,,,,,5,1.54406804435028,1.54406804435028,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,1572.67777777777,455.9,4572.6,0.0,0.0,0.0,5240.93333333333,3884.66666666666,0.0,0.0,0.0,-1116.77777777777,2999.92222222223,-1572.67777777777,-1572.67777777777,-1572.67777777777,3668.25555555556,2311.98888888889,-1572.67777777777,-1572.67777777777,-1572.67777777777,1,NÃO,16,16.84,15,6.47,11.655,,,,,,,,,,6,3,2.08441896821261,30,1.56633425573017,7,0.0,0.0,0.0,0.0,0.5,7.145648775403856
ARRAIAL PI,PI,ARRAIAL,-6.6541632,-42.5335332,560,514,761,449,4735,682.761,6.935076842408984,4735,682.761,32304,1803,2087,7566,19382,1465,5,Centro Local,5,Centro Local,,,,,,5,1.23044892137827,1.23044892137827,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,185.811851851852,0.0,0.0,0.0,0.0,0.0,788.24,884.066666666667,0.0,0.0,0.0,-185.811851851852,-185.811851851852,-185.811851851852,-185.811851851852,-185.811851851852,602.428148148148,698.254814814815,-185.811851851852,-185.811851851852,-185.811851851852,1,NÃO,14,14.74,7,3.02,8.88,,,,,,,,,,6,6,0.844772967265047,1,0.211550666384599,7,7157.48807566667,2591.771974,950.897866666669,6688.748712,0.5,6.822386483632524
ARRAIAS TO,TO,ARRAIAS,-12.9287788,-46.9437231,651,636,829,523,10601,5786.866,1.8319069423760632,10601,5786.866,143068,36717,8796,31233,58859,7463,5,Centro Local,5,Centro Local,,,Centro de Zona,4b,Centro local B,5,1.64345267648619,1.34242268082221,0.301029995663981,,,,,,,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,5178.25011669646,701.233333333333,142.066666666667,11217.65,0.0,13178.0666666667,4927.2,11897.0333333333,0.0,0.0,4937.46643406346,-4477.016783363128,-5036.183450029794,6039.399883303539,-5178.25011669646,7999.81654997024,-251.0501166964605,6718.78321663684,-5178.25011669646,-5178.25011669646,-240.78368263300035,1,NÃO,14,14.74,15,6.47,10.605,8.0,1.0,0.0,0.0,0.0,0.0,7.0,,7.0,6,5,3.30157532308273,19,1.79805053468345,7,0.0,0.0,0.0,0.0,0.5,13.495707952079993
ARROIO DO SAL RS,RS,ARROIO DO SAL,-29.549852,-49.8874395,740,740,844,649,9842,119.163,82.59275110562842,9842,119.163,194682,3229,16091,107896,52692,14774,5,Centro Local,5,Centro Local,,,,,,5,,1.91907809237607,,8,83.0,6.0,9.0,36.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NÃO,39,41.05,34,14.66,27.855,8.0,0.0,0.0,0.0,0.0,0.0,,,,6,5,0.0,148,14.7044212617983,7,0.0,0.0,0.0,0.0,0.5,19.780735622840886
ARROIO DO TIGRE RS,RS,ARROIO DO TIGRE,-29.334158,-53.0888935,707,708,848,589,13332,315.132,42.30608126118579,13332,315.132,310146,101476,21292,110653,58001,18724,4B,Centro de Zona B,5,Centro Local,,,,,,4,1.81291335664286,1.81291335664286,0.0,8,65.0,6.0,8.0,27.0,24.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,5718.83925586898,9379.89999999999,18017.8933333333,6034.10333333333,0.0,6420.95333333334,4518.56666666667,9660.15,0.0,0.0,3156.82589202316,3661.0607441310094,12299.05407746432,315.2640774643496,-5718.83925586898,702.11407746436,-1200.27258920231,3941.3107441310194,-5718.83925586898,-5718.83925586898,-2562.01336384582,0,NÃO,45,47.37,34,14.66,31.015,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,3,5.7005700570057,15,1.12166305241905,7,163671.836776375,159283.678805325,158510.58958131,80554.8382427667,2.0,23.263276327632763
ARROIO DOS RATOS RS,RS,ARROIO DOS RATOS,-30.0894524,-51.7265541,698,700,833,583,14123,425.21,33.21417652454082,14123,425.21,222600,26234,26585,93827,62346,13608,5,Centro Local,,,,,,,,5,,1.94448267215017,,8,88.0,12.0,16.0,31.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,3402.72949387415,0.0,4448.55000000001,280.3,0.0,0.0,1201.04782424618,2827.38413611279,0.0,0.0,25270.0129783824,-3402.72949387415,1045.82050612586,-3122.42949387415,-3402.72949387415,-3402.72949387415,-2201.68166962797,-575.34535776136,-3402.72949387415,-3402.72949387415,21867.28348450825,0,NÃO,41,43.16,34,14.66,28.91,8.0,1.0,0.0,0.0,0.0,1.0,,,7.0,6,3,0.920484316363379,69,4.87598049607802,6,0.0,0.0,0.0,0.0,0.5,15.761523755576011
ARROIO GRANDE RS,RS,ARROIO GRANDE,-29.548078,-52.0971166,657,673,807,522,18351,2514.763,7.297307937169427,18351,2514.763,496710,231449,26395,135162,83640,20065,5,Centro Local,5,Centro Local,,,,,,4,2.20411998265592,1.90308998699194,0.301029995663981,8,80.0,2.0,2.0,40.0,36.0,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,2656.41545047565,2830.23333333333,1820.8,796.600000000002,0.0,2883.13666666667,2488.83333333333,4669.10940435492,0.0,455.2,10620.2417670683,173.81788285768016,-835.6154504756498,-1859.815450475648,-2656.41545047565,226.72121619102012,-167.58211714231993,2012.6939538792703,-2656.41545047565,-2201.21545047565,7963.826316592651,0,SIM,47,49.47,42,18.1,33.785,8.0,1.0,0.0,0.0,1.0,1.0,,,,6,4,2.61566127186529,48,2.62395451812169,7,392425.004826767,324719.173908833,371386.238790833,196966.962873667,0.5,27.06718979892104
ARROIO TRINTA SC,SC,ARROIO TRINTA,-26.9301976,-51.334928,764,781,873,653,3551,94.418,37.60935414857336,3551,94.418,89986,23796,12450,29475,18380,5885,5,Centro Local,5,Centro Local,,,,,,5,,1.65321251377534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1667.20072858617,352.933333333333,9511.73333333335,118.933333333333,0.0,0.0,156.0,1803.47333333333,0.0,0.0,4728.93395252838,-1314.267395252837,7844.53260474718,-1548.267395252837,-1667.20072858617,-1667.20072858617,-1511.20072858617,136.2726047471599,-1667.20072858617,-1667.20072858617,3061.7332239422103,0,NÃO,30,31.58,23,9.91,20.745,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,5.06899464939454,47,13.2394366197183,7,39145.1525991667,5615.68149333333,38102.7532180667,43023.9102205,0.5,25.34103069557871
ARTUR NOGUEIRA SP,SP,ARTUR NOGUEIRA,-22.572737,-47.172679,749,745,827,681,68029,243.603,279.2617496500454,68029,243.603,1900543,439800,273849,783693,234335,168866,5,Centro Local,5,Centro Local,,,,,,4,2.40654018043396,2.40654018043396,0.0,7,255.0,45.0,63.0,81.0,66.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIM,5413.22951146541,7775.53333333333,2028.4,3971.21666666667,934.952192683389,0.0,4138.88333333333,4919.66666666667,0.0,2660.41666666667,27703.2262553041,2362.3038218679203,-3384.8295114654097,-1442.01284479874,-4478.277318782021,-5413.22951146541,-1274.3461781320802,-493.5628447987401,-5413.22951146541,-2752.81284479874,22289.99674383869,0,NÃO,76,80.0,107,46.12,63.06,5.0,1.0,1.0,1.0,1.0,1.0,,,7.0,6,3,0.529186082406033,2237,32.2622515792206,6,520131.68746851,184075.99543504,529339.255869649,352575.825409,0.5,27.937247350394685
ARUANA GO,GO,ARUANA,-14.9162439,-51.0715692,675,708,826,526,9635,3055.292,3.153544734840401,9635,3055.292,162664,56735,7679,50830,37326,10094,5,Centro Local,5,Centro Local,,,,,,5,,1.41497334797082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,3878.49944444444,192.033333333333,1218.7,513.333333333334,0.0,476.583333333333,28744.8166666667,6916.36666666666,0.0,0.0,0.0,-3686.4661111111072,-2659.7994444444403,-3365.166111111106,-3878.49944444444,-3401.916111111107,24866.317222222257,3037.8672222222203,-3878.49944444444,-3878.49944444444,-3878.49944444444,0,NÃO,14,14.74,16,6.9,10.82,8.0,0.0,0.0,1.0,0.0,0.0,,,,6,5,1.55682407887909,17,1.72151898734177,6,0.0,0.0,0.0,0.0,0.5,16.882615464452517
ARVOREDO SC,SC,ARVOREDO,-27.0755081,-52.4570855,715,713,842,610,2246,90.503,24.81685689977128,2246,90.503,91584,22361,42438,11211,13318,2256,5,Centro Local,5,Centro Local,,,,,,5,,1.27875360095283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NÃO,14,14.74,13,5.6,10.17,,,,,,,,,,6,5,0.0,6,2.67857142857143,7,7081.084263,11801.807105,2360.361421,3118.2328114,0.5,40.776491540516474
ARVOREZINHA RS,RS,ARVOREZINHA,-28.8731093,-52.1757917,694,713,817,575,10425,270.241,38.57667785421161,10425,270.241,244616,74965,20901,89492,43743,15516,4B,Centro de Zona B,4B,Centro de Zona B,,,,,,4,1.90848501887865,1.90848501887865,0.0,8,81.0,16.0,17.0,25.0,23.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,4972.93429173362,7293.51666666667,7937.01666666667,1463.11666666667,0.0,0.0,5014.43333333333,4518.85,0.0,19573.1,3929.30958400288,2320.5823749330502,2964.0823749330502,-3509.81762506695,-4972.93429173362,-4972.93429173362,41.499041599709926,-454.08429173361947,-4972.93429173362,14600.16570826638,-1043.6247077307398,0,NÃO,42,44.21,41,17.67,30.94,8.0,1.0,0.0,0.0,0.0,1.0,,,,6,5,4.89208633093525,98,9.40138142747506,7,82666.3158411,158720.186379333,61104.89081175,77397.8071634333,2.0,23.464364508393285
ASCURRA SC,SC,ASCURRA,-26.9569975,-49.3767752,742,739,868,636,7889,112.884,69.88590057049714,7889,112.884,157707,7076,36589,67531,32747,13764,5,Centro Local,5,Centro Local,,,,,,5,,1.8750612633917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,2630.59255578002,1073.52,1878.66,0.0,0.0,0.0,0.0,1150.2,0.0,383.4,21820.1455578002,-1557.07255578002,-751.93255578002,-2630.59255578002,-2630.59255578002,-2630.59255578002,-2630.59255578002,-1480.39255578002,-2630.59255578002,-2247.19255578002,19189.553002020177,0,NÃO,42,44.21,37,15.95,30.08,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.0,124,15.6289387446433,7,1902.374571,1776.7835806,7451.712373,20194.7831550267,0.5,19.990746609202688
ASPASIA SP,SP,ASPASIA,-20.1596604,-50.7279226,735,699,864,657,1825,69.373,26.307064708171765,1825,69.373,31012,10685,1600,7349,10692,686,5,Centro Local,5,Centro Local,,,,,,5,,1.11394335230684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,14.1266666666667,0.0,0.0,0.0,0.0,0.0,0.0,141.266666666667,0.0,0.0,0.0,-14.1266666666667,-14.1266666666667,-14.1266666666667,-14.1266666666667,-14.1266666666667,-14.1266666666667,127.1400000000003,-14.1266666666667,-14.1266666666667,-14.1266666666667,0,NÃO,11,11.58,4,1.72,6.65,,,,,,,,,,6,5,0.0,9,4.93962678375412,7,0.0,0.0,0.0,0.0,0.5,16.992876712328766
ASSAI PR,PR,ASSAI,-23.3736041,-50.8454929,728,724,833,641,15289,440.347,34.72034554567194,15289,440.347,394931,81999,51754,165852,68310,27016,5,Centro Local,5,Centro Local,2.0,Fraco,Centro de Zona,4a,Centro local A,4,1.91907809237607,1.91907809237607,0.0,8,83.0,7.0,9.0,41.0,26.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,2570.25529381622,4134.98333333333,2598.88333333333,2647.26,142.933333333333,296.533333333333,751.999999999999,6133.7304807065,0.0,0.0,8908.71616115942,1564.72803951711,28.62803951711021,77.0047061837804,-2427.321960482887,-2273.721960482887,-1818.2552938162207,3563.4751868902804,-2570.25529381622,-2570.25529381622,6338.4608673432,0,NÃO,48,50.53,53,22.84,36.685,7.0,1.0,1.0,1.0,0.0,1.0,,,7.0,6,3,3.20491856890575,100,6.61419406045373,7,214937.2333103,181068.64631288,244020.83194225,143066.619860565,0.5,25.831055006867683
ASSARE CE,CE,ASSARE,-6.8746791,-39.8741385,600,573,783,482,23417,1116.331,20.97675331062203,23417,1116.331,150978,13327,6871,55443,67185,8152,5,Centro Local,5,Centro Local,,,,,,5,1.91381385238372,1.61278385671974,0.301029995663981,,,,,,,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,8874.9837722084,3862.53333333334,4308.83333333334,3831.33333333333,576.766666666666,0.0,5918.01666666667,18012.1333333333,0.0,0.0,49885.2117961579,-5012.450438875059,-4566.150438875059,-5043.650438875069,-8298.217105541733,-8874.9837722084,-2956.9671055417293,9137.1495611249,-8874.9837722084,-8874.9837722084,41010.2280239495,0,NÃO,25,26.32,24,10.34,18.33,8.0,1.0,1.0,0.0,0.0,0.0,,,,6,3,1.96438484861425,11,0.469744202929496,7,19836.6238735333,13145.8920531,25919.843355625,27806.2651765,0.5,6.447367297262672
ASSIS BRASIL AC,AC,ASSIS BRASIL,-10.9409203,-69.5672108,588,578,770,456,7300,4974.175,1.467580050963225,7300,4974.175,83277,24233,1922,12661,42931,1531,5,Centro Local,5,Centro Local,,,,,,5,,1.30102999566398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1623.13615566441,0.0,0.0,0.0,0.0,0.0,1619.5977997549,2045.26501047242,0.0,0.0,12374.364574509,-1623.13615566441,-1623.13615566441,-1623.13615566441,-1623.13615566441,-1623.13615566441,-3.5383559095098462,422.12885480801015,-1623.13615566441,-1623.13615566441,10751.22841884459,1,SIM,15,15.79,9,3.88,9.835,8.0,0.0,0.0,0.0,0.0,1.0,,7.0,,6,5,1.78082191780822,4,0.539301604422273,7,35148.894752,43936.11844,43936.11844,31853.685869,0.5,11.407808219178083
ASSIS CHATEAUBRIAND PR,PR,ASSIS CHATEAUBRIAND,-24.4054826,-53.5120468,729,713,857,633,33397,969.587,34.4445624786636,33397,969.587,1157044,331747,70821,521401,141895,91180,4A,Centro de Zona A,4A,Centro de Zona A,3.0,Médio para fraco,,,,3,2.78390357927273,2.18184358794477,0.602059991327962,8,152.0,18.0,25.0,62.0,47.0,7,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,14040.5083132394,16305.3166666667,13371.1833333333,3631.93333333334,0.0,10072.15,7050.4526955033,18536.1566666667,0.0,16401.75,53220.9562672373,2264.808353427301,-669.3249799060995,-10408.57497990606,-14040.5083132394,-3968.3583132394,-6990.0556177361,4495.648353427299,-14040.5083132394,2361.2416867606007,39180.4479539979,0,NÃO,62,65.26,73,31.47,48.365,7.0,1.0,1.0,1.0,0.0,1.0,6.0,,7.0,6,3,1.70674012635865,268,8.0330915412745,7,720988.172509475,1100217.49918197,709962.83675161,735037.51831305,1.0,34.645147767763575
ASSIS SP,SP,ASSIS,-22.6620892,-50.420623,805,771,865,781,103666,460.609,225.06290584856137,103666,460.609,2855490,55490,324863,1828590,355565,290982,3A,Centro Sub-Regional A,3B,Centro Sub-Regional B,5.0,Forte para médio,Centro Sub-Regional,3a,Centro sub-regional A,3,3.62818450807341,2.72509452108147,0.903089986991944,6,531.0,63.0,121.0,187.0,160.0,5,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,90551.9488434298,110485.555952483,113163.116762008,235321.620287059,58421.038765874,116244.700401019,82925.5135790991,79727.5434658259,0.0,35678.6666666667,72974.7492209292,19933.60710905321,22611.1679185782,144769.6714436292,-32130.9100775558,25692.751557589203,-7626.435264330692,-10824.405377603893,-90551.9488434298,-54873.282176763096,-17577.1996225006,0,NÃO,79,83.16,130,56.03,69.595,6.0,1.0,1.0,1.0,1.0,1.0,5.0,,6.0,6,3,2.74921382131075,2781,26.6415036499147,6,1187513.22747442,2405765.85343304,1021066.23169342,243605.799243767,2.5,27.545096753033782
ASSUNCAO DO PIAUI PI,PI,ASSUNCAO DO PIAUI,-5.8610212,-41.0485091,499,462,706,382,7828,1690.703,4.630026681208941,7828,1690.703,43816,3905,1173,7426,29987,1325,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,450.609951823409,0.0,1179.06666666667,0.0,0.0,0.0,0.0,1179.06666666667,0.0,0.0,2147.96618490076,-450.609951823409,728.456714843261,-450.609951823409,-450.609951823409,-450.609951823409,-450.609951823409,728.456714843261,-450.609951823409,-450.609951823409,1697.356233077351,1,NÃO,12,12.63,2,0.86,6.745,,,,,,,,,,6,5,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.5,5.597342871742463
